Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),,
связь,4520,communication,N.Fem.Inan,B1,"Golosa, LM",3,связей,Gen.Plur,Для страны было важно развитие торговых связей с соседями.,It was important for the country to develop trade relations with its neighbors.,_,общение,,
сгорать,4521,burn up,V,B1,LM,1,сгорает,Imperf.Sing.3,Часть космического мусора сгорает в атмосфере Земли.,A portion of space debris burns up in the Earth’s atmosphere.,_,учёба/работа,,
сгорать,4522,burn up,V,B1,LM,2,сгорают,Imperf.Plur.3,Эти свечи сгорают за час.,These candles burn down within an hour.,_,учёба/работа,,
сельский,4523,rural,A,B1,LM,1,сельских,Gen.Plur,"В этой стране больше сельских жителей, чем горожан.",This country has more villagers than city dwellers.,_,"описание, жильё",,
сельский,4524,rural,A,B1,LM,2,сельского,Gen.Neut.Sing,Эти деньги — на развитие сельского хозяйства.,This money is for the development of agriculture.,_,"описание, жильё",,
сельский,4525,rural,A,B1,LM,3,сельской,Loc.Fem.Sing,Эта проблема особенно заметна в сельской местности.,This problem is particularly evident in rural areas.,_,"описание, жильё",,
слог,4526,syllable,N.Masc.Inan,B1,LM,1,слогом,Ins.Sing,Он писал ясным лёгким слогом.,He wrote texts that were clear and easy to read.,_,учёба/работа,,
слог,4527,syllable,N.Masc.Inan,B1,LM,2,слога,Gen.Sing,В слове «банан» два слога.,The Russian word банан has two syllables.,_,учёба/работа,,
слог,4528,syllable,N.Masc.Inan,B1,LM,3,слогов,Gen.Plur,Сколько слогов в этом слове?,How many syllables are there in this word?,_,учёба/работа,,
алгебра,4529,algebra,N.Fem.Inan,B1,LM,1,алгебры,Gen.Sing,В коридоре я встретил учителя алгебры.,I met my algebra teacher in the corridor.,_,учёба/работа,,
алгебра,4530,algebra,N.Fem.Inan,B1,LM,2,алгебре,Dat.Sing,Ты сдал экзамен по алгебре?,Have you passed your algebra exam?,_,учёба/работа,,
алгебра,4531,algebra,N.Fem.Inan,B1,LM,3,алгебра,Nom.Sing,Алгебра всегда была её любимым предметом в школе.,Algebra was always her favorite subject in school.,_,учёба/работа,,
семестр,4532,semester,N.Masc.Inan,B1,LM,1,семестре,Loc.Sing,Какие предметы будут у вас в следующем семестре?,What subjects will you have next semester?,_,"учёба/работа, время",,
семестр,4533,semester,N.Masc.Inan,B1,LM,2,семестра,Gen.Sing,Он ушёл из университета после второго семестра.,He left the university after the second semester.,_,"учёба/работа, время",,
семестр,4534,semester,N.Masc.Inan,B1,LM,3,семестры,Acc.Plur,Последние семестры учёбы Павел провёл во Франции на стажировке.,Pavel spent the last semesters of his studies in France on an internship.,_,"учёба/работа, время",,
семинар,4535,seminar,N.Masc.Inan,B1,"Golosa, LM",1,семинары,Nom.Plur,Семинары по философии будут проходить по вторникам.,The philosophy seminars will be held on Tuesdays.,_,учёба/работа,,
семинар,4536,seminar,N.Masc.Inan,B1,"Golosa, LM",2,семинара,Gen.Sing,Тема следующего семинара: творчество А.С. Пушкина.,The topic of the next seminar: the works of A.S. Pushkin.,_,учёба/работа,,
семинар,4537,seminar,N.Masc.Inan,B1,"Golosa, LM",3,семинаре,Loc.Sing,Об этом мы поговорим на следующем семинаре.,We will talk about this at the next seminar.,_,учёба/работа,,
серебро,4538,silver,N.Neut.Inan,B1,LM,1,серебро,Acc.Sing,Он выиграл серебро на Олимпийских играх в Лондоне в 2012 году.,He won a silver medal at the 2012 Olympics in London.,_,"описание, мера",,
серебро,4539,silver,N.Neut.Inan,B1,LM,2,серебра,Gen.Sing,Это кольцо из серебра?,Is this ring made of silver?,_,"описание, мера",,
серебро,4540,silver,N.Neut.Inan,B1,LM,3,серебре,Loc.Sing,Содержание примесей в серебре не превышает трёх процентов.,The amount of impurities in the silver does not exceed three percent.,_,"описание, мера",,
серебряный,4541,silver,A,B1,LM,1,серебряные,Nom.Plur,"Постепенно из квартиры стала пропадать техника, деньги, серебряные ложки…","Technical equipment, money, and silver spoons slowly started disappearing from the apartment…",_,описание,,
серебряный,4542,silver,A,B1,LM,2,серебряными,Ins.Plur,Из кармана она достала сумочку с серебряными монетами.,She took a bag with silver coins out of her pocket.,_,описание,,
серебряный,4543,silver,A,B1,LM,3,серебряную,Acc.Fem.Sing,В беге на сто метров она выиграла серебряную медаль.,She won a silver medal in the hundred meter race.,_,описание,,
середина,4544,middle,N.Fem.Inan,B1,"Golosa, LM",1,середине,Loc.Sing,Я не привык останавливаться на середине пути.,I'm not used to stopping at the half-way point.,_,мера,,
середина,4545,middle,N.Fem.Inan,B1,"Golosa, LM",2,середины,Gen.Sing,Снежная погода продержится в Москве до середины марта.,Snowy weather will last until mid-March in Moscow.,_,мера,,
середина,4546,middle,N.Fem.Inan,B1,"Golosa, LM",3,середину,Acc.Sing,Он вышел на середину площади и закричал.,He went out into the middle of the square and started shouting.,_,мера,,
сессия,4547,session,N.Fem.Inan,B1,LM,1,сессии,Gen.Sing,Вы должны сдать эту работу до сессии.,You are supposed to submit this assignment before the examination period begins.,_,"учёба/работа, время",,
сессия,4548,session,N.Fem.Inan,B1,LM,2,сессия,Nom.Sing,На следующей неделе у студентов сессия.,The students have their examination period next week.,_,"учёба/работа, время",,
сессия,4549,session,N.Fem.Inan,B1,LM,3,сессию,Acc.Sing,"Сессию я сдаю в начале января, и если всё удачно сложится, то три недели отдыха мне обеспечены.",I have my exams in the beginning of January and if everything goes well then I will have three weeks of vacation guaranteed.,_,"учёба/работа, время",,
сибирский,4550,Siberian,A,B1,LM,1,сибирской,Gen.Fem.Sing,Продажи сибирской нефти резко сократились.,Sales of Siberian oil have decreased drastically.,_,"описание, политика, путешествие",,
сибирский,4551,Siberian,A,B1,LM,2,сибирского,Gen.Neut.Sing,Она приехала из глухого сибирского села.,She came from a remote Siberian village.,_,"описание, политика, путешествие",,
сибирский,4552,Siberian,A,B1,LM,3,сибирский,Nom.Masc.Sing,Нас не пугает сибирский мороз!,We are not afraid of the Siberian freezing temperatures!,_,"описание, политика, путешествие",,
сила,4553,strength,N.Fem.Inan,B1,"MiP, LM",1,сил,Gen.Plur,После долгого дня мы упали без сил.,After the long day we fell down from exhaustion.,_,"люди, внутренний мир, здоровье",,
сила,4554,strength,N.Fem.Inan,B1,"MiP, LM",2,силу,Acc.Sing,В силу своей болезни они видят мир иначе.,Due to their illness they see the world differently.,_,"люди, внутренний мир, здоровье",,
сила,4555,strength,N.Fem.Inan,B1,"MiP, LM",3,силы,Gen.Sing,Он со всей силы начал стучать в дверь.,He started knocking on the door with all his might.,_,"люди, внутренний мир, здоровье",,
символ,4556,symbol,N.Masc.Inan,B1,LM,1,символ,Nom.Sing,Петух — символ Франции?,Is the rooster the symbol of France?,_,"политика, учёба/работа",,
символ,4557,symbol,N.Masc.Inan,B1,LM,2,символа,Gen.Sing,"Здесь истоки Волги, главной реки и символа России.","Here are the sources of the Volga, the major Russian river and the symbol of Russia.",_,"политика, учёба/работа",,
символ,4558,symbol,N.Masc.Inan,B1,LM,3,символом,Ins.Sing,Первый «Макдоналдс» в Москве стал символом свободы.,The first McDonald's in Moscow became a symbol of freedom.,_,"политика, учёба/работа",,
ситуация,4559,situation,N.Fem.Inan,B1,LM,1,ситуация,Nom.Sing,Ситуация на Ближнем Востоке вновь обострилась.,The situation in the Middle East has deteriorated again.,_,"политика, учёба/работа",,
ситуация,4560,situation,N.Fem.Inan,B1,LM,2,ситуации,Loc.Sing,Как бы ты действовал в подобной ситуации?,What would you do in a similar situation?,_,"политика, учёба/работа",,
ситуация,4561,situation,N.Fem.Inan,B1,LM,3,ситуацию,Acc.Sing,Как исправить ситуацию в экономике?,How can we fix the situation in the economy?,_,"политика, учёба/работа",,
скидка,4562,discount,N.Fem.Inan,B1,"Golosa, LM",1,скидок,Gen.Plur,Пришло время скидок.,The time for discounts has come.,_,магазин,,
скидка,4563,discount,N.Fem.Inan,B1,"Golosa, LM",2,скидки,Acc.Plur,Студентам в магазине предоставляются скидки.,Students are offered discounts in this store.,_,магазин,,
скидка,4564,discount,N.Fem.Inan,B1,"Golosa, LM",3,скидка,Nom.Sing,Максимальная скидка на этот товар — сорок процентов.,The maximum discount on this product is forty percent.,_,магазин,,
скорость,4565,speed,N.Fem.Inan,B1,LM,1,скоростью,Ins.Sing,В момент аварии он ехал со скоростью восемьдесят километров в час.,At the time of the accident he was driving at a speed of eighty kilometers per hour.,_,"транспорт, мера",,
скорость,4566,speed,N.Fem.Inan,B1,LM,2,скорость,Nom.Sing,Разрешённая скорость на этом участке дороги — шестьдесят километров в час.,The legal speed limit on this section of the road is sixty kilometers per hour.,_,"транспорт, мера",,
скорость,4567,speed,N.Fem.Inan,B1,LM,3,скорости,Gen.Sing,Для скорости я не буду рассказывать всех подробностей.,"In the interest of speed, I won't go into all the details.",_,"транспорт, мера",,
скромный,4568,modest,A,B1,LM,1,скромный,Nom.Masc.Sing,Рядом со мной сидел тихий и скромный ученик.,A quiet and humble student was sitting next to me.,_,"описание, внутренний мир",,
скромный,4569,modest,A,B1,LM,2,скромные,Nom.Plur,"Иванов писал отличные стихи, но гонорары были очень скромные.","Despite the fact that Ivanov composed excellent poems, his payment for them was very modest.",_,"описание, внутренний мир","Sorry, this is supposed to be Nominative plural, not Accusative",
скромный,4570,modest,A,B1,LM,3,скромное,Inan.Acc.Neut.Sing,Он готов работать даже за скромное вознаграждение.,He is willing to work even for a modest fee.,_,"описание, внутренний мир",,
слабый,4571,weak,A,B1,"Golosa, LM",1,слабых,Gen.Plur,"Конструкция имеет ряд слабых сторон, которые нужно учитывать при строительстве.",The design has a number of weak aspects that have to be taken into consideration during construction.,_,"описание, внутренний мир, здоровье",,
слабый,4572,weak,A,B1,"Golosa, LM",2,слабый,Nom.Masc.Sing,"Сегодня, четырнадцатого октября, солнечно, максимальная температура воздуха плюс три градуса по Цельсию, ветер слабый.","Today, on the fourteenth of October, it is sunny, the high will be +3 degrees Celsius, not windy.",_,"описание, внутренний мир, здоровье",I think the numeral три is missing here.,
слабый,4573,weak,A,B1,"Golosa, LM",3,слабая,Nom.Fem.Sing,У нас была слабая надежда успеть на самолёт.,We had a faint hope that we might manage to catch the flight.,_,"описание, внутренний мир, здоровье",,
славянский,4574,Slavic,A,B1,LM,1,славянской,Gen.Fem.Sing,Традиция праздновать Дни славянской письменности возобновилась в 1986 году.,The tradition of celebrating the Days of Slavic Literacy was reestablished in 1986.,_,"описание, политика",,
славянский,4575,Slavic,A,B1,LM,2,славянских,Gen.Plur,"Мы знаем, что у всех славянских языков есть общий предок ― праславянский язык.",We know that all Slavic languages have a common ancestor ― the Proto-Slavic language.,_,"описание, политика",,
славянский,4576,Slavic,A,B1,LM,3,славянского,Gen.Neut.Sing,В 945 году князь Игорь отправился в земли славянского племени древлян и там был убит.,In the year 945 Prince Igor went to the lands of the Slavic Drevlyan tribe and was killed there.,_,"описание, политика",,
сломать,4577,break,V,B1,LM,1,сломать,Perf.Inf,Осторожно! Эту вазу легко сломать.,Be careful! This vase is easy to break.,_,"люди, здоровье",,
сломать,4578,break,V,B1,LM,2,сломал,Perf.Masc.Sing.Past,"Он сломал ногу, поскользнувшись на льду.",He broke his leg when he slipped on the ice.,_,"люди, здоровье",,
сломать,4579,break,V,B1,LM,3,сломали,Perf.Plur.Past,Вчера пришли полицейские и сломали нам дверь.,Yesterday the policemen came and broke down our door.,_,"люди, здоровье",,
слон,4580,elephant,N.Masc.Anim,B1,LM,1,слоны,Nom.Plur,"― В Индии, в штате Ассам, в мой лагерь ночью пришли слоны, ― вспоминает Виктор.","In India, the state of Assam, elephants came into our camp at night, says Victor.",_,животные/растения,,
слон,4581,elephant,N.Masc.Anim,B1,LM,2,слон,Nom.Sing,"Африканский слон — самое большое из животных, проживающих на суше.",The African elephant is the largest animal living on land.,_,животные/растения,,
слон,4582,elephant,N.Masc.Anim,B1,LM,3,слонов,Gen.Plur,"Громко, словно стадо африканских слонов, неслись по коридору школьники.","Loud as a herd of African elephants, students were running down the corridor.",_,животные/растения,,
служить,4583,serve,V,B1,"Golosa, LM",1,служит,Imperf.Sing.3,Их сын сейчас служит на границе с Японией.,Their son is now having his military service at the border with Japan.,_,"люди, политика, учёба/работа",,
служить,4584,serve,V,B1,"Golosa, LM",2,служить,Imperf.Inf,"Жители некоторых стран по конституции обязаны ходить на выборы. Примером могут служить Бельгия, Бразилия, Венесуэла, Греция, Италия и Люксембург.","Residents of certain countries according to the Constitution are required to go to the election polls. For example, Belgium, Brazil, Greece, Italy, Luxembourg and Venezuela.",_,"люди, политика, учёба/работа",,
служить,4585,serve,V,B1,"Golosa, LM",3,служат,Imperf.Plur.3,Стереотипы часто служат основой для анекдотов.,Stereotypes often serve as the basis for jokes.,_,"люди, политика, учёба/работа",,
смысл,4586,sense,N.Masc.Inan,B1,LM,1,смысле,Loc.Sing,В смысле результатов лучше показал себя «Милан».,"In terms of results, Milan performed better.",_,внутренний мир,I find this example hard to make sense of without context.,
смысл,4587,sense,N.Masc.Inan,B1,LM,2,смысла,Gen.Sing,Она не видела смысла начинать с ним отношения.,She didn't see any point in starting a relationship with him.,_,внутренний мир,,
смысл,4588,sense,N.Masc.Inan,B1,LM,3,смысл,Acc.Sing,Он нашёл смысл своей жизни в детях.,He found the meaning of his life in his children.,_,внутренний мир,,
снимать,4589,take off,V,B1,LM,1,снимать,Imperf.Inf,В Японии нужно снимать обувь перед входом в помещение.,"In Japan, you need to take off your shoes before entering a room.",_,"люди, одежда, свободное время",,
снимать,4590,take off,V,B1,LM,2,снимал,Imperf.Masc.Sing.Past,Вторую часть фильма снимал Гильермо Дель Торо.,The second part of the film was directed by Guillermo Del Toro.,_,"люди, одежда, свободное время",,
снимать,4591,take off,V,B1,LM,3,снимает,Imperf.Sing.3,Она снимает однокомнатную квартиру на Тверской.,She rents a one-bedroom apartment on Tverskaya street.,_,"люди, одежда, свободное время",,
собираться,4592,prepare,V,B1,"Golosa, LM",1,собирается,Imperf.Sing.3,Она сегодня не собирается приходить на собрание?,She's not going to come to the meeting today?,_,"люди, внутренний мир",,
собираться,4593,prepare,V,B1,"Golosa, LM",2,собираются,Imperf.Plur.3,Они собираются поступать в медицинский.,They want to get into medical school.,_,"люди, внутренний мир",,
собираться,4594,prepare,V,B1,"Golosa, LM",3,собирались,Imperf.Plur.Past,"Мы так долго собирались, что опоздали на фильм.",We spent so much time getting dressed that we were late for the movie.,_,"люди, внутренний мир",,
советоваться,4595,consult,V,B1,LM,1,советоваться,Imperf.Inf,К кому ты обычно ходишь советоваться?,Who do you usually go to for advice?,_,"люди, общение",,
советоваться,4596,consult,V,B1,LM,2,советовалась,Imperf.Fem.Sing.Past,Она часто советовалась с ним по рабочим вопросам.,She often consulted with him on business matters.,_,"люди, общение",,
советоваться,4597,consult,V,B1,LM,3,советуются,Imperf.Plur.3,С Анной часто советуются перед сложными операциями.,Colleagues often consult with Anna before difficult operations.,_,"люди, общение",,
советский,4598,Soviet,A,B1,"MiP, LM",1,советской,Gen.Fem.Sing,Когда стало известно о преступлениях советской власти?,When did people find out about the crimes committed by the Soviet government?,_,"описание, политика, время",,
советский,4599,Soviet,A,B1,"MiP, LM",2,советских,Gen.Plur,Это здание не ремонтировали с советских времён.,This building has not been repaired since Soviet times,_,"описание, политика, время",,
советский,4600,Soviet,A,B1,"MiP, LM",3,советский,Nom.Masc.Sing,"Многие российские дети не знают, как выглядит Советский флаг.",Many Russian children do not know what the Soviet flag looks like.,_,"описание, политика, время",,
соглашаться,4601,agree,V,B1,LM,1,соглашаться,Imperf.Inf,Она не хотела соглашаться на такие условия работы.,She didn't want to agree to such working conditions.,_,"люди, общение",,
соглашаться,4602,agree,V,B1,LM,2,соглашался,Imperf.Masc.Sing.Past,Он не соглашался работать ночью.,He didn't agree to work at night.,_,"люди, общение",,
соглашаться,4603,agree,V,B1,LM,3,соглашается,Imperf.Sing.3,Зачем ты соглашаешься на такие условия?,Why do you agree to such terms?,_,"люди, общение",,
создавать,4604,create,V,B1,LM,1,создавать,Imperf.Inf,Новая студия позволяет художникам создавать настоящие произведения искусства.,The new studio allows artists to create real works of art.,_,"учёба/работа, свободное время",,
создавать,4605,create,V,B1,LM,2,создаёт,Imperf.Sing.3,"Музыка в этом фильме создает особую, запоминающуюся атмосферу.","The music in this movie creates a special, memorable atmosphere.",_,"учёба/работа, свободное время",,
создавать,4606,create,V,B1,LM,3,создают,Imperf.Plur.3,Многие подростки создают свои рок-группы.,Many teenagers form their own rock bands.,_,"учёба/работа, свободное время",,
солдат,4607,soldier,N.Masc.Anim,B1,LM,1,солдаты,Nom.Plur,Мимо нас строем прошли солдаты.,Soldiers marched past us in formation.,_,"люди, учёба/работа, политика",,
солдат,4608,soldier,N.Masc.Anim,B1,LM,2,солдат,Gen.Plur,Вдали мы увидели двух солдат с автоматами.,In the distance we saw two soldiers with machine guns.,_,"люди, учёба/работа, политика",Technically I think this is an accusative plural. maybe try something with a numeral?,
солдат,4609,soldier,N.Masc.Anim,B1,LM,3,солдатами,Ins.Plur,"Она обращалась со своими учениками, как с солдатами.",She treated her students like soldiers.,_,"люди, учёба/работа, политика",,
сомневаться,4610,doubt,V,B1,"Golosa, LM",1,сомневаться,Imperf.Inf,Эксперты продолжают сомневаться в подлинности этой картины.,Experts continue to doubt the authenticity of this painting.,_,"люди, внутренний мир",,
сомневаться,4611,doubt,V,B1,"Golosa, LM",2,сомневаюсь,Imperf.Sing.1,Я часто сомневаюсь в правильности своих поступков.,I often doubt whether my actions were right.,_,"люди, внутренний мир",,
сомневаться,4612,doubt,V,B1,"Golosa, LM",3,сомневается,Imperf.Sing.3,"Он не сомневается, что получит эту должность.",He has no doubt that he will get the position.,_,"люди, внутренний мир",,
сон,4613,sleep,N.Masc.Inan,B1,"MiP, LM",1,сне,Loc.Sing,Я видел тебя во сне.,I saw you in my dream.,_,"внутренний мир, здоровье",,
сон,4614,sleep,N.Masc.Inan,B1,"MiP, LM",2,сон,Nom.Sing,После такого долгого дня тебе необходим крепкий сон.,"After such a long day, you need a good night's sleep.",_,"внутренний мир, здоровье",,
сон,4615,sleep,N.Masc.Inan,B1,"MiP, LM",3,сна,Gen.Sing,После ночи без сна она не могла работать.,After a sleepless night she couldn't work.,_,"внутренний мир, здоровье",,
соревнование,4616,competition,N.Neut.Inan,B1,LM,1,соревнований,Gen.Plur,Каждый участник соревнований застрахован от несчастного случая.,Each competitor is insured against an accident.,_,"люди, свободное время",,
соревнование,4617,competition,N.Neut.Inan,B1,LM,2,соревнования,Nom.Plur,Соревнования по плаванию проходили в новом бассейне.,Swimming competitions were held in the new pool.,_,"люди, свободное время",,
соревнование,4618,competition,N.Neut.Inan,B1,LM,3,соревнованиях,Loc.Plur,Ты будешь участвовать в соревнованиях по бегу?,Are you going to participate in the running competition?,_,"люди, свободное время",,
шутить,4619,make jokes,V,B1,,1,шутить,Imperf.Inf,Мой папа любит шутить.,My father likes to make jokes.,_,"люди, свободное время, общение",,
шутить,4620,make jokes,V,B1,,2,шутят,Imperf.Plur.3,Друзья часто шутят над ним.,His friends often make fun of him.,_,"люди, свободное время, общение",,
шутить,4621,make jokes,V,B1,,3,шучу,Imperf.Sing.1,"Да шучу я! Конечно я не забыл, когда у тебя день рождения.",I'm kidding! Of course I didn't forget when your birthday is.,_,"люди, свободное время, общение",,
состоять,4622,consist,V,B1,LM,1,состоит,Imperf.Sing.3,"Главная сложность состоит в том, что никто не знает, что должно получиться в результате.",The main difficulty is that no one knows what should come out as a result.,_,учёба/работа,,
состоять,4623,consist,V,B1,LM,2,состоял,Imperf.Masc.Sing.Past,Он никогда не состоял ни в какой партии.,He was never a member of any party.,_,учёба/работа,,
состоять,4624,consist,V,B1,LM,3,состоят,Imperf.Plur.3,Эти механизмы состоят из тысяч мелких деталей.,These mechanisms consist of thousands of small parts.,_,учёба/работа,,
соус,4625,sauce,N.Masc.Inan,B1,"Golosa, LM",1,соусе,Loc.Sing,Вася приготовил курицу в сливочном соусе.,Vasya cooked a chicken in a creamy sauce.,_,"еда, магазин",,
соус,4626,sauce,N.Masc.Inan,B1,"Golosa, LM",2,соусом,Ins.Sing,Любое мясо он любит есть с соевым соусом.,He likes to eat all kinds of meat with soy sauce.,_,"еда, магазин",,
соус,4627,sauce,N.Masc.Inan,B1,"Golosa, LM",3,соус,Acc.Sing,Лучше всего он готовил томатный соус.,Best of all he could cook tomato sauce.,_,"еда, магазин",,
сохранять,4628,preserve,V,B1,LM,1,сохраняет,Imperf.Sing.3,В любой ситуации он сохраняет невозмутимость.,He remains calm in any situation.,_,"учёба/работа, внутренний мир",,
сохранять,4629,preserve,V,B1,LM,2,сохраняя,Imperf.Gerund,"Любую трудность она преодолевала, сохраняя улыбку.",She managed to overcome any difficulty with a smile on her face.,_,"учёба/работа, внутренний мир",,
сохранять,4630,preserve,V,B1,LM,3,сохранять,Imperf.Inf,"Немногие понимают, как важно сохранять исторические здания.",Not many people understand how important it is to preserve historical buildings.,_,"учёба/работа, внутренний мир",,
социализм,4631,socialism,N.Masc.Inan,B1,LM,1,социализма,Gen.Sing,"Их концепция сочетает в себе идеи либерализма, социализма и консерватизма.","Their concept combines the ideas of liberalism, socialism, and conservatism.",_,политика,,
социализм,4632,socialism,N.Masc.Inan,B1,LM,2,социализме,Loc.Sing,"Он сказал, что это возможно только при социализме.",He said that this is possible only under socialism.,_,политика,,
социализм,4633,socialism,N.Masc.Inan,B1,LM,3,социализм,Nom.Sing,Что такое социализм и какие у него перспективы в нашей стране?,What is socialism and what are its perspectives in our country?,_,политика,,
социальный,4634,social,A,B1,LM,1,социальных,Gen.Plur,Этот закон действует в интересах разных социальных групп.,Members of different social groups will benefit from this law.,_,"описание, политика",,
социальный,4635,social,A,B1,LM,2,социальной,Gen.Fem.Sing,Он никому не давал пароль от своей социальной сети.,He didn't give anyone the password to his social media network.,_,"описание, политика",,
социальный,4636,social,A,B1,LM,3,социального,Gen.Masc.Sing,Мы помогаем людям независимо от их социального статуса.,We help to people regardless of their social status.,_,"описание, политика",,
союз,4637,union,N.Masc.Inan,B1,LM,1,союз,Nom.Sing,Союз журналистов выступил с обращением.,The journalists’ union made a speech.,_,"учёба/работа, политика",,
союз,4638,union,N.Masc.Inan,B1,LM,2,союза,Gen.Sing,После конфликта он вышел из союза писателей.,He left the writers’ union after the conflict.,_,"учёба/работа, политика",,
союз,4639,union,N.Masc.Inan,B1,LM,3,союзе,Loc.Sing,Почему Россия находилась в союзе с Францией?,Why Russia was in a union with France?,_,"учёба/работа, политика",,
спасать,4640,save,V,B1,"MiP, LM",1,спасает,Imperf.Sing.3,Даже замена игрока не спасает их команду от поражения.,Even replacing the player cannot save their team from defeat.,_,"люди, здоровье",,
спасать,4641,save,V,B1,"MiP, LM",2,спасать,Imperf.Inf,"При пожаре первыми нужно спасать людей, а уже потом — вещи.","When there is a fire, you first need to save the people, and only afterward the things.",_,"люди, здоровье",,
спасать,4642,save,V,B1,"MiP, LM",3,спасал,Imperf.Masc.Sing.Past,"Во время войны мешок картошки, доставленный в город, спасал многие семьи от неминуемой гибели.","During the war, a sack of potatoes delivered to the city saved many families from imminent death.",_,"люди, здоровье",,
спектакль,4643,theater play,N.Masc.Inan,B1,"Golosa, LM",1,спектакль,Nom.Sing,Во сколько заканчивается этот спектакль?,At what time does this theater play end?,_,"люди, свободное время",,
спектакль,4644,theater play,N.Masc.Inan,B1,"Golosa, LM",2,спектакле,Loc.Sing,Кто играет в сегодняшнем спектакле?,Who is acting in today’s play?,_,"люди, свободное время",,
спектакль,4645,theater play,N.Masc.Inan,B1,"Golosa, LM",3,спектакля,Gen.Sing,Они успели к началу спектакля.,They managed to get there in time for the theater play.,_,"люди, свободное время",,
специальный,4646,special,A,B1,LM,1,специальных,Gen.Plur,Для этой должности вам не нужно специальных знаний в экономике.,For this position you don’t need any special knowledge of economics.,_,описание,,
специальный,4647,special,A,B1,LM,2,специальную,Acc.Fem.Sing,Будущие пилоты проходят в этом центре специальную подготовку.,Future pilots undergo special training at this center.,_,описание,,
специальный,4648,special,A,B1,LM,3,специальные,Nom.Plur,В их школе есть специальные курсы по фотографии.,Their school offers special courses in photography.,_,описание,,
спешить,4649,hurry up,V,B1,"MiP, LM",1,спешат,Imperf.Plur.3,"Кажется, твои часы спешат. Сейчас только шесть часов вечера!",Your watch seems to be fast. It's only six o'clock in the evening!,_,"люди, время",,
спешить,4650,hurry up,V,B1,"MiP, LM",2,спешил,Imperf.Masc.Sing.Past,"Он выглядел так, словно никуда не спешил.",He looked like he was in no hurry.,_,"люди, время",,
спешить,4651,hurry up,V,B1,"MiP, LM",3,спеша,Imperf.Gerund,Костя не спеша пошёл к дому.,Kostya slowly walked toward his house.,_,"люди, время",,
спина,4652,back,N.Fem.Inan,B1,"Golosa, LM",1,спиной,Ins.Sing,За спиной у Наташи был небольшой рюкзак.,Natasha had a small backpack behind her back.,_,"люди, здоровье","The sentence is fine, but I have a question: does this mean that she is wearing the backpack? If so, it seems strange to say that it is behind her back.",
спина,4653,back,N.Fem.Inan,B1,"Golosa, LM",2,спину,Acc.Sing,От боли он не мог выпрямить спину.,"Due to the pain, he couldn't straighten his back.",_,"люди, здоровье",,
спина,4654,back,N.Fem.Inan,B1,"Golosa, LM",3,спине,Loc.Sing,Она закричала от сильной боли в спине.,She screamed because of the intense pain in her back.,_,"люди, здоровье",,
список,4655,list,N.Masc.Inan,B1,"MiP, LM",1,список,Acc.Sing,"Составь список вещей, которые возьмёшь в поездку.",Make a list of the things you'll take on the trip.,_,"магазин, учёба/работа",,
список,4656,list,N.Masc.Inan,B1,"MiP, LM",2,списка,Gen.Sing,У нас нет постоянного списка участников.,We do not have a fixed list of participants.,_,"магазин, учёба/работа",,
список,4657,list,N.Masc.Inan,B1,"MiP, LM",3,списки,Acc.Plur,Когда опубликуют списки поступивших в этот университет?,When will they publish the lists of those who got accepted to this university?,_,"магазин, учёба/работа",,
спорить,4658,argue,V,B1,"MiP, LM",1,спорить,Imperf.Inf,Она не любила спорить о политике.,She didn't like to argue about politics.,_,"люди, общение",,
спорить,4659,argue,V,B1,"MiP, LM",2,спорят,Imperf.Plur.3,О чём это они спорят?,What are they arguing about?,_,"люди, общение",,
спорить,4660,argue,V,B1,"MiP, LM",3,спорили,Imperf.Plur.Past,"Они часто спорили о том, куда поехать отдыхать.",They often argued about where to go on vacation.,_,"люди, общение",,
способный,4661,capable,A,B1,LM,1,способны,Plur,"Вы даже не представляете, на что вы способны!",You can’t even imagine what you're capable of!,_,описание,,
способный,4662,capable,A,B1,LM,2,способен,Masc.Sing,Этот человек вообще не способен на зло.,This person isn’t capable of doing anything evil.,_,описание,,
способный,4663,capable,A,B1,LM,3,способно,Neut.Sing,"Он не считает, что чёрно-белое кино способно победить цветное.",He does not believe that black and white movies are able to win out over color movies.,_,описание,,
спутник,4664,satellite,N.Masc.Inan,B1,LM,1,спутников,Gen.Plur,Сколько спутников у Марса?,How many satellites does Mars have?,_,погода,,
спутник,4665,satellite,N.Masc.Inan,B1,LM,2,спутника,Gen.Sing,Этот снимок Земли был сделан со спутника.,This picture of the Earth was taken from a satellite.,_,погода,,
спутник,4666,satellite,N.Masc.Inan,B1,LM,3,спутники,Acc.Plur,Их команда запускает спутники на орбиту.,Their team launches satellites into orbit.,_,погода,,
сравнивать,4667,compare,V,B1,LM,1,сравнивать,Imperf.Inf,"Сравнивать себя нужно не с другими людьми, а с собой в прошлом.","Compare yourself not with other people, but with yourself in the past.",_,"учёба/работа, мера",,
сравнивать,4668,compare,V,B1,LM,2,сравнивают,Imperf.Plur.3,Его часто сравнивают с Леонардо да Винчи.,He is often compared to Leonardo da Vinci.,_,"учёба/работа, мера",,
