Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
книга,157,book,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,книгу,Acc.Sing,Я купила новую книгу Акунина.,I bought a new book by Akunin.,_,"учёба/работа, свободное время",
книга,158,book,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,книга,Nom.Sing,Эта книга мне не нравится.,I don't like that book.,_,"учёба/работа, свободное время",
книга,159,book,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,книге,Loc.Sing,В этой книге много ошибок.,There are many mistakes in this book.,_,"учёба/работа, свободное время",
высокий,160,high,A,A1,"Golosa, MiP, МН",1,выше,Comparative,Миша на десять сантиметров выше Пети. ,Misha is 10 centimeters taller than Petya.,_,мера,
высокий,161,high,A,A1,"Golosa, MiP, МН",2,высокий,Nom.Masc.Sing,У него высокий голос. ,He has a high voice.,_,мера,
высокий,162,high,A,A1,"Golosa, MiP, МН",3,высокой,Ins.Fem.Sing,Я не пришла на работу из-за высокой температуры.,I didn't come to work because of high fever.,_,мера,
известный,163,famous,A,A1,"MiP, МН",1,известно,Neut.Sing,Это здание известно во всём мире.,This building is famous worldwide.,_,люди,
известный,164,famous,A,A1,"MiP, МН",2,известных,Gen.Plur,Здесь много известных людей. ,There are many famous people here.,_,люди,
известный,165,famous,A,A1,"MiP, МН",3,известные,Nom.Plur,Известные актёры приняли участие в благотворительном марафоне. ,Famous actors took part in a charity marathon.,_,люди,
нога,166,foot,N.Fem.Inan,A1,"MiP, МН",1,ноги,Acc.Plur,Впереди яма! Смотри под ноги!,There's a gap! Mind your feet!,_,"люди, здоровье",
нога,167,foot,N.Fem.Inan,A1,"MiP, МН",2,ногами,Ins.Plur,"В футбол играют ногами, а в баскетбол — руками.","Football is played with the feet, basketball is played with the hands.",_,"люди, здоровье",
нога,168,foot,N.Fem.Inan,A1,"MiP, МН",3,ногу,Acc.Sing,Она упала и сломала правую ногу.,She fell and broke her right leg.,_,"люди, здоровье",
делать,169,do,V,A1,"Golosa, MiP, LM, МН",1,делать,Imperf.Inf,"Что делать, если болит зуб?",What should you do if you have a toothache?,_,"свободное время, учёба/работа",
делать,170,do,V,A1,"Golosa, MiP, LM, МН",2,делает,Imperf.Sing.3,Он целыми днями сидит дома и ничего не делает!,All day long he just sits at home doing nothing!,_,"свободное время, учёба/работа",
делать,171,do,V,A1,"Golosa, MiP, LM, МН",3,делают,Imperf.Plur.3,"Из молока делают сметану, масло, йогурт и творог.","Sour cream, butter, yoghurt and cottage cheese are made from milk.",_,"свободное время, учёба/работа",
думать,172,think,V,A1,"Golosa, MiP, LM, МН",1,думаю,Imperf.Sing.1,"Я не думаю, что это хорошая идея.",I don’t think it’s a good idea.,_,"внутренний мир, учёба/работа",
думать,173,think,V,A1,"Golosa, MiP, LM, МН",2,думал,Imperf.Masc.Sing.Past,"Когда Вася был маленьким, он думал, что столица США — Нью-Йорк.",When Vasya was little he used to think that New York is the capital of the USA.,_,"внутренний мир, учёба/работа",
думать,174,think,V,A1,"Golosa, MiP, LM, МН",3,думать,Imperf.Inf,"Я не хочу сейчас об этом думать, я хочу спать!","I don't want to think about it now, I want to sleep!",_,"внутренний мир, учёба/работа",
образование,175,education,N.Neut.Inan,A1,"Golosa, MiP, МН",1,образования,Gen.Sing,Маша работает в Министерстве образования.,Masha works in the ministry of education.,_,учёба/работа,
образование,176,education,N.Neut.Inan,A1,"Golosa, MiP, МН",2,образование,Acc.Sing,Я получила высшее образование в Москве. А вы?,I got my higher education in Moscow. And you?,_,учёба/работа,
образование,177,education,N.Neut.Inan,A1,"Golosa, MiP, МН",3,образованием,Ins.Sing,Кем можно работать с образованием философа?,What job can you get with a degree in philosophy?,_,учёба/работа,
семья,178,family,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,семьи,Gen.Sing,Это вам подарок от нашей семьи.,This is a gift to you from our family.,_,люди,
семья,179,family,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,семье,Loc.Sing,Он родился в большой семье.,He was born into a big family.,_,люди,
семья,180,family,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,семья,Nom.Sing,"Наша семья не очень большая: мама, папа, моя сестра и я.","Our family is not very big: mom, dad, my sister and me.",_,люди,
качество,181,quality,N.Neut.Inan,A1,"Golosa, MiP, МН",1,качестве,Loc.Sing,Эти фотографии можно повесить на стену в качестве украшения.,You can put these photos on the wall as a decoration.,_,"мера, описание",
качество,182,quality,N.Neut.Inan,A1,"Golosa, MiP, МН",2,качества,Gen.Sing,"Я купила дорогие кроссовки, но они оказались плохого качества.",I bought expensive sneakers but they turned out to be of bad quality.,_,"мера, описание",
качество,183,quality,N.Neut.Inan,A1,"Golosa, MiP, МН",3,качество,Nom.Sing,Честность — моё любимое качество в людях.,Honesty is my favorite quality in people.,_,"мера, описание",
рубль,184,rouble,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,рублей,Gen.Plur,Молоко стоит пятьдесят рублей.,Milk costs 50 roubles.,_,"мера, учёба/работа",
рубль,185,rouble,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,рубля,Gen.Sing,Цена этого хлеба — сорок четыре рубля.,The price of this bread is 44 roubles.,_,"мера, учёба/работа",
рубль,186,rouble,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,рубль,Nom.Sing,Билет на автобус стоит сорок один рубль.,The bus ticket costs 41 roubles.,_,"мера, учёба/работа",
ездить,187,ride,V,A1,"Golosa, MiP, МН, Кс",1,ездил,Imperf.Masc.Sing.Past,На прошлой неделе он ездил в Санкт-Петербург.,Last week he went to Saint Petersburg.,_,путешествие,
ездить,188,ride,V,A1,"Golosa, MiP, МН, Кс",2,ездить,Imperf.Inf,Мне нравится ездить на поезде.,I like traveling by train.,_,путешествие,
ездить,189,ride,V,A1,"Golosa, MiP, МН, Кс",3,ездили,Imperf.Plur.Past,В прошлом году мы ездили во Францию.,Last year we went to France.,_,путешествие,
квартира,190,apartment,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,квартире,Loc.Sing,В моей квартире три комнаты.,There are 3 rooms in my apartment.,_,"люди, жильё",
квартира,191,apartment,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,квартиру,Acc.Sing,Я ищу квартиру в центре Москвы.,I am looking for an apartment in the centre of Moscow.,_,"люди, жильё",
квартира,192,apartment,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,квартира,Nom.Sing,"Моя квартира маленькая, но уютная.",My apartment is small but cozy.,_,"люди, жильё",
век,193,century,N.Masc.Inan,A1,"MiP, МН, Поехали",1,века,Gen.Sing,Это здание восемнадцатого века.,This building is from the 18th century.,_,"мера, время",
век,194,century,N.Masc.Inan,A1,"MiP, МН, Поехали",2,веке,Loc.Sing,Толстой родился в девятнадцатом веке. ,Tolstoy was born in the 19th century.,_,"мера, время",
век,195,century,N.Masc.Inan,A1,"MiP, МН, Поехали",3,веков,Gen.Plur,В течение многих веков люди жили без электричества.,For many centuries people lived without electricity.,_,"мера, время",
страница,196,page,N.Fem.Inan,A1,"MiP, МН",1,страница,Nom.Sing,Первая страница в этой книге — пустая.,The first page of this book is blank.,_,"мера, учёба/работа",
страница,197,page,N.Fem.Inan,A1,"MiP, МН",2,страниц,Gen.Plur,В этой книге двести страниц.,There are 200 pages in this book.,_,"мера, учёба/работа",
страница,198,page,N.Fem.Inan,A1,"MiP, МН",3,страницах,Loc.Plur,На последних страницах журнала напечатана моя статья.,My article is printed on the last pages of the journal.,_,"мера, учёба/работа",
ехать,199,ride,V,A1,"Golosa, MiP, LM, МН, Кс",1,ехать,Imperf.Inf,"Уже поздно, нам пора ехать домой!","It’s late, time for us to go home!",_,путешествие,
ехать,200,ride,V,A1,"Golosa, MiP, LM, МН, Кс",2,едет,Imperf.Sing.3,Мальчик едет на велосипеде.,The boy is riding a bike.,_,путешествие,
ехать,201,ride,V,A1,"Golosa, MiP, LM, МН, Кс",3,едем,Imperf.Plur.1,Через неделю мы едем в Турцию.,In a week we’re going to Turkey.,_,путешествие,
ждать,202,wait,V,A1,"MiP, LM, МН",1,ждёт,Imperf.Sing.3,Меня ждёт дома мама.,Mom is waiting for me at home.,_,"люди, время",
ждать,203,wait,V,A1,"MiP, LM, МН",2,ждать,Imperf.Inf,Я буду ждать тебя у метро.,I will wait for you next to the metro station.,_,"люди, время",
ждать,204,wait,V,A1,"MiP, LM, МН",3,ждали,Imperf.Plur.Past,Мы долго ждали автобус на остановке.,We were waiting for the bus at the bus stop for a long time.,_,"люди, время",
класс,205,class,N.Masc.Inan,A1,"Golosa, MiP, МН",1,класса,Gen.Sing,Мы дружим с первого класса.,We have been friends since first grade.,_,"люди, учёба/работа",
класс,206,class,N.Masc.Inan,A1,"Golosa, MiP, МН",2,класс,Nom.Sing,Сегодня наш класс идёт на экскурсию в музей!,Our class is going on a field trip to a museum today!,_,"люди, учёба/работа",
класс,207,class,N.Masc.Inan,A1,"Golosa, MiP, МН",3,классе,Loc.Sing,В нашем классе двадцать восемь человек.,There are 28 people in our class.,_,"люди, учёба/работа",
свет,208,"light, world",N.Masc.Inan,A1,МН,1,света,Gen.Sing,Пирамиды в Гизе — одно из семи чудес света.,Pyramids in Giza are one of the Seven Wonders of the world.,_,"люди, путешествие",
свет,209,"light, world",N.Masc.Inan,A1,МН,2,свете,Loc.Sing,У меня лучшая мама на свете!,I have the best mom on Earth!,_,"люди, путешествие",
свет,210,"light, world",N.Masc.Inan,A1,МН,3,свет,Nom.Sing,Свет Солнца доходит до Земли за восемь минут девятнадцать секунд.,Solar light reaches Earth in 8 minutes and 19 seconds.,_,"люди, путешествие",
желать,211,wish,V,A1,"LM, МН",1,желаю,Imperf.Sing.1,Я желаю вам счастья и любви!,I wish you happiness and love!,_,внутренний мир,
желать,212,wish,V,A1,"LM, МН",2,желает,Imperf.Sing.3,"Мы говорили ему пойти к врачу, но он не желает ничего слышать!","We told him to see doctor, but he doesn’t want to listen.",_,внутренний мир,
желать,213,wish,V,A1,"LM, МН",3,желая,Imperf.Gerund,"Он поднялся на двадцатый этаж, желая увидеть фейерверк. ",He went to the 20th floor hoping to see the fireworks.,_,внутренний мир,
ответ,214,answer,N.Masc.Inan,A1,МН,1,ответ,Acc.Sing,Я написала им письмо и теперь жду ответ.,I wrote them a letter and am now waiting for a response.,_,люди,
ответ,215,answer,N.Masc.Inan,A1,МН,2,ответов,Gen.Plur,"Я задал много вопросов, но не получил на них ответов.",I asked many questions but didn’t get answers.,_,люди,
ответ,216,answer,N.Masc.Inan,A1,МН,3,ответа,Gen.Sing,Он оставил мой вопрос без ответа.,He left my question unanswered.,_,люди,
разный,217,different,A,A1,МН,1,разных,Gen.Plur,К нам приехали друзья из разных стран.,Friends from different countries came to see us.,_,мера,
разный,218,different,A,A1,МН,2,разные,Nom.Plur,Все разные — все равные.,Everybody is different — everybody is equal.,_,мера,
разный,219,different,A,A1,МН,3,разными,Ins.Plur,"Мы женаты, но живём под разными фамилиями.",We are married but live under different surnames.,_,мера,
жить,220,live,V,A1,"Golosa, MiP, LM, МН",1,жить,Imperf.Inf,Я хочу жить во Франции.,I want to live in France.,_,"время, люди",
жить,221,live,V,A1,"Golosa, MiP, LM, МН",2,живёт,Imperf.Sing.3,Он живёт в Лондоне.,He lives in London.,_,"время, люди",
жить,222,live,V,A1,"Golosa, MiP, LM, МН",3,жили,Imperf.Plur.Past,Раньше мы жили в Санкт-Петербурге.,We used to live in Saint Petersburg.,_,"время, люди",
интересный,223,interesting,A,A1,"Golosa, MiP, LM, МН",1,интересно,Adverb,С тобой интересно разговаривать.,It's interesting to talk to you.,_,описание,
интересный,224,interesting,A,A1,"Golosa, MiP, LM, МН",2,интересная,Nom.Fem.Sing,Какая у тебя интересная жизнь!,What an interesting life you have!,_,описание,
интересный,225,interesting,A,A1,"Golosa, MiP, LM, МН",3,интересное,Nom.Neut.Sing,Это интересное предложение. Я подумаю и перезвоню вам.,It’s an interesting suggestion. I’ll think about it and call you back.,_,описание,
завтракать,226,have breakfast,V,A1,"Golosa, MiP, LM, МН",1,завтракать,Imperf.Inf,Я люблю завтракать дома с семьей.,I like to have breakfast at home with my family.,_,еда,
завтракать,227,have breakfast,V,A1,"Golosa, MiP, LM, МН",2,завтракал,Imperf.Masc.Sing.Past,Во Франции я каждый день завтракал круассанами.,In France I ate croissants for breakfast every day.,_,еда,
завтракать,228,have breakfast,V,A1,"Golosa, MiP, LM, МН",3,завтракали,Imperf.Plur.Past,"Одиннадцать утра, а мы ещё не завтракали! Пойдём скорее есть!",It’s 11 AM and we haven’t had breakfast yet! Let’s go eat!,_,еда,
месяц,229,month,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,месяц,Acc.Sing,Через месяц мы поедем на море.,In one month we’ll travel to the seaside.,_,"мера, время",
месяц,230,month,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,месяца,Gen.Sing,Я ничего не слышала от него уже три месяца. С ним всё в порядке?,I haven’t heard anything from him in 3 months. Is he all right?,_,"мера, время",
месяц,231,month,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,месяцев,Gen.Plur,Я работаю в этой компании уже десять месяцев.,I’ve been working for this company for 10 months already.,_,"мера, время",
следующий,232,next,A,A1,"MiP, LM, МН",1,следующий,Inan.Acc.Masc.Sing,В следующий раз не забудь взять с собой паспорт!,Don’t forget to take your passport with you next time!,_,"мера, время",
следующий,233,next,A,A1,"MiP, LM, МН",2,следующим,Ins.Masc.Sing,Следующим летом мы полетим в Италию.,Next summer we fly to Italy.,_,"мера, время",
следующий,234,next,A,A1,"MiP, LM, МН",3,следующем,Loc.Masc.Sing,В следующем году мне будет тридцать лет.,I will be 30 next year.,_,"мера, время",
звонить,235,call,V,A1,"MiP, LM, МН",1,звонил,Imperf.Masc.Sing.Past,"Пока вас не было, у вас звонил телефон.",Your phone was ringing while you were away.,_,"люди, общение",
звонить,236,call,V,A1,"MiP, LM, МН",2,звонить,Imperf.Inf,"Как хорошо, что вы пришли. Я уже собирался вам звонить.",So good that you came. I was just about to call you.,_,"люди, общение",
звонить,237,call,V,A1,"MiP, LM, МН",3,звонит,Imperf.Sing.3,"Он обещал позвонить сегодня, но почему-то не звонит.",He promised to call today but hasn’t called for some unknown reason.,_,"люди, общение",
минута,238,minute,N.Fem.Inan,A1,"MiP, LM, МН",1,минут,Gen.Plur,Спектакль начнётся через пять минут.,The show starts in 5 minutes.,_,"мера, время",
минута,239,minute,N.Fem.Inan,A1,"MiP, LM, МН",2,минуту,Acc.Sing,Дайте мне минуту! Я всё объясню.,Give me a minute! I’ll explain everything.,_,"мера, время",
минута,240,minute,N.Fem.Inan,A1,"MiP, LM, МН",3,минуты,Gen.Sing,Она придёт через три минуты.,She will come in 3 minutes.,_,"мера, время",
вечер,241,evening,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,вечером,Ins.Sing,Пойдём в кино сегодня вечером?,Shall we go to the movie theater tonight?,_,"мера, время",
вечер,242,evening,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,вечера,Gen.Sing,Давайте подождём до вечера и потом будем звонить ему.,Let's wait until evening and then we’ll call him.,_,"мера, время",
вечер,243,evening,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,вечер,Acc.Sing,У нас большие планы на сегодняшний вечер!,We have big plans for this evening!,_,"мера, время",
имя,244,name,N.Neut.Inan,A1,"Golosa, MiP, МН",1,имя,Acc.Sing,"Назовите, пожалуйста, Ваше имя!",Tell me your name please!,_,люди,
имя,245,name,N.Neut.Inan,A1,"Golosa, MiP, МН",2,имени,Gen.Sing,"Уважаемые пассажиры, от имени нашей авиакомпании желаю вам приятного полёта!","Dear passengers, on behalf of our company I wish you a pleasant flight!",_,люди,
имя,246,name,N.Neut.Inan,A1,"Golosa, MiP, МН",3,именем,Ins.Sing,"Никто не знает, какой художник скрывается под именем Бэнкси.",Nobody knows the artist who is hiding behind the name of Banksy.,_,люди,
молодой,247,young,A,A1,"Golosa, MiP, LM, МН",1,молодой,Nom.Masc.Sing,Этот молодой человек хочет стать музыкантом.,This young man wants to become a musician,_,"люди, мера, время",
молодой,248,young,A,A1,"Golosa, MiP, LM, МН",2,молодых,Gen.Plur,В этой школе много молодых учёных.,There are many young scientists at this school.,_,"люди, мера, время",
молодой,249,young,A,A1,"Golosa, MiP, LM, МН",3,молодые,Nom.Plur,Молодые учёные собрались на конференцию в Милане.,Young scientists gathered for the conference in Milan.,_,"люди, мера, время",
здравствовать,250,be well,V,A1,МН,1,здравствуйте,Imperf.Imper.Plur.2,"Здравствуйте, уважаемые участники конференции!","Hello, dear conference participants!",_,"люди, общение",
здравствовать,251,be well,V,A1,МН,2,здравствует,Imperf.Sing.3,Да здравствует свобода!,Long live freedom!,_,"люди, общение",
здравствовать,252,be well,V,A1,МН,3,здравствуй,Imperf.Imper.Sing.2,"Здравствуй, Катя! Давно не виделись! Как твои дела?","Hi, Katya! Long time no see! How are you?",_,"люди, общение",
событие,253,event,N.Neut.Inan,A1,МН,1,событий,Gen.Plur,Мы будем следить за развитием событий.,We’ll keep on watching the development of events.,_,"люди, время",
событие,254,event,N.Neut.Inan,A1,МН,2,события,Nom.Plur,Эти события изменили нашу жизнь.,These events changed our life.,_,"люди, время",
событие,255,event,N.Neut.Inan,A1,МН,3,событие,Nom.Sing,Полёт человека в космос— большое событие для всего мира.,Human flight into outer space is a big event for the whole world.,_,"люди, время",
знать,256,know,V,A1,"Golosa, MiP, LM, МН",1,знаю,Imperf.Sing.1,Я не знаю этого человека.,I don't know that person.,_,"внутренний мир, учёба/работа",
знать,257,know,V,A1,"Golosa, MiP, LM, МН",2,знаете,Imperf.Plur.2,"Знаете ли вы, что Луна — спутник Земли?",Did you know that the Moon is a satellite of the Earth?,_,"внутренний мир, учёба/работа",
знать,258,know,V,A1,"Golosa, MiP, LM, МН",3,знает,Imperf.Sing.3,Он много знает об истории России.,He knows a lot about Russian history.,_,"внутренний мир, учёба/работа",
ночь,259,night,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,ночь,Acc.Sing,Мы были в клубе всю ночь.,We were in the club the whole night.,_,"мера, время",
ночь,260,night,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,ночью,Ins.Sing,За полярным кругом ночью можно увидеть северное сияние.,It's possible to see the northern lights at night above the polar circle.,_,"мера, время",
ночь,261,night,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,ночи,Gen.Sing,Наш самолёт улетает в два часа ночи.,Our flight departs at 2 AM.,_,"мера, время",
машина,262,car,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,машину,Acc.Sing,"Садись в машину, нам пора ехать!","Get inside the car, it’s time to go!",_,"люди, путешествие",
машина,263,car,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,машины,Gen.Sing,За городом трудно жить без машины.,It's difficult to live outside the city without a car.,_,"люди, путешествие",
машина,264,car,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,машина,Nom.Sing,"У меня сломалась машина, нужно везти её в ремонт.","My car broke down, I need to take it in for service.",_,"люди, путешествие",
играть,265,play,V,A1,"Golosa, MiP, LM, МН",1,играть,Imperf.Inf,Я не умею играть в баскетбол.,I don't know how to play basketball.,_,"люди, свободное время",
играть,266,play,V,A1,"Golosa, MiP, LM, МН",2,играет,Imperf.Sing.3,Мой брат играет на гитаре.,My brother plays the guitar.,_,"люди, свободное время",
играть,267,play,V,A1,"Golosa, MiP, LM, МН",3,играл,Imperf.Masc.Sing.Past,Он очень хорошо играл на скрипке.,He played the violin very well.,_,"люди, свободное время",
идти,268,go,V,A1,"Golosa, MiP, LM, МН, Кс",1,идёт,Imperf.Sing.3,В сентябре моя дочка идёт в школу.,My daughter starts school in September.,_,"люди, свободное время, погода",
идти,269,go,V,A1,"Golosa, MiP, LM, МН, Кс",2,идти,Imperf.Inf,Я устала и не могу идти дальше.,I am tired and can’t walk further.,_,"люди, свободное время, погода",
идти,270,go,V,A1,"Golosa, MiP, LM, МН, Кс",3,шёл,Imperf.Masc.Sing.Past,Вчера весь день шёл дождь.,It was raining the whole day yesterday.,_,"люди, свободное время, погода",
мать,271,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,мать,Nom.Sing,Его мать — очень сильная женщина.,His mother is a very strong woman.,_,люди,
мать,272,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,матери,Gen.Sing,В России обычно не празднуют День матери.,People don’t usually celebrate Mother’s day in Russia.,_,люди,
мать,273,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,матерью,Ins.Sing,Он не разговаривает со своей матерью.,He doesn't talk to his mother.,_,люди,
стол,274,table ,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,столом,Ins.Sing,"Люблю, когда вся семья собирается за столом.",I like it when the whole family gathers around the table.,_,"еда, учёба/работа, жильё",
стол,275,table ,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,стол,Acc.Sing,"Ужин готов, садитесь за стол!","Dinner is ready, sit down at the table!",_,"еда, учёба/работа, жильё",
стол,276,table ,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,стола,Gen.Sing,"Пора было выходить из-за стола, но у меня не было сил.",It was time to leave the table but I didn’t have energy.,_,"еда, учёба/работа, жильё",
цена,277,price,N.Fem.Inan,A1,"MiP, LM, МН",1,цена,Nom.Sing,"Мне нравится это платье, но его цена слишком высокая.",I like this dress but the price is too high.,_,мера,
цена,278,price,N.Fem.Inan,A1,"MiP, LM, МН",2,цены,Nom.Plur,Цены в нашем магазине — самые низкие в городе.,The prices in our shop are the lowest in town.,_,мера,
цена,279,price,N.Fem.Inan,A1,"MiP, LM, МН",3,цен,Gen.Plur,Мы были в шоке от цен на новые айфоны.,We were shocked by the prices for new iPhones.,_,мера,
кончать,280,finish,V,A1,МН,1,кончает,Sing.3.Pres/Fut,,,_,"мера, время",verb removed because it is rare
кончать,281,finish,V,A1,МН,2,кончая,Pres/Fut,,,_,"мера, время",verb removed because it is rare
кончать,282,finish,V,A1,МН,3,кончали,Plur.Past,,,_,"мера, время",verb removed because it is rare
маленький,283,small,A,A1,"Golosa, MiP, LM, МН",1,маленький,Nom.Masc.Sing,Этот маленький мальчик — мой брат.,This little boy is my brother.,_,мера,
маленький,284,small,A,A1,"Golosa, MiP, LM, МН",2,меньше,Comparative,Луна меньше Земли.,The Moon is smaller than the Earth.,_,мера,
маленький,285,small,A,A1,"Golosa, MiP, LM, МН",3,маленькая,Nom.Fem.Sing,Эта маленькая девочка — моя сестра.,This little girl is my sister.,_,мера,
дверь,286,door,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,дверь,Acc.Sing,"Я услышал, как в дверь кто-то постучал.",I heard someone knock on the door.,_,жильё,
дверь,287,door,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,двери,Gen.Sing,Я стою у двери и жду тебя.,I am standing by the door waiting for you.,_,жильё,
дверь,288,door,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,дверью,Ins.Sing,"За дверью стоял человек, но я не видел его лица.","There was someone behind the door, but I couldn’t see their face.",_,жильё,
мама,289,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",1,мама,Nom.Sing,Кем работает твоя мама?,What job does your mom have?,_,люди,
мама,290,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",2,мамы,Gen.Sing,У моей мамы очень красивые глаза.,My mom has very beautiful eyes.,_,люди,
мама,291,mother,N.Fem.Anim,A1,"Golosa, MiP, LM, МН",3,маме,Dat.Sing,Только не рассказывайте это моей маме!,Please don’t tell that to my mom!,_,люди,
центр,292,center,N.Masc.Inan,A1,"MiP, LM, МН",1,центре,Loc.Sing,Давай встретимся в центре в восемь?,Let's meet in the city center at eight o’clock?,_,путешествие,
центр,293,center,N.Masc.Inan,A1,"MiP, LM, МН",2,центра,Gen.Sing,Вечером так сложно выехать из центра — пробки!,It's so difficult to drive from the city centre in the evening — so much traffic!,_,путешествие,
центр,294,center,N.Masc.Inan,A1,"MiP, LM, МН",3,центр,Nom.Sing,Исторический центр города сохранился с XV века.,The historical centre of the city has been preserved since the 15th century.,_,путешествие,
игра,295,game,N.Fem.Inan,A1,"Golosa, MiP, МН",1,игры,Gen.Sing,Ты знаешь правила этой игры?,Do you know the rules of this game?,_,"люди, свободное время",
игра,296,game,N.Fem.Inan,A1,"Golosa, MiP, МН",2,игра,Nom.Sing,Что наша жизнь? Игра!,What is our life? A game!,_,"люди, свободное время",
игра,297,game,N.Fem.Inan,A1,"Golosa, MiP, МН",3,игру,Acc.Sing,Кто-нибудь сыграет со мной в игру?,Will someone play this game with me?,_,"люди, свободное время",
банк,298,bank,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,банков,Gen.Plur,Во время экономического кризиса люди стали забирать свои деньги из банков.,During the economic crisis people started to take their money out of the banks.,_,учёба/работа,
банк,299,bank,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,банка,Gen.Sing,Мне позвонили из банка — документы готовы!,I got a call from the bank — the documents are ready!,_,учёба/работа,
банк,300,bank,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,банки,Nom.Plur,Банки сегодня не работают.,The banks are closed today.,_,учёба/работа,
улица,301,street,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,улице,Loc.Sing,"На улице холодно, одевайся теплее.","It's cold outside, dress warmly.",_,"путешествие, жильё",
улица,302,street,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,улицу,Acc.Sing,"Я не хочу выходить на улицу, там дождь!","I don't want to go outside, it’s raining!",_,"путешествие, жильё",
улица,303,street,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,улицы,Gen.Sing,На другой стороне улицы наш дом.,Our house is on the other side of the street.,_,"путешествие, жильё",
статья,304,article,N.Fem.Inan,A1,"Golosa, MiP, МН",1,статье,Loc.Sing,В этой статье пишут о российской экономике. Надо почитать.,They write about the Russian economy in this article. I need to read it.,_,учёба/работа,
статья,305,article,N.Fem.Inan,A1,"Golosa, MiP, МН",2,статья,Nom.Sing,Эта статья мне не нравится.,I don't like this article.,_,учёба/работа,
статья,306,article,N.Fem.Inan,A1,"Golosa, MiP, МН",3,статьи,Gen.Sing,"Я ничего не понял из статьи по физике. Объясни мне, пожалуйста!","I didn’t understand anything from that article on physics. Could you explain it to me, please?",_,учёба/работа,
окно,307,window,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,окна,Gen.Sing,Он смотрел на нас из окна.,He was watching us from the window.,_,жильё,
окно,308,window,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,окно,Acc.Sing,Я люблю смотреть в окно по вечерам.,I like to stare out the window in the evening.,_,жильё,
окно,309,window,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,окном,Ins.Sing,"За окном зима, а дома тепло и уютно.","It's winter outside, but inside the house it’s warm and cozy.",_,жильё,
продукт,310,product,N.Masc.Inan,A1,"LM, МН",1,продуктов,Gen.Plur,Я составил список продуктов на неделю.,I made a grocery list for the week.,_,"еда, магазин",
продукт,311,product,N.Masc.Inan,A1,"LM, МН",2,продукта,Gen.Sing,У нового продукта компании много достоинств.,The company's new product has many advantages.,_,"еда, магазин",
продукт,312,product,N.Masc.Inan,A1,"LM, МН",3,продукты,Nom.Plur,Мои любимые продукты — творог и сметана.,My favorite food items are cottage cheese and sour cream.,_,"еда, магазин",
утро,313,morning,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,утра,Gen.Sing,Я ничего не ел с утра.,I haven't eaten anything since this morning.,_,"мера, время",
