Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
волос,1565,hair,N.Masc.Inan,A2,LM,2,волос,Gen.Plur,Я забыла купить новую краску для волос.,She forgot to buy a new hair dye.,_,"люди, описание",
волос,1566,hair,N.Masc.Inan,A2,LM,3,волосами,Ins.Plur,Я всегда хожу с распущенными волосами.,I always have my hair loose.,_,"люди, описание",
восток,1567,East,N.Masc.Inan,A2,"Golosa, LM, МН",1,востока,Gen.Sing,Они приплыли с востока и хотели продолжать путь на юг.,They came from the East by boat and wanted to continue their way to the South.,_,"путешествие, политика",
восток,1568,East,N.Masc.Inan,A2,"Golosa, LM, МН",2,востоке,Loc.Sing,Археологи нашли новые части терракотовой армии на востоке Китая.,Archaeologists found new parts of the Terracotta army in eastern China.,_,"путешествие, политика",
восток,1569,East,N.Masc.Inan,A2,"Golosa, LM, МН",3,восток,Nom.Sing,"Если стоять лицом к северу, восток будет справа.","If you’re facing North, the East is to the right.",_,"путешествие, политика",
восточный,1570,eastern,A,A2,"LM, МН",1,восточных,Gen.Plur,Он преподаёт в Институте восточных языков.,He's a professor in the Institute of oriental languages.,_,"описание, погода",
восточный,1571,eastern,A,A2,"LM, МН",2,восточные,Nom.Plur,Восточные сладости — мой любимый десерт.,Middle eastern pastries are my favorite dessert.,_,"описание, погода",
восточный,1572,eastern,A,A2,"LM, МН",3,восточной,Gen.Fem.Sing,Я никогда не был в странах Восточной Европы.,I’ve never been to the Eastern European countries.,_,"описание, погода",
враг,1573,enemy,N.Masc.Anim,A2,LM,1,враг,Nom.Sing,Враг моего врага — мой друг.,The enemy of my enemy is my friend.,_,"люди, политика",
враг,1574,enemy,N.Masc.Anim,A2,LM,2,врага,Gen.Sing,Врага надо знать в лицо.,You should know your enemy in person.,_,"люди, политика",
враг,1575,enemy,N.Masc.Anim,A2,LM,3,враги,Nom.Plur,Враги подкрались незаметно и напали ночью.,Enemies snuck up on us and attacked at night.,_,"люди, политика",
вспоминать,1576,remember,V,A2,LM,1,вспоминать,Imperf.Inf,Я не люблю вспоминать своё детство. Оно было очень тяжёлым.,I don't like to think about my childhood. It was very tough time.,_,внутренний мир,
вспоминать,1577,remember,V,A2,LM,2,вспоминаю,Imperf.Sing.1,Я часто вспоминаю нашу поездку в Диснейленд.,I often recall our trip to Disneyland.,_,внутренний мир,
вспоминать,1578,remember,V,A2,LM,3,вспоминает,Imperf.Sing.3,Не мешайте ему! Он вспоминает пароль от карточки.,Don't distract him! He’s trying to remember the PIN code for his credit card.,_,внутренний мир,
вспомнить,1579,remember,V,A2,LM,1,вспомнить,Perf.Inf,Я не могу вспомнить его имя.,I can't remember his name.,_,внутренний мир,
вспомнить,1580,remember,V,A2,LM,2,вспомнил,Perf.Masc.Sing.Past,"Он вспомнил, что не выключил утюг.",He just realized that he didn’t turn off the iron.,_,внутренний мир,
вспомнить,1581,remember,V,A2,LM,3,вспомнили,Perf.Plur.Past,"Они вспомнили, что не купили торт.",They just realized that they didn’t buy a cake.,_,внутренний мир,
вставать,1582,get up,V,A2,"Golosa, MiP, LM, МН",1,встаёт,Imperf.Sing.3,Он встаёт очень рано: в шесть или в семь утра.,He wakes up very early: at 6 or at 7 AM.,_,"люди, учёба/работа",
вставать,1583,get up,V,A2,"Golosa, MiP, LM, МН",2,вставать,Imperf.Inf,Летом я привыкла вставать поздно.,In the summer I got used to waking up late.,_,"люди, учёба/работа",
вставать,1584,get up,V,A2,"Golosa, MiP, LM, МН",3,вставала,Imperf.Fem.Sing.Past,По выходным она вставала в девять утра и спокойно завтракала.,On weekends she woke up at 9 and had a leisurely breakfast.,_,"люди, учёба/работа",
встреча,1585,meeting,N.Fem.Inan,A2,LM,1,встречи,Gen.Sing,"С вами очень хорошо, но мне пора на работу. До встречи!",It's great being with you but I have to go to work. See you!,_,"люди, общение",
встреча,1586,meeting,N.Fem.Inan,A2,LM,2,встреча,Nom.Sing,Эта встреча изменила всю его жизнь.,That encounter changed his whole life.,_,"люди, общение",
встреча,1587,meeting,N.Fem.Inan,A2,LM,3,встреч,Gen.Plur,"До скорых встреч, дорогие зрители!","Till we meet again soon, dear viewers!",_,"люди, общение",
встречаться,1588,meet,V,A2,"Golosa, LM",1,встречаются,Imperf.Plur.3,"В пятницу они встречаются с директором, чтобы обсудить договор.",They have a meeting with the director on Friday to discuss the agreement.,_,"люди, общение",
встречаться,1589,meet,V,A2,"Golosa, LM",2,встречается,Imperf.Sing.3,"Ты не знаешь, она встречается сейчас с кем-нибудь?",Do you know if she’s dating somebody?,_,"люди, общение",
встречаться,1590,meet,V,A2,"Golosa, LM",3,встречались,Imperf.Plur.Past,"Они встречались год, но потом расстались.",They were dating for a year but then broke up.,_,"люди, общение",
второй,1591,second,A,A2,"Golosa, MiP, LM",1,второй,Nom.Masc.Sing,Второй этаж библиотеки сейчас на ремонте.,The second floor of the library is now under renovation.,_,мера,
второй,1592,second,A,A2,"Golosa, MiP, LM",2,вторая,Nom.Fem.Sing,"Одна половина пациентов получала вакцину, а вторая — плацебо.","Half of the patients got the vaccine, while the other half only got a placebo.",_,мера,
второй,1593,second,A,A2,"Golosa, MiP, LM",3,втором,Loc.Masc.Sing,Кабинет директора находится на втором этаже.,The director’s office is on the second floor.,_,мера,
входить,1594,enter,V,A2,"Golosa, MiP, LM",1,входит,Imperf.Sing.3,Он входит в комнату и видит письмо на столе.,He enters the room and sees a letter on the table.,_,люди,
входить,1595,enter,V,A2,"Golosa, MiP, LM",2,входят,Imperf.Plur.3,"Они входят в зрительный зал последними, и все смотрят на них.",They are the last ones coming into the theater and everybody is watching them.,_,люди,
входить,1596,enter,V,A2,"Golosa, MiP, LM",3,входил,Imperf.Masc.Sing.Past,В 2005 году он входил в совет директоров компании.,In 2005 he was a member of the board of Directors of the company.,_,люди,
вчерашний,1597,yesterday’s,A,A2,LM,1,вчерашнего,Gen.Neut.Sing,Мы со вчерашнего дня ничего не ели.,We haven’t eaten anything since yesterday.,_,время,
вчерашний,1598,yesterday’s,A,A2,LM,2,вчерашней,Gen.Fem.Sing,Мне стало грустно после вчерашней встречи со старыми друзьями.,I became sad after yesterday’s meeting with my old friends.,_,время,
вчерашний,1599,yesterday’s,A,A2,LM,3,вчерашних,Gen.Plur,Я в шоке от вчерашних событий.,I was shocked by the events of yesterday.,_,время,
выбирать,1600,choose,V,A2,LM,1,выбирать,Imperf.Inf,В следующем году мы будем выбирать президента.,We will be elect the president next year.,_,"люди, магазин",
выбирать,1601,choose,V,A2,LM,2,выбирает,Imperf.Sing.3,Он уже три часа выбирает себе пальто.,He's been trying to choose a coat for himself for 3 hours already.,_,"люди, магазин",
выбирать,1602,choose,V,A2,LM,3,выбирая,Imperf.Gerund,"Мы просидели всю ночь, выбирая маршрут для нового путешествия.",We spent the whole night trying to choose the route for our new trip.,_,"люди, магазин",
выйти,1603,walk out,V,A2,MiP,1,вышел,Perf.Masc.Sing.Past,"Он вышел из дома, но вспомнил, что забыл кошелёк.",He went outside and then remembered that he had forgotten his wallet.,_,люди,
выйти,1604,walk out,V,A2,MiP,2,вышла,Perf.Fem.Sing.Past,Она вышла из дома слишком поздно и опоздала на работу.,She left her house too late and was late to work.,_,люди,
выйти,1605,walk out,V,A2,MiP,3,выйти,Perf.Inf,Она мечтала выйти за него замуж.,She dreamed of marrying him.,_,люди,
выступать,1606,perform,V,A2,"Golosa, LM",1,выступает,Imperf.Sing.3,Сегодня на нашей сцене выступает солист Большого театра.,Tonight a soloist from the Bolshoy theatre is performing on our stage.,_,"люди, политика",
выступать,1607,perform,V,A2,"Golosa, LM",2,выступать,Imperf.Inf,Я люблю выступать на сцене.,I like to perform onstage.,_,"люди, политика",
выступать,1608,perform,V,A2,"Golosa, LM",3,выступают,Imperf.Plur.3,Они всегда выступают вместе.,They always perform together.,_,"люди, политика",
выходить,1609,walk out,V,A2,"Golosa, MiP, LM",1,выходит,Imperf.Sing.3,Он не выходит из дома без телефона.,She doesn’t leave the house without her phone.,_,люди,
выходить,1610,walk out,V,A2,"Golosa, MiP, LM",2,выходят,Imperf.Plur.3,Футболисты выходят на поле вместе с детьми.,The soccer players go out into the field with the children.,_,люди,
выходить,1611,walk out,V,A2,"Golosa, MiP, LM",3,выходить,Imperf.Inf,Он не стал выходить на сцену вчера — испугался.,He decided not to go on stage yesterday — he got scared.,_,люди,
галерея,1612,gallery,N.Fem.Inan,A2,"Golosa, LM",1,галерею,Acc.Sing,В галерею современного искусства привезли работы Шагала.,Shagal’s works were delivered to the gallery of contemporary art.,_,свободное время,
галерея,1613,gallery,N.Fem.Inan,A2,"Golosa, LM",2,галерее,Loc.Sing,Сегодня в Третьяковской галерее открывается новая выставка.,A new exhibition is opening today in Tretyakov gallery.,_,свободное время,
галерея,1614,gallery,N.Fem.Inan,A2,"Golosa, LM",3,галереях,Loc.Plur,Завтра во всех московских галереях бесплатный вход.,Tomorrow there is free entrance to all Moscow galleries.,_,свободное время,
герой,1615,hero,N.Masc.Anim,A2,LM,1,герой,Nom.Sing,Кто в этой книге -- главный герой?,Who is the main character in this book?,_,"люди, политика",Too complicated!
герой,1616,hero,N.Masc.Anim,A2,LM,2,героев,Gen.Plur,Один из героев фильма умирает в конце.,One of the movie characters dies in the end.,_,"люди, политика",Too complicated!
герой,1617,hero,N.Masc.Anim,A2,LM,3,героя,Gen.Sing,Какое имя у главного героя этого фильма?,What is the name of the main character of that movie?,_,"люди, политика","Wrong form -- we need Gen. Sg, not Acc."
главный,1618,main,A,A2,"Golosa, LM",1,главный,Nom.Masc.Sing,С января в нашем журнале появится новый главный редактор.,Beginning in January our magazine is going to have a new editor in chief.,_,описание,
главный,1619,main,A,A2,"Golosa, LM",2,главным,Ins.Masc.Sing,Мой дедушка работал главным инженером на заводе.,My grandpa worked as a chief mechanic at a factory.,_,описание,
главный,1620,main,A,A2,"Golosa, LM",3,главных,Gen.Plur,Имена двух главных героев романа одинаковые — Андрей.,2 main characters in this novel have the same names — Andrey.,_,описание,"Wrong form -- we need Gen. Pl., not Acc."
глубокий,1621,deep,A,A2,LM,1,глубокой,Gen.Fem.Sing,Эти традиции сохранились с глубокой древности.,These traditions have been preserved from the ancient times.,_,"описание, мера",
глубокий,1622,deep,A,A2,LM,2,глубокая,Nom.Fem.Sing,Возле нашего дома текла быстрая и глубокая река.,There was a fast and deep river flowing next to our house.,_,"описание, мера",
глубокий,1623,deep,A,A2,LM,3,глубокого,Gen.Neut.Sing,Никогда ещё не испытывала она такого глубокого разочарования.,Never before she had such a deep disappointment.,_,"описание, мера","Wrong form -- we need NEUTER, not masc. How about this sentence instead: Никогда ещё не испытывала она такого глубокого разочарования…"
глупый,1624,stupid,A,A2,"Golosa, LM, Кс",1,глупая,Nom.Fem.Sing,Наша глупая собака всегда лает на наших друзей.,Our silly dog is always barking at our friends.,_,"описание, люди",
глупый,1625,stupid,A,A2,"Golosa, LM, Кс",2,глупый,Nom.Masc.Sing,Почему ты такой глупый? Я же сто раз это тебе объясняла.,Why are you so stupid? I explained it to you 100 times already.,_,"описание, люди",
глупый,1626,stupid,A,A2,"Golosa, LM, Кс",3,глупые,Nom.Plur,"Почему вы решили, что они глупые? Просто их мнение отличается от вашего.",Why did you decide that they are stupid? Their opinion just differs from yours.,_,"описание, люди",
голос,1627,voice,N.Masc.Inan,A2,"Golosa, LM",1,голос,Nom.Sing,Какой у неё красивый голос!,She has such a beautiful voice!,_,"люди, общение",
голос,1628,voice,N.Masc.Inan,A2,"Golosa, LM",2,голосом,Ins.Sing,Наш телевизор управляется голосом.,Our TV is controlled by voice.,_,"люди, общение",
голос,1629,voice,N.Masc.Inan,A2,"Golosa, LM",3,голосов,Gen.Plur,Вдали был слышен шум детских голосов.,There was a sound of children’s voices somewhere far away.,_,"люди, общение",
гора,1630,mountain,N.Fem.Inan,A2,"Golosa, LM",1,гору,Acc.Sing,Мы шли в гору шесть часов и очень устали.,We were hiking up the mountain for 6 hours and now we’re very tired.,_,путешествие,
гора,1631,mountain,N.Fem.Inan,A2,"Golosa, LM",2,горы,Acc.Plur,Впереди мы увидели красивые горы и решили ехать к ним.,We saw beautiful mountains in front of us and decided to drive to them.,_,путешествие,
гора,1632,mountain,N.Fem.Inan,A2,"Golosa, LM",3,гор,Gen.Plur,"Эта вода течёт с гор, потому она такая чистая.",This water comes from the mountains that’s why it’s so clean.,_,путешествие,
горький,1633,bitter,A,A2,LM,1,горько,Adverb,«Горько!» — кричали гости жениху и невесте.,Guests at the wedding were shouting «Gor’ko!» at the bride and the groom.,_,"еда, описание",
горький,1634,bitter,A,A2,LM,2,горькой,Gen.Fem.Sing,"Позже мы узнали, что его слова оказались горькой правдой.",Later we learned that his words turned out to be the bitter truth.,_,"еда, описание",
горький,1635,bitter,A,A2,LM,3,горькая,Nom.Fem.Sing,"Это был не кофе, а какая-то грязная горькая жидкость.","It wasn’t coffee, but instead some kind of dirty bitter liquid.",_,"еда, описание",
государство,1636,state,N.Neut.Inan,A2,LM,1,государства,Gen.Sing,В США глава государства может занимать свой пост максимум два срока.,"In the USA, the head of state can hold his post for a maximum of two terms.",_,политика,
государство,1637,state,N.Neut.Inan,A2,LM,2,государство,Nom.Sing,Россия — многонациональное государство.,Russia is a multinational country.,_,политика,
государство,1638,state,N.Neut.Inan,A2,LM,3,государств,Gen.Plur,Лидеры пяти государств собрались на саммит в Санкт-Петербурге.,The leaders of 5 countries gathered for the summit in Saint Petersburg.,_,политика,
готовить,1639,cook,V,A2,"Golosa, MiP, LM",1,готовят,Imperf.Plur.3,"Они редко готовят дома, потому что всё время на работе.",They rarely cook at home because they are always at work.,_,еда,
готовить,1640,cook,V,A2,"Golosa, MiP, LM",2,готовить,Imperf.Inf,Я умею готовить тирамису.,I know how to make tiramisu.,_,еда,
готовить,1641,cook,V,A2,"Golosa, MiP, LM",3,готовит,Imperf.Sing.3,"Моя бабушка готовит лучше, чем моя мама.",My grandmother cooks better than my mom.,_,еда,
градус,1642,degree,N.Masc.Inan,A2,"Golosa, MiP, LM",1,градусов,Gen.Plur,Температура в нашем городе не поднимается выше тридцати двух градусов по Цельсию.,The temperature in our city never gets higher than 32 degrees Celsius.,_,погода,
градус,1643,degree,N.Masc.Inan,A2,"Golosa, MiP, LM",2,градуса,Gen.Sing,В Москве завтра обещают двадцать три градуса и дождь.,The forecast for Moscow says tomorrow it will be +23 degrees and rain.,_,погода,
1644 deleted,,,,,,,,,,,,,
грамматика,1645,grammar,N.Fem.Inan,A2,"Golosa, LM",1,грамматики,Gen.Sing,Мы ещё не начинали этот раздел грамматики русского языка.,We haven't started that chapter of Russian grammar yet.,_,учёба/работа,
грамматика,1646,grammar,N.Fem.Inan,A2,"Golosa, LM",2,грамматику,Acc.Sing,Я хорошо знаю грамматику испанского.,I know Spanish grammar well.,_,учёба/работа,
грамматика,1647,grammar,N.Fem.Inan,A2,"Golosa, LM",3,грамматикой,Ins.Sing,"Можешь помочь мне с грамматикой китайского, пожалуйста?","Please, can you help me with Chinese grammar?",_,учёба/работа,Can this be made easier? Dat + разобраться с is hard for this level.
граница,1648,border,N.Fem.Inan,A2,LM,1,границей,Ins.Sing,Она никогда не была за границей.,She has never been abroad.,_,"путешествие, политика",
граница,1649,border,N.Fem.Inan,A2,LM,2,границу,Acc.Sing,"Я всегда привожу сувениры, когда езжу за границу.",I always bring souvenirs back home when I travel abroad.,_,"путешествие, политика",
граница,1650,border,N.Fem.Inan,A2,LM,3,границ,Gen.Plur,А вы хотели бы жить в мире без границ?,Would you like to live in a world without borders?,_,"путешествие, политика",
грипп,1651,flu,N.Masc.Inan,A2,"Golosa, MiP, LM, Поехали, Кс",1,гриппа,Gen.Sing,В Москве сейчас эпидемия гриппа.,There is flu epidemic in Moscow now.,_,здоровье,All of this sentence is words and collocations that an A2 student wouldn’t know: поставил себе прививку
грипп,1652,flu,N.Masc.Inan,A2,"Golosa, MiP, LM, Поехали, Кс",2,гриппом,Ins.Sing,Он заболел гриппом и три недели не ходил на работу.,He got the flu and didn’t go to work for 3 weeks.,_,здоровье,
грустный,1653,sad,A,A2,"Golosa, LM",1,грустный,Nom.Masc.Sing,Почему ты такой грустный? Что случилось?,Why are you so sad? What happened?,_,"описание, внутренний мир",
грустный,1654,sad,A,A2,"Golosa, LM",2,грустные,Nom.Plur,Из темноты на меня смотрели его грустные глаза.,His sad eyes were looking at me from the darkness.,_,"описание, внутренний мир",
грустный,1655,sad,A,A2,"Golosa, LM",3,грустно,Adverb,"Зимой, когда темно и холодно, мне всегда грустно.","In winter, when it’s dark and cold, I always feel sad.",_,"описание, внутренний мир",
грязный,1656,dirty,A,A2,LM,1,грязная,Nom.Fem.Sing,Почему грязная посуда у вас весь день стоит на столе?,Why are those dirty dishes on your table all day long?,_,описание,
грязный,1657,dirty,A,A2,LM,2,грязные,Nom.Plur,У меня грязные волосы. Надо помыть.,My hair is dirty. I need to wash it.,_,описание,
грязный,1658,dirty,A,A2,LM,3,грязную,Acc.Fem.Sing,"Принеси свою грязную одежду, я её постираю.","Bring me your dirty clothes, I’ll wash them.",_,описание,
далекий,1659,distant,A,A2,LM,1,далёкие,Nom.Plur,"Далёкие огни становились ярче, и я решил поехать к ним.",Distant lights were becoming brighter and brighter and I decided to drive toward them.,_,"описание, путешествие",
далекий,1660,distant,A,A2,LM,2,далёких,Gen.Plur,Свет далёких звёзд доходит до Земли за несколько лет.,It takes several years for the light from distant stars to reach Earth.,_,"описание, путешествие",
далекий,1661,distant,A,A2,LM,3,далёкой,Loc.Fem.Sing,Люди пользовались косметикой ещё в далёкой древности.,People used cosmetics in ancient times.,_,"описание, путешествие",
дата,1662,date,N.Fem.Inan,A2,LM,1,даты,Gen.Sing,Прошло ровно сто лет с даты основания этой фабрики.,It's been exactly 100 years since this factory was founded.,_,время,
дата,1663,date,N.Fem.Inan,A2,LM,2,дата,Nom.Sing,Это важная дата в истории нашей страны.,This date is very important in the history of our country.,_,время,
дата,1664,date,N.Fem.Inan,A2,LM,3,датой,Ins.Sing,1147 год считается датой основания Москвы.,1147 is considered to be the date when Moscow was founded.,_,время,
деревня,1665,village,N.Fem.Inan,A2,LM,1,деревне,Loc.Sing,Он провёл лето в деревне у бабушки.,He spent the summer in the village with his grandmother.,_,"путешествие, жильё",
деревня,1666,village,N.Fem.Inan,A2,LM,2,деревню,Acc.Sing,"Я не хочу ехать в деревню, там нет интернета.","I don't want to go to the village, there’s no internet there.",_,"путешествие, жильё",
деревня,1667,village,N.Fem.Inan,A2,LM,3,деревня,Nom.Sing,Как называется эта деревня?,What is the name of that village?,_,"путешествие, жильё",
дерево,1668,tree,N.Neut.Inan,A2,LM,1,деревьев,Gen.Plur,"Ещё только август, а с деревьев уже начали падать листья.",It's only August but leaves have already started to fall from the trees.,_,животные/растения,
дерево,1669,tree,N.Neut.Inan,A2,LM,2,дерева,Gen.Sing,"Слезай с дерева, а то упадёшь.","Get down from the tree, otherwise you’ll fall.",_,животные/растения,
дерево,1670,tree,N.Neut.Inan,A2,LM,3,деревья,Nom.Plur,За год деревья в соседнем парке сильно выросли.,The trees in the park nearby grew a lot in one year.,_,животные/растения,
держать,1671,hold,V,A2,"MiP, LM",1,держать,Imperf.Inf,Старайся держать спину прямо!,Try to keep your back straight!,_,люди,
держать,1672,hold,V,A2,"MiP, LM",2,держал,Imperf.Masc.Sing.Past,"Он что-то держал в руке, но мне не было видно.",He was holding something in his hand but I couldn’t see what it was.,_,люди,
держать,1673,hold,V,A2,"MiP, LM",3,держит,Imperf.Sing.3,"Почему он не держит ребенка за руку, когда переходит дорогу?",Why isn’t he holding his child’s hand while crossing the road?,_,люди,
детство,1674,childhood,N.Neut.Inan,A2,LM,1,детстве,Loc.Sing,В детстве я мечтал стать поваром.,In childhood I used to dream of becoming a chef.,_,"люди, время",
детство,1675,childhood,N.Neut.Inan,A2,LM,2,детства,Gen.Sing,Я с детства боюсь собак.,I've been afraid of dogs since childhood.,_,"люди, время",
детство,1676,childhood,N.Neut.Inan,A2,LM,3,детство,Acc.Sing,Как бы мне хотелось вернуться в детство!,How I wish I could go back to my childhood!,_,"люди, время",
диалог,1677,dialog,N.Masc.Inan,A2,"Golosa, MiP, LM",1,диалога,Gen.Sing,"Вскоре стало понятно, что диалога с ним не выйдет. ",Very soon it became clear that we can’t have a dialog with him.,_,общение,
диалог,1678,dialog,N.Masc.Inan,A2,"Golosa, MiP, LM",2,диалоге,Loc.Sing,В диалоге с умными людьми многому учишься.,You learn a lot from having a dialog with intelligent people.,_,общение,
диалог,1679,dialog,N.Masc.Inan,A2,"Golosa, MiP, LM",3,диалог,Nom.Sing,Их диалог незаметно перешёл в конфликт.,Their dialog imperceptibly turned into a conflict.,_,общение,
диван,1680,couch,N.Masc.Inan,A2,"Golosa, MiP, LM",1,диване,Loc.Sing,"Хватит лежать на диване, пора вставать!","Enough lying on the couch, it’s time to get up!",_,жильё,
диван,1681,couch,N.Masc.Inan,A2,"Golosa, MiP, LM",2,диван,Acc.Sing,"Как приятно прийти после работы, сесть на диван и включить любимый фильм.","It's so nice to go home after work, sit on the couch and turn on your favorite movie.",_,жильё,
диван,1682,couch,N.Masc.Inan,A2,"Golosa, MiP, LM",3,дивана,Gen.Sing,Он не хотел вставать с дивана и идти на работу.,He didn't want to get up off the couch and go to work.,_,жильё,
длинный,1683,long,A,A2,"Golosa, LM",1,длинными,Ins.Plur,Передо мной стояла девочка с длинными и красивыми волосами.,There was a girl with long beautiful hair standing in front of me.,_,"описание, мера",
длинный,1684,long,A,A2,"Golosa, LM",2,длинный,Nom.Masc.Sing,Длинный коридор шёл через всё здание.,There was a long corridor through the whole building.,_,"описание, мера",
длинный,1685,long,A,A2,"Golosa, LM",3,длинная,Nom.Fem.Sing,Мне нужна эта длинная юбка!,I need this long skirt!,_,"описание, мера",
довольный,1686,satisfied,A,A2,LM,1,доволен,Masc.Sing,"Не могу сказать, что я доволен своей жизнью.",I can’t say that I’m satisfied with my life.,_,внутренний мир,
довольный,1687,satisfied,A,A2,LM,2,довольны,Plur,"А чем мы должны быть довольны? Денег нет, работы нет…",Why should we be satisfied? We have neither work nor money.,_,внутренний мир,
довольный,1688,satisfied,A,A2,LM,3,довольный,Nom.Masc.Sing,Мне нравился его довольный вид.,I liked his satisfied look.,_,внутренний мир,
доказывать,1689,prove,V,A2,LM,1,доказывать,Imperf.Inf,"Ты неправ, но я не собираюсь тебе сейчас это доказывать!",You aren’t right but I won’t try to prove it to you right now.,_,общение,
доказывать,1690,prove,V,A2,LM,2,доказывает,Imperf.Sing.3,"Это видео доказывает, что я ничего не крал.",This video proves that I didn’t steal anything.,_,общение,
доказывать,1691,prove,V,A2,LM,3,доказывал,Imperf.Masc.Sing.Past,"Он вчера мне доказывал, что столица Австралии — Сидней.",Yesterday he was trying to prove me that Sydney is the capital of Australia.,_,общение,
доктор,1692,doctor,N.Masc.Anim,A2,"Golosa, LM",1,доктор,Nom.Sing,"Доктор сказал, что мне срочно нужно в больницу.",The doctor said that I need to go to the hospital immediately.,_,"люди, учёба/работа",
доктор,1693,doctor,N.Masc.Anim,A2,"Golosa, LM",2,доктора,Nom.Plur,Все доктора в этой больнице — большие профессионалы.,All the doctors in this hospital are highly qualified professionals.,_,"люди, учёба/работа",
доктор,1694,doctor,N.Masc.Anim,A2,"Golosa, LM",3,доктору,Dat.Sing,Тебе срочно нужно к доктору!,You need to go to the doctor immediately!,_,"люди, учёба/работа",
домашний,1695,home,A,A2,"Golosa, LM",1,домашних,Gen.Plur,В прошлом году нам почти не задавали домашних заданий.,We got almost no homework last year.,_,"жильё, животные/растения",
домашний,1696,home,A,A2,"Golosa, LM",2,домашние,Nom.Plur,У вас есть домашние животные?,Do you have any pets?,_,"жильё, животные/растения",
домашний,1697,home,A,A2,"Golosa, LM",3,домашней,Gen.Fem.Sing,"У меня много домашней работы, придётся заняться ей в субботу.","I have a lot of housework to do, I will have to do it on Saturday.",_,"жильё, животные/растения",
дружба,1698,friendship,N.Fem.Inan,A2,LM,1,дружбы,Gen.Sing,Можно ли жить без дружбы?,Is it possible to live without friendship?,_,"люди, общение",
дружба,1699,friendship,N.Fem.Inan,A2,LM,2,дружба,Nom.Sing,Что для вас дружба?,What is friendship for you?,_,"люди, общение",
дружба,1700,friendship,N.Fem.Inan,A2,LM,3,дружбе,Loc.Sing,Главное в дружбе — доверие и поддержка.,The most important thing in friendship is trust and support.,_,"люди, общение",
дружный,1701,friendly,A,A2,LM,1,дружная,Nom.Fem.Sing,У вас дружная семья?,Do you have a friendly family?,_,"люди, общение, описание",
дружный,1702,friendly,A,A2,LM,2,дружных,Loc.Plur,Я всегда работал в дружных коллективах.,I have always worked with friendly people.,_,"люди, общение, описание",
дружный,1703,friendly,A,A2,LM,3,дружным,Ins.Sing,Наш класс всегда был очень дружным.,Our class was always very friendly. ,_,"люди, общение, описание","There is something weird here. When I look in the corpus, nearly all of the examples are actually Instrumental singular. We need to double-check this one."
единственный,1704,only,A,A2,"Golosa, LM",1,единственный,Nom.Masc.Sing,Он мой единственный друг.,He is my only friend.,_,описание,
единственный,1705,only,A,A2,"Golosa, LM",2,единственная,Nom.Fem.Sing,Это моя единственная возможность поступить в институт.,This is my only opportunity to get into the university.,_,описание,
единственный,1706,only,A,A2,"Golosa, LM",3,единственное,Nom.Neut.Sing,Единственное условие для приёма на эту работу — иметь богатый опыт в этой сфере.,The only condition for gettin that job is broad experience in that sphere.,_,описание,
елка,1707,Christmas tree,N.Fem.Inan,A2,LM,1,ёлку,Acc.Sing,Мы всегда ставим ёлку на Новый год.,We always put up a Christmas tree for New year’s Eve.,_,животные/растения,
елка,1708,Christmas tree,N.Fem.Inan,A2,LM,2,ёлок,Gen.Plur,Мы сняли с ёлок все игрушки.,We took all the decorations off the Christmas trees.,_,животные/растения,
елка,1709,Christmas tree,N.Fem.Inan,A2,LM,3,ёлкой,Ins.Sing,Дед Мороз оставляет детям подарки под ёлкой.,Santa Claus leaves gifts for the children under the Christmas tree.,_,животные/растения,
женатый,1710,married,A,A2,"MiP, LM",1,женат,Masc.Sing,Мой брат женат на француженке.,My brother is married to a French woman.,_,"люди, общение",
женатый,1711,married,A,A2,"MiP, LM",2,женатых,Anim.Acc.Plur,Она всегда влюблялась в женатых мужчин.,She was always falling in love with married men.,_,"люди, общение",
жениться,1712,marry,V,A2,"MiP, LM",1,женился,Biasp.Masc.Sing.Past,Мой брат женился в 2017 году.,My brother got married in 2017.,_,"люди, общение",
жениться,1713,marry,V,A2,"MiP, LM",2,жениться,Biasp.Inf,"Не хочу учиться, а хочу жениться!","I don't want to study, I want to get married.",_,"люди, общение",
жениться,1714,marry,V,A2,"MiP, LM",3,женюсь,Biasp.Sing.1,"Не думаю, что я когда-нибудь женюсь.",I don’t think I will ever get married.,_,"люди, общение",
живой,1715,alive,A,A2,LM,1,живой,Nom.Masc.Sing,Не вздумай убить паука! Он же живой!,Don't you dare kill the spider! He’s a living creature!,_,"люди, описание, животные/растения",
живой,1716,alive,A,A2,LM,2,живая,Nom.Fem.Sing,По выходным в этом ресторане звучит живая музыка.,There's live music in this restaurant on weekends.,_,"люди, описание, животные/растения",
живой,1717,alive,A,A2,LM,3,живые,Nom.Plur,Живые организмы не могут жить без воды.,Living creatures can’t live without water.,_,"люди, описание, животные/растения",
животное,1718,animal,N.Neut.Anim,A2,LM,1,животных,Gen.Plur,У меня никогда не было животных.,I've never had pets.,_,животные/растения,
животное,1719,animal,N.Neut.Anim,A2,LM,2,животные,Nom.Plur,Какие животные здесь водятся?,What types of animals are raised here?,_,животные/растения,
животное,1720,animal,N.Neut.Anim,A2,LM,3,животное,Nom.Sing,Как называется это животное?,What is the name of that animal?,_,животные/растения,
