Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),,
жирный,6725,greasy,A,B2,LM,3,жирную,Acc.Fem.Sing,Я не люблю слишком жирную пищу.,I don't like food that is too greasy.,_,еда,,
жительница,6726,resident,N.Fem.Anim,B2,LM,1,жительницами,Ins.Plur,"Я поговорила с местными жительницами и выяснила, где самая вкусная пицца.",I talked to the locals and found out where the most delicious pizza is.,_,"жильё, люди",,
жительница,6727,resident,N.Fem.Anim,B2,LM,2,жительница,Nom.Sing,Жительница столицы была в шоке от местных обычаев.,A citizen from the capital was shocked by the local customs.,_,"жильё, люди",,
жребий,6728,fate,N.Masc.Inan,B2,LM,1,жребий,Nom.Sing,Жребий выпал лишь избранным.,Fate was kind only to a select few.,_,внутренний мир,,
жук,6729,bug,N.Masc.Anim,B2,LM,1,жуком,Ins.Sing,Фермеры уже давно борются с колорадским жуком.,Farmers have been struggling with the Colorado beetles for a long time.,_,животные/растения,,
жук,6730,bug,N.Masc.Anim,B2,LM,2,жуки,Nom.Plur,Майские жуки очень красивые.,Scarab beetles are very beautiful.,_,животные/растения,,
жук,6731,bug,N.Masc.Anim,B2,LM,3,жуке,Loc.Sing,"Вася приехал к нам на ""жуке"" (машине Volkswagen Beetle).",Vasya came to our place in a Volkswagen Beetle.,_,животные/растения,,
журналистика,6732,journalism,N.Fem.Inan,B2,"Golosa, LM",1,журналистики,Gen.Sing,Даша поступила на факультет журналистики.,Dasha has enrolled at the Department of journalism.,_,учёба/работа,,
журналистика,6733,journalism,N.Fem.Inan,B2,"Golosa, LM",2,журналистику,Acc.Sing,Ты подался в журналистику?,"You started you career in journalism, didn't you?",_,учёба/работа,,
журналистика,6734,journalism,N.Fem.Inan,B2,"Golosa, LM",3,журналистикой,Ins.Sing,"Некоторые люди считают, что журналистикой можно заниматься без образования.",Some people think that you can work as a journalist without any special education.,_,учёба/работа,,
журналистка,6735,journalist,N.Fem.Anim,B2,LM,1,журналистку,Acc.Sing,"Катя раньше училась на журналистку, но бросила университет.","Katya used to study journalism, but she dropped out of university.",_,"люди, учёба/работа",,
забастовка,6736,strike,N.Fem.Inan,B2,LM,1,забастовки,Nom.Plur,Забастовка работников аэропорта продолжалась неделю.,The airport workers strike lasted one week.,_,"политика, учёба/работа",,
забастовка,6737,strike,N.Fem.Inan,B2,LM,2,забастовок,Gen.Plur,Мы опоздали домой из-за забастовок.,We got home late due to the strikes.,_,"политика, учёба/работа",,
забастовка,6738,strike,N.Fem.Inan,B2,LM,3,забастовками,Ins.Plur,Владельцы компании продолжают бороться с забастовками рабочих.,The company owners continue to fight against the workers' strikes.,_,"политика, учёба/работа",,
завидовать,6739,be jealous of,V,B2,LM,1,завидовать,Imperf.Inf,Не нужно завидовать чужому успеху.,One shouldn't be jealous of someone else’s success.,_,внутренний мир,,
завидовать,6740,be jealous of,V,B2,LM,2,завидую,Imperf.Sing.1,Как я тебе завидую!,I'm very jealous of you!,_,внутренний мир,,
завидовать,6741,be jealous of,V,B2,LM,3,завидовали,Imperf.Plur.Past,"Многие мне завидовали из-за того, что мне досталась квартира по наследству.",Many people were jealous of me because I inherited an apartment.,_,внутренний мир,,
забор,6742,fence,N.Masc.Inan,B2,LM,1,забор,Nom.Sing,Вокруг нашего дома стоит деревянный забор.,We have a wooden fence around our house.,_,жильё,,
забор,6743,fence,N.Masc.Inan,B2,LM,2,забора,Gen.Sing,Вдоль забора мы посадили несколько кустов рябины.,We planted a few rowanberry bushes along the fence.,_,жильё,,
забор,6744,fence,N.Masc.Inan,B2,LM,3,заборами,Ins.Plur,"Я не знаю, что находится за этими бетонными заборами.",I don't know what's behind these concrete fences.,_,жильё,,
забота,6745,concern,N.Fem.Inan,B2,LM,1,заботы,Gen.Sing,Ему не хватало человеческой заботы.,He didn't get enough human care.,_,общение,,
забота,6746,concern,N.Fem.Inan,B2,LM,2,забот,Gen.Plur,Из-за мелких забот у меня не оставалось времени на хобби.,I didn't have time for hobbies because of all my little worries.,_,общение,,
забота,6747,concern,N.Fem.Inan,B2,LM,3,заботу,Acc.Sing,Спасибо тебе за заботу.,Thank you for your concern.,_,общение,,
заботливый,6748,careful,A,B2,LM,1,заботливых,Gen.Plur,Что бы я делал без таких заботливых родителей?,What would I do wothout such a caring parents?,_,"люди, общение, описание",,
заботливый,6749,careful,A,B2,LM,2,заботливые,Inan.Acc.Plur,Я попала в заботливые руки косметолога Елены.,I wound up in the caring hands of a beautician named ELena.,_,"люди, общение, описание",,
заботливый,6750,considerate,A,B2,LM,3,заботливы,Plur,Мои родители были очень заботливы.,My parents were very considerate people.,_,"люди, общение, описание",,
зависть,6751,envy,N.Fem.Inan,B2,LM,1,зависти,Gen.Sing,Мои подруги просто умерли от зависти.,My friends simply ate their hearts out from jealousy.,_,внутренний мир,,
зависть,6752,envy,N.Fem.Inan,B2,LM,2,завистью,Ins.Sing,Он так и не научился справляться с завистью.,He never learned how to cope with jealousy.,_,внутренний мир,,
зависть,6753,envy,N.Fem.Inan,B2,LM,3,зависть,Nom.Sing,Зависть почти всегда вредит человеку.,Jealousy almost always harms a person.,_,внутренний мир,,
заводить,6754,start,V,B2,LM,1,заводить,Imperf.Inf,Таня очень общительна и любит заводить новых друзей.,Tanya is a very sociable person and loves to make new friends.,_,"общение, учёба/работа",,
заводить,6755,start,V,B2,LM,2,заводит,Imperf.Sing.3,Опять Саша заводит речь о деньгах. Мне это уже надоело.,Sasha has started talking about money again. I'm really fed up with that.,_,"общение, учёба/работа",,
заводить,6756,start,V,B2,LM,3,заводила,Imperf.Fem.Sing.Past,"Я заводила будильник, но он не сработал, поэтому я опоздала в школу.","I set an alarm, but it didn't go off, that's why I was late for school.",_,"общение, учёба/работа",,
завоёвывать,6757,conquer,V,B2,LM,1,завоёвывать,Imperf.Inf,"Было сложно завоёвывать её расположение, но я справился.","It was hard to gain her goodwill, but I managed to do it.",_,"общение, политика",,
завоёвывать,6758,conquer,V,B2,LM,2,завоёвывает,Imperf.Sing.3,Сегодня здоровый образ жизни завоёвывает популярность среди молодёжи.,A healthy lifestyle is gaining popularity among young people.,_,"общение, политика",,
завоёвывать,6759,conquer,V,B2,LM,3,завоёвывали,Imperf.Plur.Past,Наши фигуристы давно не завоёвывали медали на Зимней Олимпиаде.,Our skaters haven't won medals at the Winter Olympics for a long time.,_,"общение, политика",,
завещание,6760,last will,N.Neut.Inan,B2,LM,1,завещании,Loc.Sing,Он упомянул жену и детей в своём завещании.,He mentioned his wife and children in the will.,_,общение,,
заворачивать,6761,wrap up,V,B2,LM,1,заворачивали,Imperf.Plur.Past,Перед новым годом мы всегда заворачивали подарки в золотую бумагу.,We always wrapped gifts in gold paper for the New Year.,_,"еда, магазин",,
заворачивать,6762,wrap up,V,B2,LM,2,заворачивая,Imperf.Gerund,"""Надеюсь, маме понравится наш подарок!"" ― сказал Саша, заворачивая подарок в золотую бумагу.","""I hope mother will like our gift!"" -- said Sasha while wrapping it in gold paper.",_,"еда, магазин",,
заворачивать,6763,wrap up,V,B2,LM,3,заворачивать,Imperf.Inf,"Утром ребята собрались в дорогу. Петя начал заворачивать бутерброды в газету, а Таня налила чай в термос.","In the morning, the guys got ready for their trip. Petya began to wrap sandwiches in newspaper, and Tanya poured tea into a thermos.",_,"еда, магазин",,
завязнуть,6764,get stuck,V,B2,LM,1,завязла,Perf.Fem.Sing.Past,По пути домой наша машина завязла в снегу.,"On the way home, our car got stuck in the snow.",_,"погода, путешествие",,
завязывать,6765,bind,V,B2,LM,1,завязывая,Imperf.Gerund,"Саша бежал, завязывая галстук на ходу. Он опаздывал на собеседование.","Sasha was running, tying his tie on the go. He was late for an interview.",_,одежда,,
завязывать,6766,bind,V,B2,LM,2,завязывала,Imperf.Fem.Sing.Past,Катя завязывала своей дочке бант.,Katya tied a bow on her daughter's head.,_,одежда,,
завязывать,6767,bind,V,B2,LM,3,завязываю,Imperf.Sing.1,"Я всегда очень долго завязываю шнурки, поэтому хочу купить новые ботинки на молнии.","It always takes me a long time to tie shoelaces, that's why I want to buy new shoes with zippers.",_,одежда,,
загрязнять,6768,pollute,A,B2,LM,1,загрязняющих,Imperf.PresentActiveParticiple.Gen.Plur,"Компания сокращает число выбросов, загрязняющих окружающую среду.",The company is reducing the quantity of emissions polluting the environment.,_,"животные/растения, погода",,
загрязнять,6769,pollute,A,B2,LM,2,загрязняющие,Imperf.PresentActiveParticiple.Nom.Plur,"Основные загрязняющие вещества в городе — это вещества, которые выделяет транспорт.",The main pollutants in the city are substances released by transportation.,_,"животные/растения, погода",,
загрязнять,6770,pollute,V,B2,LM,3,загрязняют,Imperf.Plur.3,Транспортные выхлопы загрязняют атмосферу.,Traffic emission pollutes the atmosphere.,_,"животные/растения, погода",,
задирать,6771,lift,V,B2,LM,1,задирая,Imperf.Gerund,"Алёша смотрел на облака, задирая голову.",Alyosha was craning his neck to look at the clouds.,_,описание,,
задирать,6772,lift,V,B2,LM,2,задирает,Imperf.Sing.3,Маша всё время задирает нос.,Masha is always acting too big for her boots.,_,описание,,
задирать,6773,lift,V,B2,LM,3,задирают,Imperf.Plur.3,С нового года многие компании задирают цены на свою продукцию.,Many companies are hiking the prices for their products after the New Year.,_,описание,,
завтрашний,6774,tomorrow's,A,B2,LM,1,завтрашнем,Loc.Masc.Sing,Надо думать о завтрашнем дне.,You should think long-term.,_,"время, описание",,
завтрашний,6775,tomorrow's,A,B2,LM,2,завтрашнего,Gen.Masc.Sing,Я подумаю над твоим предложением до завтрашнего дня.,I'll think over your proposal until tomorrow.,_,"время, описание",,
завтрашний,6776,tomorrow's,A,B2,LM,3,завтрашнюю,Acc.Fem.Sing,Что ты наденешь на завтрашнюю встречу?,What are you wearing for tomorrow's meeting?,_,"время, описание",,
задумываться,6777,think,V,B2,LM,1,задумываться,Imperf.Inf,Недавно я стал задумываться о смене профессии.,Recently I started thinking about changing my profession.,_,внутренний мир,,
задумываться,6778,think,V,B2,LM,2,задумывались,Imperf.Plur.Past,Вы когда-нибудь задумывались о далёком будущем?,Have you ever thought about the distant future?,_,внутренний мир,,
задумываться,6779,think,V,B2,LM,3,задумывался,Imperf.Masc.Sing.Past,Я даже не задумывался о последствиях.,I didn’t even think about the consequences.,_,внутренний мир,,
зажигать,6780,light,V,B2,LM,1,зажигать,Imperf.Inf,"Однажды у нас выключили свет, и мне пришлось зажигать свечи.","The lights went out in our house once, and I had to light some candles.",_,"жильё, путешествие",,
зажигать,6781,light,V,B2,LM,2,зажигала,Imperf.Fem.Sing.Past,"Маша зажигала огонь, но он всё время гас из-за ветра.","Masha made a fire, but it kept going out because of the wind.",_,"жильё, путешествие",,
зажигать,6782,light,V,B2,LM,3,зажигал,Imperf.Masc.Sing.Past,Мой отец любил читать при свете лампы и всегда зажигал настольную лампу.,My dad loved to read books by lamplight and always turned on his desk lamp.,_,"жильё, путешествие",,
заинтересовывать,6783,take interest in,V,B2,LM,1,заинтересовывали,Imperf.Plur.Past,Стихи Владимира Маяковского всегда заинтересовывали публику.,Poems written by Vladimir Mayakovsky always caught the attention of the public.,_,свободное время,,
загадочный,6784,mysterious,A,B2,LM,1,загадочным,Ins.Masc.Sing,Мне так нравится любоваться этим загадочным городом!,I love to admire this mysterious city!,_,"внутренний мир, описание",,
загадочный,6785,mysterious,A,B2,LM,2,загадочный,Nom.Masc.Sing,Из-за угла выглянул загадочный незнакомец.,A mysterious stranger peeked out from behind the corner.,_,"внутренний мир, описание",,
загадочный,6786,mysterious,A,B2,LM,3,загадочна,Fem.Sing,Русская душа загадочна.,The Russian soul is a mysterious thing.,_,"внутренний мир, описание",,
заговор,6787,complot,N.Masc.Inan,B2,LM,1,заговоре,Loc.Sing,Он даже не подозревал о тайном заговоре.,He didn't even suspect that there was a conspiracy.,_,"общение, политика",,
заговор,6788,complot,N.Masc.Inan,B2,LM,2,заговору,Dat.Sing,Я не имею никакого отношения к заговору!,I have nothing to do with the plot!,_,"общение, политика",,
заговор,6789,complot,N.Masc.Inan,B2,LM,3,заговора,Gen.Sing,Ты веришь в теорию заговора?,Do you believe in a conspiracy theory?,_,"общение, политика",,
заголовок,6790,title,N.Masc.Inan,B2,LM,1,заголовком,Ins.Sing,"Его фотография располагалась в газете под заголовком ""Лучший сотрудник года"".","His picture was in the newspaper under the headline ""The best employee of the year.""",_,"политика, учёба/работа, общение",,
заголовок,6791,title,N.Masc.Inan,B2,LM,2,заголовки,Acc.Plur,Эта трагедия попала в заголовки всех европейских газет.,This tragedy made headlines in all the European newspapers.,_,"политика, учёба/работа, общение",,
заголовок,6792,title,N.Masc.Inan,B2,LM,3,заголовок,Nom.Sing,Заголовок статьи был очень провокационным.,The headline of the article was very provocative.,_,"политика, учёба/работа, общение",,
загорелый,6793,sunburnt,A,B2,LM,1,загорелый,Nom.Masc.Sing,"Загорелый мужчина улыбнулся мне, но я его не узнал.","The man with a tan smiled at me, but I didn't recognize him.",_,"люди, описание, погода, путешествие",,
загорелый,6794,sunburnt,A,B2,LM,2,загорелые,Nom.Plur,Её загорелые ноги выглядели великолепно.,Her tanned legs looked gorgeous.,_,"люди, описание, погода, путешествие",,
загорелый,6795,sunburnt,A,B2,LM,3,загорелую,Acc.Fem.Sing,"Я узнал Марию, загорелую женщину в белом платье.","I recognized Maria, the tanned woman in white dress.",_,"люди, описание, погода, путешествие",,
заграничный,6796,abroad,A,B2,LM,1,заграничными,Ins.Plur,Это турагентство работает с заграничными странами.,This travel agency works with foreign countries.,_,"описание, путешествие",,
заграничный,6797,abroad,A,B2,LM,2,заграничного,Gen.Neut.Sing,Вася только что вернулся из заграничного путешествия.,Vasya has just come home from a trip abroad.,_,"описание, путешествие",,
заграничный,6798,abroad,A,B2,LM,3,заграничных,Gen.Plur,Алексей окажет вам помощь в оформлении заграничных паспортов.,Alexey will help you with foreign passport applications.,_,"описание, путешествие",,
загрязнение,6799,pollution,N.Neut.Inan,B2,LM,1,загрязнения,Gen.Sing,Растения страдают из-за загрязнения атмосферы.,The plants are suffering because of air pollution.,_,"животные/растения, погода",,
загрязнение,6800,pollution,N.Neut.Inan,B2,LM,2,загрязнение,Acc.Sing,Правительство ввело штрафы за загрязнение окружающей среды.,The government has introduced fines for environmental pollution.,_,"животные/растения, погода",,
загрязнение,6801,pollution,N.Neut.Inan,B2,LM,3,загрязнением,Ins.Sing,Необходимо бороться с загрязнением окружающей среды.,It is necessary to combat environmental pollution.,_,"животные/растения, погода",,
заключаться,6802,be contained in,V,B2,LM,1,заключается,Imperf.Sing.3,В чём заключается суть вашего предложения?,What is the main point of your proposal?,_,учёба/работа,,
заключаться,6803,be contained in,V,B2,LM,2,заключалась,Imperf.Fem.Sing.Past,"Я долго искал подработку на лето. Сложность заключалась в том, что я хотел работать по специальности.",I spent a long time looking for a part-time job for the summer. The problem was that I wanted to work within my specialty.,_,учёба/работа,,
заключаться,6804,be contained in,V,B2,LM,3,заключаться,Imperf.Inf,В чем должна заключаться цель моего исследования?,What should the purpose of my research be?,_,учёба/работа,,
зажигалка,6805,lighter,N.Fem.Inan,B2,LM,1,зажигалку,Acc.Sing,"Кажется, я не взял зажигалку.",Seems like I forgot the lighter.,_,"магазин, свободное время",,
зажигалка,6806,lighter,N.Fem.Inan,B2,LM,2,зажигалки,Gen.Sing,Петя прикурил от зажигалки.,Petya got a light from the lighter.,_,"магазин, свободное время",,
зажигалка,6807,lighter,N.Fem.Inan,B2,LM,3,зажигалкой,Ins.Sing,Незнакомец вытащил сигарету и щёлкнул зажигалкой.,The stranger pulled out a cigarette and clicked a lighter.,_,"магазин, свободное время",,
замерзать,6808,freeze,V,B2,LM,1,замерзают,Imperf.Plur.3,Осенью у меня быстро замерзают руки.,"In the fall, my hands get cold quickly.",_,погода,,
замерзать,6809,freeze,A,B2,LM,2,замерзающими,Imperf.PresentActiveParticiple.Ins.Plur,Он пытался найти ключи замерзающими от холода пальцами.,He tried to find the keys with his fingers freezing from the cold.,_,погода,,
замерзать,6810,freeze,V,B2,LM,3,замерзали,Imperf.Plur.Past,"Зимой у нас дома на сутки отключили отопление из-за аварии, и мы замерзали даже в куртках.",In the winter the heating in our house was turned off for a day due to some accident. We were freezing even in our jackets.,_,погода,,
запирать,6811,lock,V,B2,LM,1,запирать,Imperf.Inf,"Можешь не запирать дверь на ночь, здесь безопасно.","You can leave the door unlocked at night, it's safe here.",_,жильё,,
запирать,6812,lock,V,B2,LM,2,запирали,Imperf.Plur.Past,"Раньше мы не запирали ворота на ночь, но однажды у нас украли велосипед.","We used to leave the gate unlocked, but then one day a bicycle was stolen from us.",_,жильё,,
запирать,6813,lock,V,B2,LM,3,запирал,Imperf.Masc.Sing.Past,"Когда я был маленьким, мой старший брат иногда запирал меня дома одного. До сих пор на него за это обижаюсь!","When I was little, my older brother sometimes locked me up at home alone. I still have hard feelings aobut it!",_,жильё,,
закат,6814,sunset,N.Masc.Inan,B2,LM,1,закате,Loc.Sing,Я очень люблю делать фотографии на закате.,I realluy like to take photos at sunset.,_,погода,,
закат,6815,sunset,N.Masc.Inan,B2,LM,2,закат,Acc.Sing,Пойдём посмотрим на закат?,Let's look at sunset?,_,погода,,
закат,6816,sunset,N.Masc.Inan,B2,LM,3,закаты,Nom.Plur,Летние закаты — это чудесное зрелище.,Summer sunset are incredible.,_,погода,,
запланировать,6817,schedule,A,B2,LM,1,запланировано,Perf.PastPassiveParticiple.Neut.Sing,"На сегодня было запланировано три встречи, но состоялась всего одна.","Three meetings were planned for today, but only one of them took place.",_,учёба/работа,Does this make sense? How can you use the past tense to talk about something that happened/will happen завтра?,"Sorry,it was a mistake, replaced it with 'today'"
запланировать,6818,schedule,A,B2,LM,2,запланированного,Perf.PastPassiveParticiple.Gen.Neut.Sing,Встреча продолжалась больше запланированного времени.,The meeting took more time that planned.,_,учёба/работа,,
запланировать,6819,schedule,A,B2,LM,3,запланирована,Perf.PastPassiveParticiple.Fem.Sing,"Встреча была запланирована на среду, но мы перенесли её на пятницу.",The meeting was planned for the Wednesday but we postponed it Friday.,_,учёба/работа,,
заключение,6820,conclusion,N.Neut.Inan,B2,LM,1,заключение,Acc.Sing,Эксперты предоставили официальное заключение о причине пожара.,The experts provided an official opinion on fire cause.,_,"мера, учёба/работа",,
заключение,6821,conclusion,N.Neut.Inan,B2,LM,2,заключения,Gen.Sing,Обязанности вступят в силу после заключения договора.,The string attached will take effect after an establishment of the contract.,_,"мера, учёба/работа",,
заключение,6822,conclusion,N.Neut.Inan,B2,LM,3,заключению,Dat.Sing,"Согласно заключению медиков, она здорова.","On doctor's opinion, she's healthy.",_,"мера, учёба/работа",,
заключительный,6823,final,A,B2,LM,1,заключительный,Nom.Masc.Sing,Заключительный этап конкурса прошёл в Москве.,The final stage of the competition was held in Moscow.,_,"мера, учёба/работа",,
заключительный,6824,final,A,B2,LM,2,заключительная,Nom.Fem.Sing,Заключительная часть книги просто поразила меня.,The final part of the book caught my imagination.,_,"мера, учёба/работа",,
заключительный,6825,final,A,B2,LM,3,заключительном,Loc.Neut.Sing,На заключительном заседании начальник отдела подвёл итоги года.,"At the final meeting, the head of the department presented the results of the year.",_,"мера, учёба/работа",,
законодательный,6826,legislative,A,B2,LM,1,законодательной,Gen.Fem.Sing,Необходимо изменение законодательной практики.,A ligislative practice change is needed.,_,политика,,
законодательный,6827,legislative,A,B2,LM,2,законодательных,Gen.Plur,Для реализации плана потребуется принятие нескольких законодательных актов.,Adoption of several acts of lawis necessary for the realisation of the plan.,_,политика,,
законодательный,6828,legislative,A,B2,LM,3,законодательном,Loc.Masc.Sing,В законодательном акте указаны виды льгот.,Types of benefits are specified in the act of law.,_,политика,,
закономерный,6829,expected,A,B2,LM,1,закономерный,Nom.Masc.Sing,Это закономерный итог.,It's an expected result.,_,"политика, учёба/работа",,
закономерный,6830,expected,A,B2,LM,2,закономерно,Adverb,Петя проснулся поздно и закономерно опоздал на поезд.,Petya woke up late and consequently missed the train.,_,"политика, учёба/работа",,
закономерный,6831,expected,A,B2,LM,3,закономерным,Ins.Masc.Sing,Закономерным результатом укрупнения городов становится исчезновение сёл.,The expected result of the enlargement of cities is the disappearance of villages.,_,"политика, учёба/работа",,
зарабатывать,6832,earn,V,B2,"MiP, LM",1,зарабатывать,Imperf.Inf,Много зарабатывать для меня не главное.,Earning a lot is not the most important thing for me.,_,учёба/работа,,
зарабатывать,6833,earn,V,B2,"MiP, LM",2,зарабатывает,Imperf.Sing.3,Опытный специалист зарабатывает больше новичка.,An experienced specialist earns more than a beginner.,_,учёба/работа,,
зарабатывать,6834,earn,V,B2,"MiP, LM",3,зарабатывают,Imperf.Plur.3,"Сейчас многие зарабатывают на собственном блоге, но стать популярным блогером трудно.","Today many people make money with their own blog, but it's difficult to become a popular blogger.",_,учёба/работа,,
залив,6835,bay,N.Masc.Inan,B2,LM,1,залива,Gen.Sing,Санкт-Петербург расположен на берегу Финского залива.,St. Petersburg is located on the shores of the Gulf of Finland.,_,"погода, путешествие",,
залив,6836,bay,N.Masc.Inan,B2,LM,2,заливе,Loc.Sing,Война в Персидском заливе продолжалась примерно полгода.,The Persian Gulf War lasted about six months.,_,"погода, путешествие",,
залив,6837,bay,N.Masc.Inan,B2,LM,3,залив,Nom.Sing,Зимой Финский залив замерзает.,"In winter, the Gulf of Finland freezes.",_,"погода, путешествие",,
заложник,6838,hostage,N.Masc.Anim,B2,LM,1,заложники,Nom.Plur,Мы лишь заложники ситуации.,We're just histages to situation.,_,политика,,
заложник,6839,hostage,N.Masc.Anim,B2,LM,2,заложниками,Ins.Plur,"Простые люди оказались заложниками банка, когда он обанкротился.","Ordinary people became hostages of the bank, when it failed.",_,политика,,
заложник,6840,hostage,N.Masc.Anim,B2,LM,3,заложников,Gen.Plur,Среди заложников оказался мэр города.,The mayor of the city was among the hostages.,_,политика,,
заражать,6841,infect,A,B2,LM,1,заражающая,Imperf.PresentActiveParticiple.Nom.Fem.Sing,Эта книга очень позитивная и заражающая жизнелюбием.,This book is very positive and infectious with love of life.,_,здоровье,,
заражать,6842,infect,V,B2,LM,2,заражает,Imperf.Sing.3,Певец заражает позитивом всю толпу!,The singer infected the whole crowd with his positive energy!,_,здоровье,,
заражать,6843,infect,V,B2,LM,3,заражать,Imperf.Inf,Больные гриппом могут заражать им других людей.,People who are sick with the flu can infect other people.,_,здоровье,,
заместитель,6844,deputy,N.Masc.Anim,B2,"MiP, LM",1,заместитель,Nom.Sing,Заместитель председателя правительства ответил на вопросы прессы.,Deputy Prime Minister answered questions from the press.,_,"люди, политика, учёба/работа",,
заместитель,6845,deputy,N.Masc.Anim,B2,"MiP, LM",2,заместителя,Gen.Sing,Выступление заместителя министра иностранных дел вызвало бурные обсуждения.,The statement by the Deputy Foreign Minister provoked heated disputes.,_,"люди, политика, учёба/работа",,
заместитель,6846,deputy,N.Masc.Anim,B2,"MiP, LM",3,заместителей,Gen.Plur,Одному из заместителей мэра пытались предложить взятку.,Someone tried to slip money to one of the deputy mayors.,_,"люди, политика, учёба/работа",,
замечание,6847,note,N.Neut.Inan,B2,LM,1,замечание,Acc.Sing,"Саша сделал мне замечание, но я не расстроился.","Sasha made a remark to me, but I was not upset because of this.",_,"общение, учёба/работа",,
замечание,6848,note,N.Neut.Inan,B2,LM,2,замечаний,Gen.Plur,У комиссии не было серьёзных замечаний к моей работе.,The commission didn't have serious comments on my work.,_,"общение, учёба/работа",,
замечание,6849,note,N.Neut.Inan,B2,LM,3,замечания,Nom.Plur,Критические замечания к тексту способны сделать его лучше.,Critical remarks on the text can make it better.,_,"общение, учёба/работа",,
замок,6850,castle,N.Masc.Inan,B2,LM,1,замка,Gen.Sing,Владелец замка вышел из комнаты.,The castle owner left the room.,_,"жильё, путешествие",,
замок,6851,castle,N.Masc.Inan,B2,LM,2,замок,Acc.Sing,Летом мы ездили на экскурсию в замок Дракулы.,"In the summer, we went on an excursion to the Dracula's castle.",_,"жильё, путешествие",,
замок,6852,castle,N.Masc.Inan,B2,LM,3,замки,Nom.Plur,Средневековые замки очень красивы.,Medieval castles are very beautiful.,_,"жильё, путешествие",,
замок,6850a,lock,N.Masc.Inan,B2,LM,1,замка,Gen.Sing,Я услышал щелчок замка и оглянулся.,I heard a click of the lock and looked around.,_,жильё,,
замок,6851a,lock,N.Masc.Inan,B2,LM,2,замок,Acc.Sing,Мы недавно повесили более надёжный замок.,We hang a more secure lock recently.,_,жильё,,
замок,6852a,lock,N.Masc.Inan,B2,LM,3,замки,Nom.Plur,Эти замки очень надёжные.,These locks are very secure.,_,жильё,,
заморозок,6853,frost,N.Masc.Inan,B2,LM,1,заморозков,Gen.Plur,Некоторые растения не погибают до первых заморозков.,Some plants don't die untill first ground frosts.,_,погода,,
заморозок,6854,frost,N.Masc.Inan,B2,LM,2,заморозки,Nom.Plur,В этом году заморозки начались рано.,"This year, frosts came early.",_,погода,,
запах,6855,smell,N.Masc.Inan,B2,LM,1,запах,Acc.Sing,Ты чувствуешь этот странный запах?,Do you smell this weird flavour?,_,"еда, животные/растения, погода",,
запах,6856,smell,N.Masc.Inan,B2,LM,2,запахом,Ins.Sing,Воздух был насыщен терпким запахом цветов.,The air was rich in harsh smell of flowers.,_,"еда, животные/растения, погода",,
запах,6857,smell,N.Masc.Inan,B2,LM,3,запахов,Gen.Plur,"Я шёл по парку, вдыхая множество летних запахов.","I walked through the park, breathing in a lot of summer smells.",_,"еда, животные/растения, погода",,
заражаться,6858,infect,V,B2,LM,1,заражаясь,Imperf.Gerund,"Таня смеялась, а Петя улыбался, заражаясь её смехом.","Tanya was laughing and Petya smiled, inspired by her laugh.",_,здоровье,,
судить,6859,judge,V,B2,LM,1,судить,Imperf.Inf,Я не берусь судить Ивана за его поступок.,I'm not going to judge Ivan for his action.,_,"внутренний мир, политика",,
судить,6860,judge,V,B2,LM,2,судят,Imperf.Plur.3,Есть такая поговорка: победителей не судят.,There is a saying: the winner is always right.,_,"внутренний мир, политика",,
судить,6861,judge,V,B2,LM,3,судили,Imperf.Plur.Past,Её судили за незаконное хранение оружия.,She was tried for illegal possession of weapons.,_,"внутренний мир, политика",,
зарегистрироваться,6862,sign up,V,B2,LM,1,зарегистрироваться,Perf.Inf,"Чтобы купить билет на поезд, нужно зарегистрироваться на сайте.",You need to log in to the site in order to buy a train ticket.,_,общение,,
зарегистрироваться,6863,sign up,V,B2,LM,2,зарегистрировалось,Neut.Sing.Past,За 2018 год в России зарегистрировалось около восемнадцати миллионов мигрантов.,"In 2018, about eighteen million migrants were registered in Russia.",_,общение,,
заповедник,6864,nature reserve,N.Masc.Inan,B2,LM,1,заповедниках,Loc.Plur,Дикую природу необходимо сохранять в заповедниках.,Wildlife must be saved in nature reserves.,_,животные/растения,,
заповедник,6865,nature reserve,N.Masc.Inan,B2,LM,2,заповедников,Gen.Plur,Государство поддерживает развитие природных заповедников.,The state supports the development of nature reserves.,_,животные/растения,,
заповедник,6866,nature reserve,N.Masc.Inan,B2,LM,3,заповедники,Nom.Plur,Государственные заповедники и национальные парки — это охраняемые территории. ,State nature reserves and national parks are protected areas.,_,животные/растения,,
запрет,6867,ban,N.Masc.Inan,B2,LM,1,запрета,Gen.Sing,Что ты думаешь по поводу запрета рекламы пива?,What do you think about beer advertising ban?,_,политика,,
запрет,6868,ban,N.Masc.Inan,B2,LM,2,запретов,Gen.Plur,Государство отказалось от запретов на импорт.,The state refused import bans.,_,политика,,
запрет,6869,ban,N.Masc.Inan,B2,LM,3,запрет,Acc.Sing,"Я считаю, что было правильно ввести запрет на курение в общественных местах.",I think that it was right to ban smoking in public areas.,_,политика,,
заработок,6870,earnings,N.Masc.Inan,B2,LM,1,заработок,Nom.Sing,Средний заработок по стране увеличился.,The average earnings across the country increased.,_,учёба/работа,,
