Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
несчастливый,3829,_,A,B1,LM,2,несчастливы,Plur,_,_,_,_
несчастливый,3830,_,A,B1,LM,3,несчастливой,Gen.Fem.Sing,_,_,_,_
нефть,3831,_,N.Fem.Inan,B1,LM,1,нефть,Acc.Sing,_,_,_,_
нефть,3832,_,N.Fem.Inan,B1,LM,2,нефти,Gen.Sing,_,_,_,_
нефть,3833,_,N.Fem.Inan,B1,LM,3,нефтью,Ins.Sing,_,_,_,_
нижний,3834,_,A,B1,LM,1,нижнем,Loc.Masc.Sing,_,_,_,_
нижний,3835,_,A,B1,LM,2,нижней,Loc.Fem.Sing,_,_,_,_
нижний,3836,_,A,B1,LM,3,нижнюю,Acc.Fem.Sing,_,_,_,_
новогодний,3837,_,A,B1,"Golosa, LM",1,новогоднюю,Acc.Fem.Sing,_,_,_,_
новогодний,3838,_,A,B1,"Golosa, LM",2,новогодние,Inan.Acc.Plur,_,_,_,_
новогодний,3839,_,A,B1,"Golosa, LM",3,новогоднем,Loc.Masc.Sing,_,_,_,_
носить,3840,_,V,B1,"LM, Поехали",1,носит,Sing.3.Pres/Fut,_,_,_,_
носить,3841,_,V,B1,"LM, Поехали",2,носить,Inf,_,_,_,_
носить,3842,_,V,B1,"LM, Поехали",3,носят,Plur.3.Pres/Fut,_,_,_,_
перчатка,3843,_,N.Fem.Inan,B1,LM,1,перчатки,Acc.Plur,_,_,_,_
перчатка,3844,_,N.Fem.Inan,B1,LM,2,перчаток,Gen.Plur,_,_,_,_
перчатка,3845,_,N.Fem.Inan,B1,LM,3,перчатках,Loc.Plur,_,_,_,_
ночной,3846,_,A,B1,LM,1,ночных,Gen.Plur,_,_,_,_
ночной,3847,_,A,B1,LM,2,ночной,Inan.Acc.Masc.Sing,_,_,_,_
ночной,3848,_,A,B1,LM,3,ночная,Nom.Fem.Sing,_,_,_,_
обижать,3849,_,V,B1,LM,1,обижают,Plur.3.Pres/Fut,_,_,_,_
обижать,3850,_,V,B1,LM,2,обижать,Inf,_,_,_,_
обижать,3851,_,V,B1,LM,3,обижает,Sing.3.Pres/Fut,_,_,_,_
обижаться,3852,_,V,B1,LM,1,обижаются,Plur.3.Pres/Fut,_,_,_,_
обижаться,3853,_,V,B1,LM,2,обижаться,Inf,_,_,_,_
обижаться,3854,_,V,B1,LM,3,обижайся,Imper.Sing.2,_,_,_,_
обладать,3855,_,V,B1,LM,1,обладает,Sing.3.Pres/Fut,_,_,_,_
обладать,3856,_,V,B1,LM,2,обладают,Plur.3.Pres/Fut,_,_,_,_
обладать,3857,_,V,B1,LM,3,обладать,Inf,_,_,_,_
синтаксис,3858,_,N.Masc.Inan,B1,LM,1,синтаксиса,Gen.Sing,_,_,_,_
синтаксис,3859,_,N.Masc.Inan,B1,LM,2,синтаксис,Nom.Sing,_,_,_,_
облако,3860,_,N.Neut.Inan,B1,LM,1,облаков,Gen.Plur,_,_,_,_
облако,3861,_,N.Neut.Inan,B1,LM,2,облака,Nom.Plur,_,_,_,_
облако,3862,_,N.Neut.Inan,B1,LM,3,облаках,Loc.Plur,_,_,_,_
коробок,3863,_,N.Masc.Inan,B1,LM,1,коробок,Acc.Sing,_,_,_,_
архитектурный,3864,_,A,B1,LM,1,архитектурные,Inan.Acc.Plur,_,_,_,_
архитектурный,3865,_,A,B1,LM,2,архитектурному,Dat.Neut.Sing,_,_,_,_
архитектурный,3866,_,A,B1,LM,3,архитектурной,Dat.Fem.Sing,_,_,_,_
несовершенный,3867,_,A,B1,LM,1,несовершенных,Gen.Plur,_,_,_,_
несовершенный,3868,_,A,B1,LM,2,несовершенным,Ins.Masc.Sing,_,_,_,_
несовершенный,3869,_,A,B1,LM,3,несовершенный,Nom.Masc.Sing,_,_,_,_
область,3870,_,N.Fem.Inan,B1,LM,1,области,Loc.Sing,_,_,_,_
область,3871,_,N.Fem.Inan,B1,LM,2,область,Nom.Sing,_,_,_,_
область,3872,_,N.Fem.Inan,B1,LM,3,областях,Loc.Plur,_,_,_,_
обмен,3873,_,N.Masc.Inan,B1,"Golosa, LM",1,обмена,Gen.Sing,_,_,_,_
обмен,3874,_,N.Masc.Inan,B1,"Golosa, LM",2,обмен,Nom.Sing,_,_,_,_
обмен,3875,_,N.Masc.Inan,B1,"Golosa, LM",3,обменов,Gen.Plur,_,_,_,_
обрадовать,3876,_,V,B1,LM,1,обрадовать,Inf,_,_,_,_
обрадовать,3877,_,V,B1,LM,2,обрадовал,Masc.Sing.Past,_,_,_,_
обрадовать,3878,_,A,B1,LM,3,обрадованный,Nom.Masc.Sing,_,_,_,_
обрадоваться,3879,_,V,B1,"MiP, LM",1,обрадовался,Masc.Sing.Past,_,_,_,_
обрадоваться,3880,_,V,B1,"MiP, LM",2,обрадовались,Plur.Past,_,_,_,_
обрадоваться,3881,_,V,B1,"MiP, LM",3,обрадовалась,Fem.Sing.Past,_,_,_,_
образ,3882,_,N.Masc.Inan,B1,LM,1,образом,Ins.Sing,_,_,_,_
образ,3883,_,N.Masc.Inan,B1,LM,2,образ,Nom.Sing,_,_,_,_
образ,3884,_,N.Masc.Inan,B1,LM,3,образа,Gen.Sing,_,_,_,_
образец,3885,_,N.Masc.Inan,B1,"Golosa, LM",1,образца,Gen.Sing,_,_,_,_
образец,3886,_,N.Masc.Inan,B1,"Golosa, LM",2,образцы,Nom.Plur,_,_,_,_
образец,3887,_,N.Masc.Inan,B1,"Golosa, LM",3,образец,Nom.Sing,_,_,_,_
обращать,3888,_,V,B1,LM,1,обращать,Inf,_,_,_,_
обращать,3889,_,V,B1,LM,2,обращают,Plur.3.Pres/Fut,_,_,_,_
обращать,3890,_,V,B1,LM,3,обращает,Sing.3.Pres/Fut,_,_,_,_
обращаться,3891,_,V,B1,"Golosa, LM",1,обращаться,Inf,_,_,_,_
обращаться,3892,_,V,B1,"Golosa, LM",2,обращается,Sing.3.Pres/Fut,_,_,_,_
обращаться,3893,_,V,B1,"Golosa, LM",3,обращаясь,Pres/Fut,_,_,_,_
обсуждать,3894,_,V,B1,LM,1,обсуждать,Inf,_,_,_,_
обсуждать,3895,_,V,B1,LM,2,обсуждали,Plur.Past,_,_,_,_
обсуждать,3896,_,V,B1,LM,3,обсуждают,Plur.3.Pres/Fut,_,_,_,_
обучать,3897,_,A,B1,LM,1,обучаемого,Gen.Masc.Sing,_,_,_,_
обучать,3898,_,V,B1,LM,2,обучают,Plur.3.Pres/Fut,_,_,_,_
обучать,3899,_,V,B1,LM,3,обучать,Inf,_,_,_,_
обучение,3900,_,N.Neut.Inan,B1,"Golosa, LM",1,обучения,Gen.Sing,_,_,_,_
обучение,3901,_,N.Neut.Inan,B1,"Golosa, LM",2,обучение,Nom.Sing,_,_,_,_
обучение,3902,_,N.Neut.Inan,B1,"Golosa, LM",3,обучением,Ins.Sing,_,_,_,_
обходить,3903,_,V,B1,LM,1,обходя,Pres/Fut,_,_,_,_
обходить,3904,_,V,B1,LM,2,обходят,Plur.3.Pres/Fut,_,_,_,_
обходить,3905,_,V,B1,LM,3,обходить,Inf,_,_,_,_
общественный,3906,_,A,B1,LM,1,общественных,Gen.Plur,_,_,_,_
общественный,3907,_,A,B1,LM,2,общественного,Gen.Neut.Sing,_,_,_,_
общественный,3908,_,A,B1,LM,3,общественные,Nom.Plur,_,_,_,_
объединять,3909,_,V,B1,LM,1,объединяет,Sing.3.Pres/Fut,_,_,_,_
объединять,3910,_,V,B1,LM,2,объединяют,Plur.3.Pres/Fut,_,_,_,_
объединять,3911,_,V,B1,LM,3,объединять,Inf,_,_,_,_
объявлять,3912,_,V,B1,LM,1,объявляет,Sing.3.Pres/Fut,_,_,_,_
объявлять,3913,_,V,B1,LM,2,объявлять,Inf,_,_,_,_
объявлять,3914,_,V,B1,LM,3,объявляла,Fem.Sing.Past,_,_,_,_
объяснение,3915,_,N.Neut.Inan,B1,LM,1,объяснения,Gen.Sing,_,_,_,_
объяснение,3916,_,N.Neut.Inan,B1,LM,2,объяснение,Acc.Sing,_,_,_,_
объяснение,3917,_,N.Neut.Inan,B1,LM,3,объяснению,Dat.Sing,_,_,_,_
обычай,3918,_,N.Masc.Inan,B1,LM,1,обычай,Nom.Sing,_,_,_,_
обычай,3919,_,N.Masc.Inan,B1,LM,2,обычаем,Ins.Sing,_,_,_,_
обычай,3920,_,N.Masc.Inan,B1,LM,3,обычаю,Dat.Sing,_,_,_,_
обязанный,3921,_,A,B1,LM,1,обязан,Masc.Sing,_,_,_,_
обязанный,3922,_,A,B1,LM,2,обязаны,Plur,_,_,_,_
обязанный,3923,_,A,B1,LM,3,обязана,Fem.Sing,_,_,_,_
овца,3924,_,N.Fem.Anim,B1,LM,1,овцы,Gen.Sing,_,_,_,_
овца,3925,_,N.Fem.Anim,B1,LM,2,овца,Nom.Sing,_,_,_,_
овца,3926,_,N.Fem.Anim,B1,LM,3,овец,Acc.Plur,_,_,_,_
огонь,3927,_,N.Masc.Inan,B1,LM,1,огонь,Acc.Sing,_,_,_,_
огонь,3928,_,N.Masc.Inan,B1,LM,2,огня,Gen.Sing,_,_,_,_
огонь,3929,_,N.Masc.Inan,B1,LM,3,огни,Nom.Plur,_,_,_,_
огурец,3930,_,N.Masc.Inan,B1,"MiP, LM, Поехали",1,огурец,Nom.Sing,_,_,_,_
огурец,3931,_,N.Masc.Inan,B1,"MiP, LM, Поехали",2,огурцы,Acc.Plur,_,_,_,_
огурец,3932,_,N.Masc.Inan,B1,"MiP, LM, Поехали",3,огурцов,Gen.Plur,_,_,_,_
одевать,3933,_,V,B1,LM,1,одеваешь,Sing.2.Pres/Fut,_,_,_,_
одевать,3934,_,V,B1,LM,2,одевают,Plur.3.Pres/Fut,_,_,_,_
одевать,3935,_,V,B1,LM,3,одеваю,Sing.1.Pres/Fut,_,_,_,_
оказываться,3936,_,V,B1,LM,1,оказывается,Sing.3.Pres/Fut,_,_,_,_
оказываться,3937,_,V,B1,LM,2,оказываются,Plur.3.Pres/Fut,_,_,_,_
оказываться,3938,_,V,B1,LM,3,оказывались,Plur.Past,_,_,_,_
некуда,3939,_,V,B1,LM,1,некуда,,_,_,_,_
океан,3940,_,N.Masc.Inan,B1,LM,1,океана,Gen.Sing,_,_,_,_
океан,3941,_,N.Masc.Inan,B1,LM,2,океане,Loc.Sing,_,_,_,_
океан,3942,_,N.Masc.Inan,B1,LM,3,океан,Nom.Sing,_,_,_,_
опасность,3943,_,N.Fem.Inan,B1,LM,1,опасность,Acc.Sing,_,_,_,_
опасность,3944,_,N.Fem.Inan,B1,LM,2,опасности,Gen.Sing,_,_,_,_
опасность,3945,_,N.Fem.Inan,B1,LM,3,опасностью,Ins.Sing,_,_,_,_
опасный,3946,_,A,B1,LM,1,опасны,Plur,_,_,_,_
опасный,3947,_,A,B1,LM,2,опасный,Inan.Acc.Masc.Sing,_,_,_,_
опасный,3948,_,A,B1,LM,3,опасно,Neut.Sing,_,_,_,_
операция,3949,_,N.Fem.Inan,B1,LM,1,операции,Gen.Sing,_,_,_,_
операция,3950,_,N.Fem.Inan,B1,LM,2,операций,Gen.Plur,_,_,_,_
операция,3951,_,N.Fem.Inan,B1,LM,3,операция,Nom.Sing,_,_,_,_
ложа,3952,_,N.Fem.Inan,B1,LM,1,ложи,Gen.Sing,_,_,_,_
ложа,3953,_,N.Fem.Inan,B1,LM,2,ложа,Nom.Sing,_,_,_,_
ложа,3954,_,N.Fem.Inan,B1,LM,3,ложу,Acc.Sing,_,_,_,_
описывать,3955,_,V,B1,"Golosa, LM",1,описывать,Inf,_,_,_,_
описывать,3956,_,V,B1,"Golosa, LM",2,описывают,Plur.3.Pres/Fut,_,_,_,_
описывать,3957,_,V,B1,"Golosa, LM",3,описывает,Sing.3.Pres/Fut,_,_,_,_
опыт,3958,_,N.Masc.Inan,B1,"Golosa, LM",1,опыт,Nom.Sing,_,_,_,_
опыт,3959,_,N.Masc.Inan,B1,"Golosa, LM",2,опыта,Gen.Sing,_,_,_,_
опыт,3960,_,N.Masc.Inan,B1,"Golosa, LM",3,опытом,Ins.Sing,_,_,_,_
организация,3961,_,N.Fem.Inan,B1,LM,1,организаций,Gen.Plur,_,_,_,_
организация,3962,_,N.Fem.Inan,B1,LM,2,организации,Gen.Sing,_,_,_,_
организация,3963,_,N.Fem.Inan,B1,LM,3,организация,Nom.Sing,_,_,_,_
организовать,3964,_,V,B1,,1,организовать,Inf,_,_,_,_
организовать,3965,_,A,B1,,2,организованы,Plur,_,_,_,_
организовать,3966,_,A,B1,,3,организован,Masc.Sing,_,_,_,_
оригинальный,3967,_,A,B1,LM,1,оригинальных,Gen.Plur,_,_,_,_
оригинальный,3968,_,A,B1,LM,2,оригинальной,Gen.Fem.Sing,_,_,_,_
оригинальный,3969,_,A,B1,LM,3,оригинальная,Nom.Fem.Sing,_,_,_,_
оружие,3970,_,N.Neut.Inan,B1,LM,1,оружия,Gen.Sing,_,_,_,_
оружие,3971,_,N.Neut.Inan,B1,LM,2,оружие,Acc.Sing,_,_,_,_
оружие,3972,_,N.Neut.Inan,B1,LM,3,оружием,Ins.Sing,_,_,_,_
освобождать,3973,_,V,B1,LM,1,освобождает,Sing.3.Pres/Fut,_,_,_,_
освобождать,3974,_,V,B1,LM,2,освобождая,Pres/Fut,_,_,_,_
освобождать,3975,_,V,B1,LM,3,освобождают,Plur.3.Pres/Fut,_,_,_,_
выступ,3976,_,N.Masc.Inan,B1,LM,1,выступ,Acc.Sing,_,_,_,_
выступ,3977,_,N.Masc.Inan,B1,LM,2,выступом,Ins.Sing,_,_,_,_
гостеприимный,3978,_,A,B1,LM,1,гостеприимный,Inan.Acc.Masc.Sing,_,_,_,_
гостеприимный,3979,_,A,B1,LM,2,гостеприимные,Nom.Plur,_,_,_,_
гостеприимный,3980,_,A,B1,LM,3,гостеприимную,Acc.Fem.Sing,_,_,_,_
осмотреть,3981,_,V,B1,,1,осмотреть,Inf,_,_,_,_
осмотреть,3982,_,V,B1,,2,осмотрел,Masc.Sing.Past,_,_,_,_
основа,3983,_,N.Fem.Inan,B1,"Golosa, LM",1,основе,Loc.Sing,_,_,_,_
основа,3984,_,N.Fem.Inan,B1,"Golosa, LM",2,основу,Acc.Sing,_,_,_,_
основа,3985,_,N.Fem.Inan,B1,"Golosa, LM",3,основа,Nom.Sing,_,_,_,_
основатель,3986,_,N.Masc.Anim,B1,LM,1,основателя,Gen.Sing,_,_,_,_
основатель,3987,_,N.Masc.Anim,B1,LM,2,основатели,Nom.Plur,_,_,_,_
основатель,3988,_,N.Masc.Anim,B1,LM,3,основателем,Ins.Sing,_,_,_,_
основывать,3989,_,V,B1,LM,1,основывает,Sing.3.Pres/Fut,_,_,_,_
особенность,3990,_,N.Fem.Inan,B1,LM,1,особенностей,Gen.Plur,_,_,_,_
особенность,3991,_,N.Fem.Inan,B1,LM,2,особенности,Nom.Plur,_,_,_,_
особенность,3992,_,N.Fem.Inan,B1,LM,3,особенностями,Ins.Plur,_,_,_,_
особый,3993,_,A,B1,"Golosa, LM",1,особых,Gen.Plur,_,_,_,_
особый,3994,_,A,B1,"Golosa, LM",2,особый,Inan.Acc.Masc.Sing,_,_,_,_
особый,3995,_,A,B1,"Golosa, LM",3,особую,Acc.Fem.Sing,_,_,_,_
оставаться,3996,_,V,B1,"Golosa, LM",1,остаётся,Sing.3.Pres/Fut,_,_,_,_
оставаться,3997,_,V,B1,"Golosa, LM",2,остаются,Plur.3.Pres/Fut,_,_,_,_
оставаться,3998,_,V,B1,"Golosa, LM",3,оставалось,Neut.Sing.Past,_,_,_,_
оставлять,3999,_,V,B1,"Golosa, LM",1,оставляет,Sing.3.Pres/Fut,_,_,_,_
оставлять,4000,_,V,B1,"Golosa, LM",2,оставлять,Inf,_,_,_,_
оставлять,4001,_,V,B1,"Golosa, LM",3,оставляя,Pres/Fut,_,_,_,_
остальной,4002,_,A,B1,LM,1,остальных,Gen.Plur,_,_,_,_
остальной,4003,_,A,B1,LM,2,остальные,Nom.Plur,_,_,_,_
остальной,4004,_,A,B1,LM,3,остальным,Dat.Plur,_,_,_,_
останавливать,4005,_,V,B1,LM,1,останавливают,Plur.3.Pres/Fut,_,_,_,_
останавливать,4006,_,V,B1,LM,2,останавливает,Sing.3.Pres/Fut,_,_,_,_
останавливать,4007,_,V,B1,LM,3,останавливаю,Sing.1.Pres/Fut,_,_,_,_
останавливаться,4008,_,V,B1,LM,1,останавливается,Sing.3.Pres/Fut,_,_,_,_
останавливаться,4009,_,V,B1,LM,2,останавливался,Masc.Sing.Past,_,_,_,_
останавливаться,4010,_,V,B1,LM,3,останавливаться,Inf,_,_,_,_
острый,4011,_,A,B1,LM,1,острым,Ins.Masc.Sing,_,_,_,_
острый,4012,_,A,B1,LM,2,острый,Nom.Masc.Sing,_,_,_,_
острый,4013,_,A,B1,LM,3,острых,Gen.Plur,_,_,_,_
остывать,4014,_,V,B1,LM,1,остывает,Sing.3.Pres/Fut,_,_,_,_
остывать,4015,_,A,B1,LM,2,остывающем,Loc.Masc.Sing,_,_,_,_
остывать,4016,_,A,B1,LM,3,остывающей,Dat.Fem.Sing,_,_,_,_
отвозить,4017,_,V,B1,LM,1,отвозить,Inf,_,_,_,_
отвозить,4018,_,V,B1,LM,2,отвозит,Sing.3.Pres/Fut,_,_,_,_
отвозить,4019,_,A,B1,LM,3,отвозивший,Nom.Masc.Sing,_,_,_,_
отдавать,4020,_,V,B1,"MiP, LM",1,отдавать,Inf,_,_,_,_
отдавать,4021,_,V,B1,"MiP, LM",2,отдаёт,Sing.3.Pres/Fut,_,_,_,_
отдавать,4022,_,V,B1,"MiP, LM",3,отдают,Plur.3.Pres/Fut,_,_,_,_
отказываться,4023,_,V,B1,"Golosa, LM",1,отказывается,Sing.3.Pres/Fut,_,_,_,_
отказываться,4024,_,V,B1,"Golosa, LM",2,отказываться,Inf,_,_,_,_
отказываться,4025,_,V,B1,"Golosa, LM",3,отказываются,Plur.3.Pres/Fut,_,_,_,_
отличный,4026,_,A,B1,LM,1,отличный,Nom.Masc.Sing,_,_,_,_
отличный,4027,_,A,B1,LM,2,отличная,Nom.Fem.Sing,_,_,_,_
отличный,4028,_,A,B1,LM,3,отличные,Nom.Plur,_,_,_,_
отметка,4029,_,N.Fem.Inan,B1,LM,1,отметки,Gen.Sing,_,_,_,_
отметка,4030,_,N.Fem.Inan,B1,LM,2,отметок,Gen.Plur,_,_,_,_
отметка,4031,_,N.Fem.Inan,B1,LM,3,отметку,Acc.Sing,_,_,_,_
отнимать,4032,_,V,B1,LM,1,отнимает,Sing.3.Pres/Fut,_,_,_,_
отнимать,4033,_,V,B1,LM,2,отнимать,Inf,_,_,_,_
отнимать,4034,_,V,B1,LM,3,отнимали,Plur.Past,_,_,_,_
фото,4035,_,N.Neut.Inan,B1,LM,1,фото,Nom.Sing,_,_,_,_
относить,4036,_,V,B1,LM,1,относить,Inf,_,_,_,_
относить,4037,_,V,B1,LM,2,относите,Plur.2.Pres/Fut,_,_,_,_
относить,4038,_,V,B1,LM,3,относит,Sing.3.Pres/Fut,_,_,_,_
относиться,4039,_,V,B1,"Golosa, LM",1,относится,Sing.3.Pres/Fut,_,_,_,_
относиться,4040,_,V,B1,"Golosa, LM",2,относятся,Plur.3.Pres/Fut,_,_,_,_
относиться,4041,_,V,B1,"Golosa, LM",3,относиться,Inf,_,_,_,_
отпуск,4042,_,N.Masc.Inan,B1,"MiP, LM, Поехали",1,отпуск,Acc.Sing,_,_,_,_
отпуск,4043,_,N.Masc.Inan,B1,"MiP, LM, Поехали",2,отпуске,Loc.Sing,_,_,_,_
отпуск,4044,_,N.Masc.Inan,B1,"MiP, LM, Поехали",3,отпуска,Gen.Sing,_,_,_,_
отсталый,4045,_,A,B1,LM,1,отсталыми,Ins.Plur,_,_,_,_
отсталый,4046,_,A,B1,LM,2,отсталой,Ins.Fem.Sing,_,_,_,_
отсталый,4047,_,A,B1,LM,3,отсталый,Nom.Masc.Sing,_,_,_,_
отходить,4048,_,V,B1,"Golosa, LM",1,отходит,Sing.3.Pres/Fut,_,_,_,_
отходить,4049,_,V,B1,"Golosa, LM",2,отходят,Plur.3.Pres/Fut,_,_,_,_
отходить,4050,_,V,B1,"Golosa, LM",3,отхожу,Sing.1.Pres/Fut,_,_,_,_
отъезд,4051,_,N.Masc.Inan,B1,LM,1,отъезда,Gen.Sing,_,_,_,_
отъезд,4052,_,N.Masc.Inan,B1,LM,2,отъездом,Ins.Sing,_,_,_,_
отъезд,4053,_,N.Masc.Inan,B1,LM,3,отъезде,Loc.Sing,_,_,_,_
отъезжать,4054,_,A,B1,"Golosa, LM",1,отъезжающими,Ins.Plur,_,_,_,_
отъезжать,4055,_,A,B1,"Golosa, LM",2,отъезжающий,Acc.Masc.Sing,_,_,_,_
отъезжать,4056,_,V,B1,"Golosa, LM",3,отъезжал,Masc.Sing.Past,_,_,_,_
офицер,4057,_,N.Masc.Anim,B1,LM,1,офицеров,Gen.Plur,_,_,_,_
офицер,4058,_,N.Masc.Anim,B1,LM,2,офицеры,Nom.Plur,_,_,_,_
офицер,4059,_,N.Masc.Anim,B1,LM,3,офицера,Gen.Sing,_,_,_,_
официальный,4060,_,A,B1,LM,1,официальных,Gen.Plur,_,_,_,_
официальный,4061,_,A,B1,LM,2,официальная,Nom.Fem.Sing,_,_,_,_
официальный,4062,_,A,B1,LM,3,официальном,Loc.Masc.Sing,_,_,_,_
официант,4063,_,N.Masc.Anim,B1,LM,1,официанты,Nom.Plur,_,_,_,_
официант,4064,_,N.Masc.Anim,B1,LM,2,официантом,Ins.Sing,_,_,_,_
официант,4065,_,N.Masc.Anim,B1,LM,3,официантов,Gen.Plur,_,_,_,_
оформлять,4066,_,V,B1,LM,1,оформляют,Plur.3.Pres/Fut,_,_,_,_
оформлять,4067,_,V,B1,LM,2,оформляю,Sing.1.Pres/Fut,_,_,_,_
оформлять,4068,_,V,B1,LM,3,оформлять,Inf,_,_,_,_
ошибаться,4069,_,V,B1,LM,1,ошибаюсь,Sing.1.Pres/Fut,_,_,_,_
ошибаться,4070,_,V,B1,LM,2,ошибаться,Inf,_,_,_,_
ошибаться,4071,_,V,B1,LM,3,ошибался,Masc.Sing.Past,_,_,_,_
память,4072,_,N.Fem.Inan,B1,LM,1,памяти,Gen.Sing,_,_,_,_
память,4073,_,N.Fem.Inan,B1,LM,2,память,Acc.Sing,_,_,_,_
память,4074,_,N.Fem.Inan,B1,LM,3,памятью,Ins.Sing,_,_,_,_
пар,4075,_,N.Masc.Inan,B1,"LM, Поехали",1,пара,Gen.Sing,_,_,_,_
пар,4076,_,N.Masc.Inan,B1,"LM, Поехали",2,пар,Nom.Sing,_,_,_,_
пар,4077,_,N.Masc.Inan,B1,"LM, Поехали",3,паром,Ins.Sing,_,_,_,_
пассаж,4078,_,N.Masc.Inan,B1,LM,1,пассажей,Gen.Plur,_,_,_,_
пассаж,4079,_,N.Masc.Inan,B1,LM,2,пассаж,Nom.Sing,_,_,_,_
пассаж,4080,_,N.Masc.Inan,B1,LM,3,пассаже,Loc.Sing,_,_,_,_
полететь,4081,_,V,B1,LM,1,полетели,Plur.Past,_,_,_,_
полететь,4082,_,V,B1,LM,2,полетел,Masc.Sing.Past,_,_,_,_
полететь,4083,_,V,B1,LM,3,полетят,Plur.3.Pres/Fut,_,_,_,_
пассажир,4084,_,N.Masc.Anim,B1,"MiP, LM",1,пассажир,Nom.Sing,_,_,_,_
пассажир,4085,_,N.Masc.Anim,B1,"MiP, LM",2,пассажиров,Gen.Plur,_,_,_,_
пассажир,4086,_,N.Masc.Anim,B1,"MiP, LM",3,пассажиры,Nom.Plur,_,_,_,_
педагог,4087,_,N.Masc.Anim,B1,LM,1,педагогов,Gen.Plur,_,_,_,_
педагог,4088,_,N.Masc.Anim,B1,LM,2,педагог,Nom.Sing,_,_,_,_
педагог,4089,_,N.Masc.Anim,B1,LM,3,педагоги,Nom.Plur,_,_,_,_
переходный,4090,_,A,B1,LM,1,переходный,Nom.Masc.Sing,_,_,_,_
переходный,4091,_,A,B1,LM,2,переходного,Gen.Masc.Sing,_,_,_,_
переходный,4092,_,A,B1,LM,3,переходные,Inan.Acc.Plur,_,_,_,_
четверка,4093,_,N.Fem.Inan,B1,LM,1,четвёрка,Nom.Sing,_,_,_,_
четверка,4094,_,N.Fem.Inan,B1,LM,2,четвёрок,Gen.Plur,_,_,_,_
четверка,4095,_,N.Fem.Inan,B1,LM,3,четвёрке,Loc.Sing,_,_,_,_
перевозить,4096,_,V,B1,LM,1,перевозят,Plur.3.Pres/Fut,_,_,_,_
перевозить,4097,_,V,B1,LM,2,перевозить,Inf,_,_,_,_
перевозить,4098,_,V,B1,LM,3,перевозили,Plur.Past,_,_,_,_
перенашивать,4099,_,V,B1,LM,1,перенашивать,Inf,_,_,_,_
перенести,4100,_,V,B1,LM,1,перенести,Inf,_,_,_,_
перенести,4101,_,V,B1,LM,2,перенёс,Masc.Sing.Past,_,_,_,_
перенести,4102,_,A,B1,LM,3,перенесён,Masc.Sing,_,_,_,_
переставать,4103,_,V,B1,LM,1,перестаёт,Sing.3.Pres/Fut,_,_,_,_
переставать,4104,_,V,B1,LM,2,перестают,Plur.3.Pres/Fut,_,_,_,_
переставать,4105,_,V,B1,LM,3,переставая,Pres/Fut,_,_,_,_
переулок,4106,_,N.Masc.Inan,B1,LM,1,переулок,Acc.Sing,_,_,_,_
переулок,4107,_,N.Masc.Inan,B1,LM,2,переулке,Loc.Sing,_,_,_,_
переулок,4108,_,N.Masc.Inan,B1,LM,3,переулку,Dat.Sing,_,_,_,_
перо,4109,_,N.Neut.Inan,B1,"Golosa, LM",1,пера,Gen.Sing,_,_,_,_
перо,4110,_,N.Neut.Inan,B1,"Golosa, LM",2,перу,Dat.Sing,_,_,_,_
перо,4111,_,N.Neut.Inan,B1,"Golosa, LM",3,перо,Nom.Sing,_,_,_,_
песок,4112,_,N.Masc.Inan,B1,LM,1,песок,Acc.Sing,_,_,_,_
песок,4113,_,N.Masc.Inan,B1,LM,2,песка,Gen.Sing,_,_,_,_
песок,4114,_,N.Masc.Inan,B1,LM,3,песком,Ins.Sing,_,_,_,_
кроссовок,4115,_,N.Masc.Inan,B1,LM,1,кроссовках,Loc.Plur,_,_,_,_
кроссовок,4116,_,N.Masc.Inan,B1,LM,2,кроссовки,Acc.Plur,_,_,_,_
пессимист,4117,_,N.Masc.Anim,B1,LM,1,пессимисты,Nom.Plur,_,_,_,_
пессимист,4118,_,N.Masc.Anim,B1,LM,2,пессимист,Nom.Sing,_,_,_,_
пессимист,4119,_,N.Masc.Anim,B1,LM,3,пессимистом,Ins.Sing,_,_,_,_
печатать,4120,_,V,B1,"Golosa, LM",1,печатали,Plur.Past,_,_,_,_
печатать,4121,_,V,B1,"Golosa, LM",2,печатают,Plur.3.Pres/Fut,_,_,_,_
печатать,4122,_,V,B1,"Golosa, LM",3,печатать,Inf,_,_,_,_
прилагательное,4123,_,N.Neut.Inan,B1,LM,1,прилагательных,Gen.Plur,_,_,_,_
прилагательное,4124,_,N.Neut.Inan,B1,LM,2,прилагательным,Ins.Sing,_,_,_,_
прилагательное,4125,_,N.Neut.Inan,B1,LM,3,прилагательное,Nom.Sing,_,_,_,_
нечего,4126,_,V,B1,LM,1,нечего,,_,_,_,_
пицца,4127,_,N.Fem.Inan,B1,"Golosa, LM",1,пицца,Nom.Sing,_,_,_,_
платок,4128,_,N.Masc.Inan,B1,"LM, Поехали",1,платок,Acc.Sing,_,_,_,_
платок,4129,_,N.Masc.Inan,B1,"LM, Поехали",2,платком,Ins.Sing,_,_,_,_
платок,4130,_,N.Masc.Inan,B1,"LM, Поехали",3,платке,Loc.Sing,_,_,_,_
