Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
сумка,1098,bag,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,сумке,Loc.Sing,Я не могу найти ключи в сумке.,I can’t find the keys in the bag.,_,магазин,
соль,1099,salt,N.Fem.Inan,A1,"Golosa, MiP, МН",1,соли,Gen.Sing,"В этом салате мало соли, нужно добавить.","There's not enough salt in this salad, we need to add more.",_,"еда, магазин",
соль,1100,salt,N.Fem.Inan,A1,"Golosa, MiP, МН",2,соль,Acc.Sing,"Передай мне, пожалуйста, соль.","Pass me the salt, please.",_,"еда, магазин",
соль,1101,salt,N.Fem.Inan,A1,"Golosa, MiP, МН",3,солей,Gen.Plur,В этой воде много солей магния.,This water contains a lot of magnesium salts.,_,"еда, магазин",
вокзал,1102,train station,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",1,вокзала,Gen.Sing,С какого вокзала ты уезжаешь?,Which train station do you depart from?,_,"транспорт, путешествие",
вокзал,1103,train station,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",2,вокзале,Loc.Sing,Я провёл ночь на вокзале — ждал поезд в Мурманск.,I spent the night at the train station — I was waiting for the train to Murmansk.,_,"транспорт, путешествие",
вокзал,1104,train station,N.Masc.Inan,A1,"MiP, LM, МН, Поехали",3,вокзал,Acc.Sing,Вася поехал на вокзал встречать своих друзей.,Vasya has gone to the train station to pick up his friends.,_,"транспорт, путешествие",
бедный,1105,poor,A,A1,МН,1,бедный,Nom.Masc.Sing,Откуда у Пети деньги? Он же бедный студент.,Where does Petya get money from? He’s a poor student.,_,"люди, описание",
бедный,1106,poor,A,A1,МН,2,бедная,Nom.Fem.Sing,Бедная девочка! Выздоравливай скорее!,Poor girl! Get well soon!,_,"люди, описание",
бедный,1107,poor,N.Masc.Anim,A1,МН,3,бедных,Gen.Plur,Дети из бедных семей получат бесплатные обеды в школе.,Children from poor families will get free lunches at school.,_,"люди, описание",
специальность,1108,profession,N.Fem.Inan,A1,"Golosa, MiP, МН",1,специальности,Dat.Sing,Кто ты по специальности?,What’s your profession?,_,учёба/работа,
специальность,1109,profession,N.Fem.Inan,A1,"Golosa, MiP, МН",2,специальность,Nom.Sing,"Моя специальность — переводчик, но я работаю фотографом.","I’m an interpreter by profession, but I work as a photographer.",_,учёба/работа,
специальность,1110,profession,N.Fem.Inan,A1,"Golosa, MiP, МН",3,специальностям,Dat.Plur,В этом университете учат двадцати специальностям.,They teach 20 specializations in this university.,_,учёба/работа,
серый,1111,grey,A,A1,"Golosa, MiP, МН",1,серые,Nom.Plur,Мне не нравятся эти серые тучи на небе.,I don't like those grey clouds in the sky.,_,описание,
серый,1112,grey,A,A1,"Golosa, MiP, МН",2,серый,Nom.Masc.Sing,Серый волк — герой многих русских сказок.,The grey wolf is a character in many Russian fairy-tales.,_,описание,
серый,1113,grey,A,A1,"Golosa, MiP, МН",3,серых,Loc.Plur,Видите мужчину в серых штанах? Это мой дядя.,Do you see that man in grey pants? That’s my uncle.,_,описание,
поступать,1114,apply for entrance,V,A1,"Golosa, MiP, МН",1,поступают,Imperf.Plur.3,Куда поступают твои одноклассники?,What universities are your classmates are applying to?,_,учёба/работа,
поступать,1115,apply for entrance,V,A1,"Golosa, MiP, МН",2,поступать,Imperf.Inf,Мой брат в этом году поступает в МГУ.,My brother is applying to Moscow State University this year.,_,учёба/работа,
поступать,1116,apply for entrance,V,A1,"Golosa, MiP, МН",3,поступает,Imperf.Sing.3,"В этом году он не поступает в университет, а идёт работать.","He’s not applying to the university this year, he’s going to work.",_,учёба/работа,
факультет,1117,faculty,N.Masc.Inan,A1,"Golosa, MiP, МН",1,факультете,Loc.Sing,На каком факультете ты учишься?,Which faculty/department of the university do you study at?,_,учёба/работа,
факультет,1118,faculty,N.Masc.Inan,A1,"Golosa, MiP, МН",2,факультета,Gen.Sing,Это профессор с моего факультета.,This is a professor from my faculty/department.,_,учёба/работа,
факультет,1119,faculty,N.Masc.Inan,A1,"Golosa, MiP, МН",3,факультет,Acc.Sing,Я поступила на факультет лингвистики.,I got accepted into the linguistics department.,_,учёба/работа,
внучка,1120,granddaughter,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,внучка,Nom.Sing,Моя внучка любит танцевать.,My granddaughter likes to dance.,_,люди,
внучка,1121,granddaughter,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,внучку,Acc.Sing,Как зовут вашу внучку?,What's your granddaughter’s name?,_,люди,
внучка,1122,granddaughter,N.Fem.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,внучки,Gen.Sing,У моей внучки много талантов.,My granddaughter has many talents.,_,люди,
посылать,1123,send,V,A1,"MiP, МН",1,посылает,Imperf.Sing.3,Каждый месяц он посылает деньги своей семье.,He sends money to his family every month.,_,"люди, общение",
посылать,1124,send,V,A1,"MiP, МН",2,посылать,Imperf.Inf,Я люблю посылать друзьям открытки из путешествий.,I like to send my friends postcards from my travels.,_,"люди, общение",
посылать,1125,send,V,A1,"MiP, МН",3,посылают,Imperf.Plur.3,Сергея всегда посылают на встречи с клиентами.,They always send Sergey to meet with clients.,_,"люди, общение",
бассейн,1126,swimming pool,N.Masc.Inan,A1,"Golosa, MiP, МН, Поехали",1,бассейна,Gen.Sing,Я только что вернулась из бассейна.,I just came back from the swimming pool.,_,"свободное время, здоровье",
бассейн,1127,swimming pool,N.Masc.Inan,A1,"Golosa, MiP, МН, Поехали",2,бассейне,Loc.Sing,Я не люблю плавать в бассейне. Там слишком грязно.,I don't like to swim in the swimming pool. It’s too dirty there.,_,"свободное время, здоровье",
бассейн,1128,swimming pool,N.Masc.Inan,A1,"Golosa, MiP, МН, Поехали",3,бассейн,Nom.Sing,Рядом с нашим домом открылся новый бассейн.,A new swimming pool has opened next door to us.,_,"свободное время, здоровье",
менеджер,1129,manager,N.Masc.Anim,A1,"Golosa, MiP, МН",1,менеджер,Nom.Sing,Генеральный менеджер сейчас в отпуске. Что ему передать?,The general manager is now on vacation. Should I take a message?,_,"люди, учёба/работа",
менеджер,1130,manager,N.Masc.Anim,A1,"Golosa, MiP, МН",2,менеджеры,Nom.Plur,Менеджеры нашей компании собрались на встречу.,The managers of our company gathered for the meeting.,_,"люди, учёба/работа",
менеджер,1131,manager,N.Masc.Anim,A1,"Golosa, MiP, МН",3,менеджера,Gen.Sing,Дайте мне номер менеджера! Я хочу с ним поговорить. ,Give me your manager's number! I want to talk to him.,_,"люди, учёба/работа",
англичанин,1132,Englishman,N.Masc.Anim,A1,"МН, Поехали, Кс",1,англичане,Nom.Plur,Англичане пьют чай с молоком.,The English drink tea with milk.,_,"политика, люди",
англичанин,1133,Englishman,N.Masc.Anim,A1,"МН, Поехали, Кс",2,англичанин,Nom.Sing,"Наш сосед — англичанин. Он родился в Лондоне, но вырос в Москве.",Our neighbor is an Englishman. He was born in London but grew up in Moscow.,_,"политика, люди",
англичанин,1134,Englishman,N.Masc.Anim,A1,"МН, Поехали, Кс",3,англичанина,Acc.Sing,Ваня похож на англичанина.,Vanya looks like an Englishman.,_,"политика, люди",
свидание,1135,appointment,N.Neut.Inan,A1,"LM, МН",1,свидания,Gen.Sing,Мне пора идти. До свидания!,It’s time for me to go. Goodbye!,_,"люди, общение, свободное время",
свидание,1136,appointment,N.Neut.Inan,A1,"LM, МН",2,свидание,Acc.Sing,Я вчера опоздала на свидание.,I was late for my appointment yesterday.,_,"люди, общение, свободное время",
свидание,1137,deleted,,,,,,,,,_,,"свиданье is an old fashioned spelling and now rather rare, so I have removed this one"
спокойный,1138,calm,A,A1,МН,1,спокойное,Nom.Neut.Sing,Море сегодня спокойное.,The sea is calm today.,_,"люди, внутренний мир, описание",
спокойный,1139,calm,A,A1,МН,2,спокойной,Gen.Fem.Sing,Спокойной ночи! Сладких снов!,Goodnight! Sweet dreams!,_,"люди, внутренний мир, описание",
спокойный,1140,calm,A,A1,МН,3,спокойная,Nom.Fem.Sing,"День был ветреный и дождливый, а ночь — спокойная и тихая.",The day was windy and rainy but the night was calm and quiet.,_,"люди, внутренний мир, описание",
поужинать,1141,eat dinner,V,A1,"Golosa, MiP, LM, МН",1,поужинать,Perf.Inf,Где нам сегодня поужинать? Я хочу пиццу.,Where should we have dinner tonight? I want pizza.,_,еда,
поужинать,1142,eat dinner,V,A1,"Golosa, MiP, LM, МН",2,поужинали,Perf.Plur.Past,Вчера мы поужинали в итальянском ресторане.,We had dinner at an Italian restaurant yesterday.,_,еда,
поужинать,1143,eat dinner,V,A1,"Golosa, MiP, LM, МН",3,поужинаем,Perf.Plur.1,Давай поужинаем сегодня вместе?,Shall we have dinner together tonight?,_,еда,
внук,1144,grandson,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",1,внуков,Gen.Plur,У Марии Петровны пять внуков.,Mariya Petrovna has 5 grandchildren.,_,люди,
внук,1145,grandson,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",2,внуки,Nom.Plur,Мои внуки часто приезжают ко мне в гости.,My grandchildren visit me often.,_,люди,
внук,1146,grandson,N.Masc.Anim,A1,"Golosa, MiP, LM, МН, Поехали",3,внуку,Dat.Sing,Бабушка приготовила внуку котлеты с картошкой.,Grandmother made meatballs with potatoes for her grandson.,_,люди,
общежитие,1147,dormitory,N.Neut.Inan,A1,"Golosa, MiP, МН",1,общежитии,Loc.Sing,Вы живёте в квартире или в общежитии?,Do you live in an apartment or in a student dormitory?,_,"жильё, учёба/работа",
общежитие,1148,dormitory,N.Neut.Inan,A1,"Golosa, MiP, МН",2,общежитие,Nom.Sing,Наше общежитие очень старое.,Our dormitory is very old.,_,"жильё, учёба/работа",
общежитие,1149,dormitory,N.Neut.Inan,A1,"Golosa, MiP, МН",3,общежитиях,Loc.Plur,В общежитиях нельзя пить и курить.,It's prohibited to drink alcohol and smoke in the dormitories.,_,"жильё, учёба/работа",
иностранец,1150,foreigner,N.Masc.Anim,A1,МН,1,иностранцы,Nom.Plur,Иностранцы обычно приезжают в Москву или в Санкт-Петербург.,Foreigners usually come to Moscow or Saint Petersburg.,_,"политика, люди",
иностранец,1151,foreigner,N.Masc.Anim,A1,МН,2,иностранцев,Gen.Plur,На чемпионат мира по футболу в Россию приехало много иностранцев.,Many foreigners came to Russia for the World Cup.,_,"политика, люди",
иностранец,1152,foreigner,N.Masc.Anim,A1,МН,3,иностранец,Nom.Sing,Директор нашей компании — иностранец. Он приехал из Франции.,The director of our company is a foreigner. He came from France.,_,"политика, люди",
россия,1153,Russia,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",1,россии,Loc.Sing,Вам нравится жить в России?,Do you like living in Russia?,_,политика,
россия,1154,Russia,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",2,россию,Acc.Sing,Он приехал в Россию на неделю и остался навсегда.,He came to Russia for a week and stayed there forever.,_,политика,
россия,1155,Russia,N.Fem.Inan,A1,"Golosa, MiP, МН, Кс",3,россией,Ins.Sing,В Берлине начались переговоры между Россией и ЕС.,Negotiations between Russia and the EU began in Berlin.,_,политика,
горячий,1156,hot,A,A1,"Golosa, MiP, МН",1,горячих,Gen.Plur,Что у вас есть из горячих блюд?,Which of the main courses do you have?,_,"описание, еда",
горячий,1157,hot,A,A1,"Golosa, MiP, МН",2,горячей,Gen.Fem.Sing,Она только что вышла из горячей сауны.,She just came out of the hot sauna.,_,"описание, еда",
горячий,1158,hot,A,A1,"Golosa, MiP, МН",3,горячая,Nom.Fem.Sing,Осторожно! Вода в кружке очень горячая!,Be careful! The water in the cup is very hot!,_,"описание, еда",
сок,1159,juice,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,сок,Acc.Sing,Я люблю яблочный сок.,I like apple juice.,_,"еда, магазин",
сок,1160,juice,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,соком,Ins.Sing,Он пьёт водку с соком.,He drinks vodka with juice.,_,"еда, магазин",
сок,1161,juice,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,сока,Gen.Sing,"Дай мне стакан сока, пожалуйста!","Give me a glass of juice, please!",_,"еда, магазин",
обувь,1162,shoes,N.Fem.Inan,A1,"Golosa, MiP, МН",1,обувь,Nom.Sing,К этому костюму тебе нужна другая обувь.,You need different shoes for this suit.,_,"магазин, одежда",
обувь,1163,shoes,N.Fem.Inan,A1,"Golosa, MiP, МН",2,обуви,Gen.Sing,У меня нет хорошей зимней обуви.,I don't have good winter shoes.,_,"магазин, одежда",
обувь,1164,shoes,N.Fem.Inan,A1,"Golosa, MiP, МН",3,обувью,Ins.Sing,В углу стоял ящик со старой обувью.,There was a box with old shoes in the corner.,_,"магазин, одежда",
суп,1165,soup,N.Masc.Inan,A1,"Golosa, MiP, МН",1,суп,Acc.Sing,Я не люблю суп без мяса.,I don't like soup without meat.,_,еда,
суп,1166,soup,N.Masc.Inan,A1,"Golosa, MiP, МН",2,супы,Acc.Plur,Какие супы у вас есть сегодня?,Which soups do you have today?,_,еда,
суп,1167,soup,N.Masc.Inan,A1,"Golosa, MiP, МН",3,супе,Loc.Sing,В этом супе есть картошка?,Are there potatoes in this soup?,_,еда,
аэропорт,1168,airport,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",1,аэропорту,Loc.Sing,Когда ты прилетаешь? Я встречу тебя в аэропорту.,When are you arriving? I’ll pick you up at the airport.,_,"транспорт, путешествие",
аэропорт,1169,airport,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",2,аэропорта,Gen.Sing,Позвони мне из аэропорта!,Call me from the airport!,_,"транспорт, путешествие",
аэропорт,1170,airport,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Поехали",3,аэропорт,Acc.Sing,"Мне пора ехать в аэропорт, а я не могу найти свой паспорт.","It's time for me to go to the airport, but I can’t find my passport.",_,"транспорт, путешествие",
сыр,1171,cheese,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Кс",1,сыр,Acc.Sing,Катя не ест сыр с плесенью.,Katya doesn't eat blue cheese.,_,"еда, магазин",
сыр,1172,cheese,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Кс",2,сыром,Ins.Sing,Ты будешь бутерброд с сыром и ветчиной?,Would you like to eat a sandwich with cheese and ham?,_,"еда, магазин",
сыр,1173,cheese,N.Masc.Inan,A1,"Golosa, MiP, LM, МН, Кс",3,сыра,Gen.Sing,Она жить не может без сыра!,She can’t live without cheese!,_,"еда, магазин",
юрист,1174,lawyer,N.Masc.Anim,A1,"Golosa, MiP, МН",1,юристов,Gen.Plur,В России сейчас много юристов и экономистов.,There are a lot of lawyers and economists in Russia now.,_,"учёба/работа, люди",
юрист,1175,lawyer,N.Masc.Anim,A1,"Golosa, MiP, МН",2,юристы,Nom.Plur,Сколько зарабатывают юристы в Москве?,How much do lawyers in Moscow earn?,_,"учёба/работа, люди",
юрист,1176,lawyer,N.Masc.Anim,A1,"Golosa, MiP, МН",3,юриста,Gen.Sing,Мне нужна помощь юриста.,I need help from a lawyer.,_,"учёба/работа, люди",
умный,1177,smart,A,A1,"Golosa, MiP, LM, МН",1,умный,Nom.Masc.Sing,Мой сын такой умный!,My son is so smart!,_,"описание, внутренний мир",
умный,1178,smart,A,A1,"Golosa, MiP, LM, МН",2,умные,Nom.Plur,Дельфины — умные животные.,Dolphins are very clever animals.,_,"описание, внутренний мир",
умный,1179,smart,A,A1,"Golosa, MiP, LM, МН",3,умных,Gen.Plur,Я ещё не встречал таких умных студентов.,I have never met such smart students.,_,"описание, внутренний мир",
завтрак,1180,breakfast,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,завтрак,Acc.Sing,Иди есть завтрак!,Come eat breakfast!,_,еда,
завтрак,1181,breakfast,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,завтрака,Gen.Sing,Мы с самого утра без завтрака. Так есть хочется!,We haven’t eaten anything since this morning. We’re so hungry now!,_,еда,
завтрак,1182,breakfast,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,завтраком,Ins.Sing,За завтраком он читает новости.,He reads the news during breakfast.,_,еда,
курица,1183,chicken,N.Fem.Anim,A1,"Golosa, MiP, МН, Кс",1,куры,Nom.Plur,У моей бабушки в деревне живут куры. ,My grandma has hens in the village.,_,"еда, магазин",
курица,1184,chicken,N.Fem.Anim,A1,"Golosa, MiP, МН, Кс",2,курицу,Acc.Sing,Я не ем курицу.,I don't eat chicken.,_,"еда, магазин",
курица,1185,chicken,N.Fem.Anim,A1,"Golosa, MiP, МН, Кс",3,курица,Nom.Sing,Эта курица несвежая.,This chicken isn’t fresh.,_,"еда, магазин",
младший,1186,younger,A,A1,"Golosa, МН",1,младший,Nom.Masc.Sing,Мой младший брат любит мультики.,My little brother likes cartoons.,_,"люди, описание",
младший,1187,younger,A,A1,"Golosa, МН",2,младших,Gen.Plur,У Коли нет младших братьев или сестёр.,Kolya doesn’t have any younger brothers or sisters.,_,"люди, описание",
младший,1188,younger,A,A1,"Golosa, МН",3,младшего,Gen.Masc.Sing,У моего младшего брата большая коллекция автомобилей.,My younger brother has a big collection of cars.,_,"люди, описание",
конверт,1189,envelope,N.Masc.Inan,A1,"MiP, LM, МН",1,конверт,Acc.Sing,"Передайте этот конверт директору, пожалуйста!","Give this envelope to the director, please!",_,"учёба/работа, магазин",
конверт,1190,envelope,N.Masc.Inan,A1,"MiP, LM, МН",2,конверта,Gen.Sing,Он достал письмо из конверта и начал читать.,He took the letter out of the envelope and started to read it.,_,"учёба/работа, магазин",
конверт,1191,envelope,N.Masc.Inan,A1,"MiP, LM, МН",3,конверты,Nom.Plur,Положите деньги в конверты и спрячьте их в сейф.,Put the money in the envelopes and put them in the safe.,_,"учёба/работа, магазин",
копейка,1192,kopeck,N.Fem.Inan,A1,"Golosa, MiP, МН",1,копейки,Gen.Sing,Вот ваша сдача — двадцать три копейки.,Here is your change — 23 kopecks.,_,магазин,
копейка,1193,kopeck,N.Fem.Inan,A1,"Golosa, MiP, МН",2,копеек,Gen.Plur,Хлеб стоит сорок два рубля шестьдесят копеек.,Bread costs 42 roubles and 60 kopecks.,_,магазин,
копейка,1194,kopeck,N.Fem.Inan,A1,"Golosa, MiP, МН",3,копейку,Acc.Sing,Он даже копейку не отдаст на благотворительность.,He won’t give even a kopeck to charity.,_,магазин,
фабрика,1195,factory,N.Fem.Inan,A1,"LM, МН",1,фабрике,Loc.Sing,Мы вчера были на шоколадной фабрике.,Yesterday we visited the chocolate factory.,_,учёба/работа,
фабрика,1196,factory,N.Fem.Inan,A1,"LM, МН",2,фабрики,Gen.Sing,Эти конфеты — из фабрики рядом с нашим домом.,These candies are from the factory next to our house.,_,учёба/работа,
фабрика,1197,factory,N.Fem.Inan,A1,"LM, МН",3,фабрика,Nom.Sing,В нашем городе открылась фабрика игрушек.,A toy factory opened in our city.,_,учёба/работа,
касса,1198,cash register,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",1,кассе,Loc.Sing,Спички вы можете купить на кассе.,You can by matches at the cash register.,_,магазин,
касса,1199,cash register,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",2,кассу,Acc.Sing,"Старший кассир, подойдите на кассу.","Senior cashier, please come to the cash register.",_,магазин,
касса,1200,cash register,N.Fem.Inan,A1,"Golosa, MiP, LM, МН",3,кассы,Gen.Sing,Грабители забрали из кассы все деньги.,The thieves took all the money from the cash register.,_,магазин,
тетрадь,1201,notebook,N.Fem.Inan,A1,"Golosa, MiP, МН",1,тетрадь,Acc.Sing,Запишите тему урока в тетрадь.,Write down the topic of the lesson in your notebook.,_,"учёба/работа, магазин",
тетрадь,1202,notebook,N.Fem.Inan,A1,"Golosa, MiP, МН",2,тетрадями,Ins.Plur,На экзамене нельзя пользоваться учебниками и тетрадями.,You are not allowed to use textbooks or notebooks during the exam.,_,"учёба/работа, магазин",
тетрадь,1203,notebook,N.Fem.Inan,A1,"Golosa, MiP, МН",3,тетради,Gen.Sing,Гриша заплакал и вырвал листок из тетради.,Grisha started crying and tore out a page from his notebook.,_,"учёба/работа, магазин",
приезжать,1204,arrive,V,A1,"Golosa, MiP, МН",1,приезжали,Imperf.Plur.Past,Раньше к нам каждые выходные приезжали гости.,We used to have guests at our house every weekend.,_,путешествие,
приезжать,1205,arrive,V,A1,"Golosa, MiP, МН",2,приезжают,Imperf.Plur.3,По выходным к нам приезжают дети и внуки.,On weekends our children and grandchildren come to visit us.,_,путешествие,
приезжать,1206,arrive,V,A1,"Golosa, MiP, МН",3,приезжает,Imperf.Sing.3,Завтра к нам приезжает дядя из Саратова.,Tomorrow our uncle from Saratov is coming to visit us.,_,путешествие,
голубой,1207,light blue,A,A1,"Golosa, MiP, МН",1,голубой,Nom.Masc.Sing,"У меня правый глаз голубой, а левый — зелёный.",My right eye is light blue and my left one is green.,_,описание,
голубой,1208,light blue,A,A1,"Golosa, MiP, МН",2,голубую,Acc.Fem.Sing,Он купил новую голубую рубашку.,He bought new light blue shirt.,_,описание,
голубой,1209,light blue,A,A1,"Golosa, MiP, МН",3,голубым,Ins.Masc.Sing,Мои комментарии к работе отмечены голубым цветом.,My comments to the paper are marked in light blue.,_,описание,
гитара,1210,guitar,N.Fem.Inan,A1,"Golosa, MiP, МН",1,гитару,Acc.Sing,Мы с друзьями любим петь под гитару.,My friends and I like to sing while playing the guitar.,_,свободное время,
гитара,1211,guitar,N.Fem.Inan,A1,"Golosa, MiP, МН",2,гитарой,Ins.Sing,Он вышел на сцену с гитарой и начал играть.,He came on stage with a guitar and started playing.,_,свободное время,
гитара,1212,guitar,N.Fem.Inan,A1,"Golosa, MiP, МН",3,гитара,Nom.Sing,Где твоя гитара? Ты хотел спеть нам песню.,Where’s your guitar? You wanted to sing a song for us.,_,свободное время,
чашка,1213,cup,N.Fem.Inan,A1,"LM, МН",1,чашку,Acc.Sing,Мама налила молока в чашку.,Mother poured milk into the cup.,_,"магазин, жильё",
чашка,1214,cup,N.Fem.Inan,A1,"LM, МН",2,чашки,Gen.Sing,Дети вчера разбили две чашки.,The children broke 2 cups yesterday.,_,"магазин, жильё",
чашка,1215,cup,N.Fem.Inan,A1,"LM, МН",3,чашкой,Ins.Sing,Она пришла на кухню с пустой чашкой.,She came into the kitchen with an empty cup.,_,"магазин, жильё",
южный,1216,Southern,A,A1,МН,1,южной,Gen.Fem.Sing,Маша вернулась из Южной Кореи.,Masha came back from South Korea.,_,"описание, путешествие",
южный,1217,Southern,A,A1,МН,2,южных,Gen.Plur,Сенатор поехал разговаривать с жителями южных штатов.,The senator went to talk with citizens of the southern states.,_,"описание, путешествие",
южный,1218,Southern,A,A1,МН,3,южные,Nom.Plur,Южные районы Москвы мне не нравятся.,I don't like the southern districts of Moscow.,_,"описание, путешествие",
мороженое,1219,ice cream,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",1,мороженое,Acc.Sing,Я не люблю фисташковое мороженое.,I don't like pistachio ice-cream.,_,"еда, магазин",
мороженое,1220,ice cream,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",2,мороженым,Ins.Sing,Петя пошёл в магазин за мороженым.,Petya went to the store to buy ice-cream.,_,"еда, магазин",
мороженое,1221,ice cream,N.Neut.Inan,A1,"Golosa, MiP, LM, МН",3,мороженого,Gen.Sing,Какой сорт мороженого ты любишь?,What kind of ice-cream do you like?,_,"еда, магазин",
синий,1222,dark blue,A,A1,"Golosa, MiP, LM, МН",1,синий,Nom.Masc.Sing,Синий автобус подъехал к остановке.,A blue bus came to the bus stop.,_,описание,
синий,1223,dark blue,A,A1,"Golosa, MiP, LM, МН",2,синие,Nom.Plur,Мне нужны синие туфли и зелёная шляпа.,I need blue shoes and a green hat.,_,описание,
синий,1224,dark blue,A,A1,"Golosa, MiP, LM, МН",3,синим,Ins.Masc.Sing,"Синим карандашом Маша нарисовала облака, а жёлтым — солнце.",Masha drew clouds with blue pencil and the sun with a yellow one.,_,описание,
столовая,1225,cafeteria,N.Fem.Inan,A1,"Golosa, MiP, МН",1,столовой,Loc.Sing,Мы ждём тебя в столовой. Приходи есть!,We’re waiting for you in the cafeteria. Come eat!,_,"жильё, еда",
столовая,1226,cafeteria,N.Fem.Inan,A1,"Golosa, MiP, МН",2,столовую,Acc.Sing,После уроков мы идём есть в столовую.,After classes we go to the cafeteria.,_,"жильё, еда",
столовая,1227,cafeteria,N.Fem.Inan,A1,"Golosa, MiP, МН",3,столовая,Nom.Sing,В нашем университете открылась новая столовая.,A new cafeteria opened at our university.,_,"жильё, еда",
сахар,1228,sugar,N.Masc.Inan,A1,"Golosa, MiP, МН",1,сахар,Acc.Sing,Я не кладу сахар в кофе.,I don’t put sugar in my coffee.,_,"еда, магазин",
сахар,1229,sugar,N.Masc.Inan,A1,"Golosa, MiP, МН",2,сахару,Gen.Sing,,,_,,osolete and not A1
сахар,1230,sugar,N.Masc.Inan,A1,"Golosa, MiP, МН",3,сахара,Gen.Sing,Я не пью чай без сахара.,I don't drink tea without sugar.,_,"еда, магазин",
карандаш,1231,pencil,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",1,карандаш,Acc.Sing,Дай мне красный карандаш.,Give me a red pencil.,_,"учёба/работа, магазин",
карандаш,1232,pencil,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",2,карандашом,Ins.Sing,"Почему она пишет карандашом, а не ручкой?","Why is she writing with a pencil, and not with a pen?",_,"учёба/работа, магазин",
карандаш,1233,pencil,N.Masc.Inan,A1,"Golosa, MiP, LM, МН",3,карандаша,Gen.Sing,Я потеряла три карандаша.,I lost 3 pencils.,_,"учёба/работа, магазин",
рад,1234,glad,A,A1,"LM, МН",1,рад,Masc.Sing,"Как я рад, что вы пришли!",I’m so glad that you came!,_,"описание, внутренний мир",
рад,1235,glad,A,A1,"LM, МН",2,рады,Plur,Мы всегда рады вас видеть.,We're always happy to see you.,_,"описание, внутренний мир",
рад,1236,glad,A,A1,"LM, МН",3,рада,Fem.Sing,"Я так рада, что сегодня выходной!",I'm so happy that today is a day off.,_,"описание, внутренний мир",
разумный,1237,reasonable,A,A1,МН,1,разумными,Ins.Plur,Это магазин с разумными ценами.,This is a shop with reasonable prices.,_,"описание, внутренний мир",
разумный,1238,reasonable,A,A1,МН,2,разумная,Nom.Fem.Sing,"Я думаю, что это разумная тактика. Так мы точно выиграем.",I think it’s a reasonable tactic. We’ll definitely win that way.,_,"описание, внутренний мир",
разумный,1239,reasonable,A,A1,МН,3,разумных,Gen.Plur,Разумных причин для такого решения не было.,There weren’t solid reasons for such a decision.,_,"описание, внутренний мир",
коммуникация,1240,communication,N.Fem.Inan,A1,"Golosa, MiP, МН",1,коммуникаций,Gen.Plur,Средства массовых коммуникаций очень важны в современном мире.,Mass media is very important in the modern world.,_,общение,
коммуникация,1241,communication,N.Fem.Inan,A1,"Golosa, MiP, МН",2,коммуникации,Gen.Sing,Личное общение — мой любимый способ коммуникации.,Personal interaction is my favorite means of communication.,_,общение,
коммуникация,1242,communication,N.Fem.Inan,A1,"Golosa, MiP, МН",3,коммуникациям,Dat.Plur,Фильм снят на деньги агентства по печати и массовым коммуникациям.,The movie was filmed with the help of money from the press and mass media agency.,_,общение,
продолжать,1243,continue,V,A1,МН,1,продолжает,Imperf.Sing.3,Курс рубля продолжает падать.,The exchange rate of the rouble keeps falling.,_,"время, учёба/работа",
продолжать,1244,continue,V,A1,МН,2,продолжал,Imperf.Masc.Sing.Past,"Все ушли, но он продолжал петь.",Everybody already left but he kept singing.,_,"время, учёба/работа",
продолжать,1245,continue,V,A1,МН,3,продолжать,Imperf.Inf,Я не хочу продолжать здесь работать.,I don't want to continue working here.,_,"время, учёба/работа",
