Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s)
остров,2094,_,N.Masc.Inan,A2,"MiP, LM",1,острове,Loc.Sing,_,_,_,_
остров,2095,_,N.Masc.Inan,A2,"MiP, LM",2,остров,Acc.Sing,_,_,_,_
остров,2096,_,N.Masc.Inan,A2,"MiP, LM",3,острова,Gen.Sing,_,_,_,_
ответить,2097,_,V,A2,MiP,1,ответил,Masc.Sing.Past,_,_,_,_
ответить,2098,_,V,A2,MiP,2,ответить,Inf,_,_,_,_
ответить,2099,_,V,A2,MiP,3,ответила,Fem.Sing.Past,_,_,_,_
отвечать,2100,_,V,A2,"Golosa, MiP, LM",1,отвечает,Sing.3.Pres/Fut,_,_,_,_
отвечать,2101,_,V,A2,"Golosa, MiP, LM",2,отвечать,Inf,_,_,_,_
отвечать,2102,_,V,A2,"Golosa, MiP, LM",3,отвечал,Masc.Sing.Past,_,_,_,_
открывать,2103,_,V,A2,"MiP, LM",1,открывает,Sing.3.Pres/Fut,_,_,_,_
открывать,2104,_,V,A2,"MiP, LM",2,открывать,Inf,_,_,_,_
открывать,2105,_,V,A2,"MiP, LM",3,открывая,Pres/Fut,_,_,_,_
открываться,2106,_,V,A2,LM,1,открывается,Sing.3.Pres/Fut,_,_,_,_
открываться,2107,_,V,A2,LM,2,открывались,Plur.Past,_,_,_,_
открываться,2108,_,V,A2,LM,3,открываются,Plur.3.Pres/Fut,_,_,_,_
открытие,2109,_,N.Neut.Inan,A2,LM,1,открытия,Gen.Sing,_,_,_,_
открытие,2110,_,N.Neut.Inan,A2,LM,2,открытие,Nom.Sing,_,_,_,_
открытие,2111,_,N.Neut.Inan,A2,LM,3,открытий,Gen.Plur,_,_,_,_
отношение,2112,_,N.Neut.Inan,A2,LM,1,отношение,Nom.Sing,_,_,_,_
отношение,2113,_,N.Neut.Inan,A2,LM,2,отношении,Loc.Sing,_,_,_,_
отношение,2114,_,N.Neut.Inan,A2,LM,3,отношений,Gen.Plur,_,_,_,_
отправить,2115,_,V,A2,MiP,1,отправить,Inf,_,_,_,_
отправить,2116,_,V,A2,MiP,2,отправили,Plur.Past,_,_,_,_
отправить,2117,_,V,A2,MiP,3,отправил,Masc.Sing.Past,_,_,_,_
отправлять,2118,_,V,A2,"Golosa, MiP, LM",1,отправлять,Inf,_,_,_,_
отправлять,2119,_,V,A2,"Golosa, MiP, LM",2,отправляют,Plur.3.Pres/Fut,_,_,_,_
отправлять,2120,_,V,A2,"Golosa, MiP, LM",3,отправляет,Sing.3.Pres/Fut,_,_,_,_
отчество,2121,_,N.Neut.Inan,A2,"Golosa, LM",1,отчество,Nom.Sing,_,_,_,_
отчество,2122,_,N.Neut.Inan,A2,"Golosa, LM",2,отчеству,Dat.Sing,_,_,_,_
отчество,2123,_,N.Neut.Inan,A2,"Golosa, LM",3,отчеством,Ins.Sing,_,_,_,_
оценивать,2124,_,V,A2,LM,1,оценивать,Inf,_,_,_,_
оценивать,2125,_,V,A2,LM,2,оценивают,Plur.3.Pres/Fut,_,_,_,_
оценивать,2126,_,V,A2,LM,3,оцениваете,Plur.2.Pres/Fut,_,_,_,_
падать,2127,_,V,A2,"Golosa, LM",1,падает,Sing.3.Pres/Fut,_,_,_,_
падать,2128,_,V,A2,"Golosa, LM",2,падал,Masc.Sing.Past,_,_,_,_
падать,2129,_,V,A2,"Golosa, LM",3,падали,Plur.Past,_,_,_,_
палец,2130,_,N.Masc.Inan,A2,"Golosa, LM",1,пальцем,Ins.Sing,_,_,_,_
палец,2131,_,N.Masc.Inan,A2,"Golosa, LM",2,пальцами,Ins.Plur,_,_,_,_
палец,2132,_,N.Masc.Inan,A2,"Golosa, LM",3,пальцев,Gen.Plur,_,_,_,_
парламент,2133,_,N.Masc.Inan,A2,LM,1,парламенте,Loc.Sing,_,_,_,_
парламент,2134,_,N.Masc.Inan,A2,LM,2,парламент,Nom.Sing,_,_,_,_
парламент,2135,_,N.Masc.Inan,A2,LM,3,парламента,Gen.Sing,_,_,_,_
партия,2136,_,N.Fem.Inan,A2,LM,1,партии,Gen.Sing,_,_,_,_
партия,2137,_,N.Fem.Inan,A2,LM,2,партия,Nom.Sing,_,_,_,_
партия,2138,_,N.Fem.Inan,A2,LM,3,партию,Acc.Sing,_,_,_,_
певец,2139,_,N.Masc.Anim,A2,LM,1,певец,Nom.Sing,_,_,_,_
певец,2140,_,N.Masc.Anim,A2,LM,2,певцы,Nom.Plur,_,_,_,_
певец,2141,_,N.Masc.Anim,A2,LM,3,певца,Gen.Sing,_,_,_,_
певица,2142,_,N.Fem.Anim,A2,LM,1,певица,Nom.Sing,_,_,_,_
певица,2143,_,N.Fem.Anim,A2,LM,2,певицы,Gen.Sing,_,_,_,_
певица,2144,_,N.Fem.Anim,A2,LM,3,певицей,Ins.Sing,_,_,_,_
пенсия,2145,_,N.Fem.Inan,A2,"Golosa, MiP, LM",1,пенсию,Acc.Sing,_,_,_,_
пенсия,2146,_,N.Fem.Inan,A2,"Golosa, MiP, LM",2,пенсии,Gen.Sing,_,_,_,_
пенсия,2147,_,N.Fem.Inan,A2,"Golosa, MiP, LM",3,пенсия,Nom.Sing,_,_,_,_
первый,2148,_,A,A2,"Golosa, MiP, LM",1,первую,Acc.Fem.Sing,_,_,_,_
первый,2149,_,A,A2,"Golosa, MiP, LM",2,первый,Nom.Masc.Sing,_,_,_,_
первый,2150,_,A,A2,"Golosa, MiP, LM",3,первого,Gen.Masc.Sing,_,_,_,_
перевод,2151,_,N.Masc.Inan,A2,LM,1,переводов,Gen.Plur,_,_,_,_
перевод,2152,_,N.Masc.Inan,A2,LM,2,перевода,Gen.Sing,_,_,_,_
перевод,2153,_,N.Masc.Inan,A2,LM,3,переводы,Nom.Plur,_,_,_,_
переводить,2154,_,V,A2,LM,1,переводить,Inf,_,_,_,_
переводить,2155,_,V,A2,LM,2,переводя,Pres/Fut,_,_,_,_
переводить,2156,_,V,A2,LM,3,переводит,Sing.3.Pres/Fut,_,_,_,_
передавать,2157,_,V,A2,"Golosa, LM",1,передаёт,Sing.3.Pres/Fut,_,_,_,_
передавать,2158,_,V,A2,"Golosa, LM",2,передавать,Inf,_,_,_,_
передавать,2159,_,V,A2,"Golosa, LM",3,передают,Plur.3.Pres/Fut,_,_,_,_
переезжать,2160,_,V,A2,"Golosa, MiP, LM",1,переезжая,Pres/Fut,_,_,_,_
переезжать,2161,_,V,A2,"Golosa, MiP, LM",2,переезжать,Inf,_,_,_,_
переезжать,2162,_,V,A2,"Golosa, MiP, LM",3,переезжали,Plur.Past,_,_,_,_
переехать,2163,_,V,A2,MiP,1,переехал,Masc.Sing.Past,_,_,_,_
переехать,2164,_,V,A2,MiP,2,переехали,Plur.Past,_,_,_,_
переехать,2165,_,V,A2,MiP,3,переехать,Inf,_,_,_,_
пересадка,2166,_,N.Fem.Inan,A2,"Golosa, LM",1,пересадку,Acc.Sing,_,_,_,_
переходить,2167,_,V,A2,LM,1,переходит,Sing.3.Pres/Fut,_,_,_,_
переходить,2168,_,V,A2,LM,2,переходят,Plur.3.Pres/Fut,_,_,_,_
переходить,2169,_,V,A2,LM,3,переходить,Inf,_,_,_,_
песня,2170,_,N.Fem.Inan,A2,"Golosa, LM",1,песни,Nom.Plur,_,_,_,_
песня,2171,_,N.Fem.Inan,A2,"Golosa, LM",2,песня,Nom.Sing,_,_,_,_
песня,2172,_,N.Fem.Inan,A2,"Golosa, LM",3,песню,Acc.Sing,_,_,_,_
пирог,2173,_,N.Masc.Inan,A2,"LM, Кс",1,пирог,Acc.Sing,_,_,_,_
пирог,2174,_,N.Masc.Inan,A2,"LM, Кс",2,пироги,Acc.Plur,_,_,_,_
пирог,2175,_,N.Masc.Inan,A2,"LM, Кс",3,пирога,Gen.Sing,_,_,_,_
пирожок,2176,_,N.Masc.Inan,A2,"LM, Кс",1,пирожки,Acc.Plur,_,_,_,_
пирожок,2177,_,N.Masc.Inan,A2,"LM, Кс",2,пирожок,Acc.Sing,_,_,_,_
плавать,2178,_,V,A2,"Golosa, LM",1,плавать,Inf,_,_,_,_
плавать,2179,_,V,A2,"Golosa, LM",2,плавала,Fem.Sing.Past,_,_,_,_
плавать,2180,_,V,A2,"Golosa, LM",3,плавали,Plur.Past,_,_,_,_
плакать,2181,_,V,A2,LM,1,плакала,Fem.Sing.Past,_,_,_,_
плакать,2182,_,V,A2,LM,2,плачет,Sing.3.Pres/Fut,_,_,_,_
плакать,2183,_,V,A2,LM,3,плакал,Masc.Sing.Past,_,_,_,_
платить,2184,_,V,A2,"Golosa, MiP, LM",1,платить,Inf,_,_,_,_
платить,2185,_,V,A2,"Golosa, MiP, LM",2,платят,Plur.3.Pres/Fut,_,_,_,_
платить,2186,_,V,A2,"Golosa, MiP, LM",3,платит,Sing.3.Pres/Fut,_,_,_,_
плащ,2187,_,N.Masc.Inan,A2,"Golosa, LM, Поехали",1,плащ,Acc.Sing,_,_,_,_
плащ,2188,_,N.Masc.Inan,A2,"Golosa, LM, Поехали",2,плаще,Loc.Sing,_,_,_,_
плащ,2189,_,N.Masc.Inan,A2,"Golosa, LM, Поехали",3,плащом,Ins.Sing,_,_,_,_
плыть,2190,_,V,A2,LM,1,плывёт,Sing.3.Pres/Fut,_,_,_,_
плыть,2191,_,V,A2,LM,2,плывут,Plur.3.Pres/Fut,_,_,_,_
плыть,2192,_,V,A2,LM,3,плыть,Inf,_,_,_,_
победа,2193,_,N.Fem.Inan,A2,LM,1,победа,Nom.Sing,_,_,_,_
победа,2194,_,N.Fem.Inan,A2,LM,2,победы,Gen.Sing,_,_,_,_
победа,2195,_,N.Fem.Inan,A2,LM,3,победу,Acc.Sing,_,_,_,_
побеждать,2196,_,V,A2,LM,1,побеждает,Sing.3.Pres/Fut,_,_,_,_
побеждать,2197,_,V,A2,LM,2,побеждать,Inf,_,_,_,_
побеждать,2198,_,V,A2,LM,3,побеждали,Plur.Past,_,_,_,_
побеседовать,2199,_,V,A2,LM,1,побеседовать,Inf,_,_,_,_
поблагодарить,2200,_,V,A2,LM,1,поблагодарить,Inf,_,_,_,_
поблагодарить,2201,_,V,A2,LM,2,поблагодарил,Masc.Sing.Past,_,_,_,_
поблагодарить,2202,_,V,A2,LM,3,поблагодарила,Fem.Sing.Past,_,_,_,_
побывать,2203,_,V,A2,LM,1,побывал,Masc.Sing.Past,_,_,_,_
побывать,2204,_,V,A2,LM,2,побывать,Inf,_,_,_,_
побывать,2205,_,V,A2,LM,3,побывали,Plur.Past,_,_,_,_
повезти,2206,_,V,A2,LM,1,повезло,Neut.Sing.Past,_,_,_,_
повезти,2207,_,V,A2,LM,2,повезёт,Sing.3.Pres/Fut,_,_,_,_
повезти,2208,_,V,A2,LM,3,повезли,Plur.Past,_,_,_,_
поверить,2209,_,V,A2,LM,1,поверить,Inf,_,_,_,_
поверить,2210,_,V,A2,LM,2,поверьте,Imper.Plur.2,_,_,_,_
поверить,2211,_,V,A2,LM,3,поверил,Masc.Sing.Past,_,_,_,_
поднимать,2212,_,V,A2,Golosa,1,поднимает,Sing.3.Pres/Fut,_,_,_,_
поднимать,2213,_,V,A2,Golosa,2,поднимая,Pres/Fut,_,_,_,_
поднимать,2214,_,V,A2,Golosa,3,поднимать,Inf,_,_,_,_
поза,2215,_,N.Fem.Inan,A2,LM,1,позе,Loc.Sing,_,_,_,_
поза,2216,_,N.Fem.Inan,A2,LM,2,позы,Acc.Plur,_,_,_,_
поза,2217,_,N.Fem.Inan,A2,LM,3,позу,Acc.Sing,_,_,_,_
позвать,2218,_,V,A2,LM,1,позвал,Masc.Sing.Past,_,_,_,_
позвать,2219,_,V,A2,LM,2,позвать,Inf,_,_,_,_
позвать,2220,_,V,A2,LM,3,позвала,Fem.Sing.Past,_,_,_,_
поздравить,2221,_,V,A2,MiP,1,поздравить,Inf,_,_,_,_
поздравить,2222,_,V,A2,MiP,2,поздравим,Plur.1.Pres/Fut,_,_,_,_
поздравить,2223,_,V,A2,MiP,3,поздравил,Masc.Sing.Past,_,_,_,_
поздравлять,2224,_,V,A2,"MiP, LM",1,поздравляем,Plur.1.Pres/Fut,_,_,_,_
поздравлять,2225,_,V,A2,"MiP, LM",2,поздравляет,Sing.3.Pres/Fut,_,_,_,_
поздравлять,2226,_,V,A2,"MiP, LM",3,поздравляю,Sing.1.Pres/Fut,_,_,_,_
познакомиться,2227,_,V,A2,"MiP, LM",1,познакомиться,Inf,_,_,_,_
познакомиться,2228,_,V,A2,"MiP, LM",2,познакомился,Masc.Sing.Past,_,_,_,_
познакомиться,2229,_,V,A2,"MiP, LM",3,познакомились,Plur.Past,_,_,_,_
показать,2230,_,V,A2,MiP,1,показать,Inf,_,_,_,_
показать,2231,_,V,A2,MiP,2,показал,Masc.Sing.Past,_,_,_,_
показать,2232,_,V,A2,MiP,3,показали,Plur.Past,_,_,_,_
показаться,2233,_,V,A2,MiP,1,показалось,Neut.Sing.Past,_,_,_,_
показаться,2234,_,V,A2,MiP,2,показаться,Inf,_,_,_,_
показаться,2235,_,V,A2,MiP,3,показался,Masc.Sing.Past,_,_,_,_
показывать,2236,_,V,A2,"Golosa, MiP, LM",1,показывает,Sing.3.Pres/Fut,_,_,_,_
показывать,2237,_,V,A2,"Golosa, MiP, LM",2,показывают,Plur.3.Pres/Fut,_,_,_,_
показывать,2238,_,V,A2,"Golosa, MiP, LM",3,показывать,Inf,_,_,_,_
пол,2239,_,N.Masc.Inan,A2,"Golosa, LM",1,пол,Acc.Sing,_,_,_,_
пол,2240,_,N.Masc.Inan,A2,"Golosa, LM",2,полу,Loc.Sing,_,_,_,_
пол,2241,_,N.Masc.Inan,A2,"Golosa, LM",3,пола,Gen.Sing,_,_,_,_
полагать,2242,_,V,A2,LM,1,полагают,Plur.3.Pres/Fut,_,_,_,_
полагать,2243,_,V,A2,LM,2,полагать,Inf,_,_,_,_
полагать,2244,_,V,A2,LM,3,полагаю,Sing.1.Pres/Fut,_,_,_,_
поле,2245,_,N.Neut.Inan,A2,LM,1,поля,Gen.Sing,_,_,_,_
поле,2246,_,N.Neut.Inan,A2,LM,2,поле,Nom.Sing,_,_,_,_
поле,2247,_,N.Neut.Inan,A2,LM,3,полях,Loc.Plur,_,_,_,_
полезный,2248,_,A,A2,"Golosa, LM",1,полезных,Gen.Plur,_,_,_,_
полезный,2249,_,A,A2,"Golosa, LM",2,полезно,Neut.Sing,_,_,_,_
полезный,2250,_,A,A2,"Golosa, LM",3,полезны,Plur,_,_,_,_
полететь,2251,_,V,A2,LM,1,полетели,Plur.Past,_,_,_,_
полететь,2252,_,V,A2,LM,2,полетел,Masc.Sing.Past,_,_,_,_
полететь,2253,_,V,A2,LM,3,полетят,Plur.3.Pres/Fut,_,_,_,_
поликлиника,2254,_,N.Fem.Inan,A2,"Golosa, LM",1,поликлинику,Acc.Sing,_,_,_,_
поликлиника,2255,_,N.Fem.Inan,A2,"Golosa, LM",2,поликлинике,Loc.Sing,_,_,_,_
политика,2256,_,N.Fem.Inan,A2,LM,1,политики,Gen.Sing,_,_,_,_
политика,2257,_,N.Fem.Inan,A2,LM,2,политика,Nom.Sing,_,_,_,_
политика,2258,_,N.Fem.Inan,A2,LM,3,политику,Acc.Sing,_,_,_,_
политический,2259,_,A,A2,LM,1,политических,Gen.Plur,_,_,_,_
политический,2260,_,A,A2,LM,2,политической,Gen.Fem.Sing,_,_,_,_
политический,2261,_,A,A2,LM,3,политическая,Nom.Fem.Sing,_,_,_,_
полк,2262,_,N.Masc.Inan,A2,LM,1,полком,Ins.Sing,_,_,_,_
полк,2263,_,N.Masc.Inan,A2,LM,2,полков,Gen.Plur,_,_,_,_
полк,2264,_,N.Masc.Inan,A2,LM,3,полка,Gen.Sing,_,_,_,_
получать,2265,_,V,A2,"Golosa, MiP, LM",1,получать,Inf,_,_,_,_
получать,2266,_,V,A2,"Golosa, MiP, LM",2,получает,Sing.3.Pres/Fut,_,_,_,_
получать,2267,_,V,A2,"Golosa, MiP, LM",3,получают,Plur.3.Pres/Fut,_,_,_,_
получить,2268,_,V,A2,MiP,1,получить,Inf,_,_,_,_
получить,2269,_,V,A2,MiP,2,получил,Masc.Sing.Past,_,_,_,_
получить,2270,_,V,A2,MiP,3,получили,Plur.Past,_,_,_,_
поменять,2271,_,V,A2,LM,1,поменять,Inf,_,_,_,_
поменять,2272,_,V,A2,LM,2,поменяли,Plur.Past,_,_,_,_
поменять,2273,_,V,A2,LM,3,поменял,Masc.Sing.Past,_,_,_,_
помешать,2274,_,V,A2,LM,1,помешать,Inf,_,_,_,_
помешать,2275,_,V,A2,LM,2,помешают,Plur.3.Pres/Fut,_,_,_,_
помешать,2276,_,V,A2,LM,3,помешало,Neut.Sing.Past,_,_,_,_
помогать,2277,_,V,A2,"Golosa, LM",1,помогать,Inf,_,_,_,_
помогать,2278,_,V,A2,"Golosa, LM",2,помогает,Sing.3.Pres/Fut,_,_,_,_
помогать,2279,_,V,A2,"Golosa, LM",3,помогают,Plur.3.Pres/Fut,_,_,_,_
помочь,2280,_,V,A2,MiP,1,помочь,Inf,_,_,_,_
помочь,2281,_,V,A2,MiP,2,поможет,Sing.3.Pres/Fut,_,_,_,_
помочь,2282,_,V,A2,MiP,3,помог,Masc.Sing.Past,_,_,_,_
помощь,2283,_,N.Fem.Inan,A2,"Golosa, LM",1,помощью,Ins.Sing,_,_,_,_
помощь,2284,_,N.Fem.Inan,A2,"Golosa, LM",2,помощи,Gen.Sing,_,_,_,_
помощь,2285,_,N.Fem.Inan,A2,"Golosa, LM",3,помощь,Acc.Sing,_,_,_,_
помыть,2286,_,V,A2,LM,1,помыть,Inf,_,_,_,_
помыть,2287,_,V,A2,LM,2,помою,Sing.1.Pres/Fut,_,_,_,_
помыть,2288,_,V,A2,LM,3,помыли,Plur.Past,_,_,_,_
понимать,2289,_,V,A2,"Golosa, MiP, LM",1,понимаю,Sing.1.Pres/Fut,_,_,_,_
понимать,2290,_,V,A2,"Golosa, MiP, LM",2,понимаешь,Sing.2.Pres/Fut,_,_,_,_
понимать,2291,_,V,A2,"Golosa, MiP, LM",3,понимать,Inf,_,_,_,_
понять,2292,_,V,A2,MiP,1,понять,Inf,_,_,_,_
понять,2293,_,V,A2,MiP,2,понял,Masc.Sing.Past,_,_,_,_
понять,2294,_,V,A2,MiP,3,поняла,Fem.Sing.Past,_,_,_,_
пообещать,2295,_,V,A2,LM,1,пообещал,Masc.Sing.Past,_,_,_,_
пообещать,2296,_,V,A2,LM,2,пообещать,Inf,_,_,_,_
пообещать,2297,_,V,A2,LM,3,пообещали,Plur.Past,_,_,_,_
популярный,2298,_,A,A2,LM,1,популярных,Gen.Plur,_,_,_,_
популярный,2299,_,A,A2,LM,2,популярная,Nom.Fem.Sing,_,_,_,_
популярный,2300,_,A,A2,LM,3,популярным,Ins.Masc.Sing,_,_,_,_
последний,2301,_,A,A2,"Golosa, LM",1,последние,Inan.Acc.Plur,_,_,_,_
последний,2302,_,A,A2,"Golosa, LM",2,последних,Gen.Plur,_,_,_,_
последний,2303,_,A,A2,"Golosa, LM",3,последнее,Inan.Acc.Neut.Sing,_,_,_,_
послужить,2304,_,V,A2,LM,1,послужит,Sing.3.Pres/Fut,_,_,_,_
послужить,2305,_,V,A2,LM,2,послужило,Neut.Sing.Past,_,_,_,_
послужить,2306,_,V,A2,LM,3,послужили,Plur.Past,_,_,_,_
послушать,2307,_,V,A2,"Golosa, MiP, LM",1,послушать,Inf,_,_,_,_
послушать,2308,_,V,A2,"Golosa, MiP, LM",2,послушал,Masc.Sing.Past,_,_,_,_
послушать,2309,_,V,A2,"Golosa, MiP, LM",3,послушай,Imper.Sing.2,_,_,_,_
посоветовать,2310,_,V,A2,"Golosa, LM",1,посоветовать,Inf,_,_,_,_
посоветовать,2311,_,V,A2,"Golosa, LM",2,посоветовали,Plur.Past,_,_,_,_
посоветовать,2312,_,V,A2,"Golosa, LM",3,посоветовал,Masc.Sing.Past,_,_,_,_
посол,2313,_,N.Masc.Anim,A2,LM,1,посол,Nom.Sing,_,_,_,_
посол,2314,_,N.Masc.Anim,A2,LM,2,посла,Gen.Sing,_,_,_,_
посол,2315,_,N.Masc.Inan,A2,LM,3,посоле,Loc.Sing,_,_,_,_
посольство,2316,_,N.Neut.Inan,A2,LM,1,посольство,Nom.Sing,_,_,_,_
посольство,2317,_,N.Neut.Inan,A2,LM,2,посольства,Gen.Sing,_,_,_,_
посольство,2318,_,N.Neut.Inan,A2,LM,3,посольстве,Loc.Sing,_,_,_,_
поставить,2319,_,V,A2,Golosa,1,поставить,Inf,_,_,_,_
поставить,2320,_,V,A2,Golosa,2,поставил,Masc.Sing.Past,_,_,_,_
поставить,2321,_,V,A2,Golosa,3,поставили,Plur.Past,_,_,_,_
потерять,2322,_,V,A2,LM,1,потерял,Masc.Sing.Past,_,_,_,_
потерять,2323,_,V,A2,LM,2,потеряли,Plur.Past,_,_,_,_
потерять,2324,_,V,A2,LM,3,потерять,Inf,_,_,_,_
потратить,2325,_,V,A2,"MiP, LM",1,потратил,Masc.Sing.Past,_,_,_,_
потратить,2326,_,V,A2,"MiP, LM",2,потратить,Inf,_,_,_,_
потратить,2327,_,V,A2,"MiP, LM",3,потратили,Plur.Past,_,_,_,_
поцеловать,2328,_,V,A2,"MiP, LM",1,поцеловал,Masc.Sing.Past,_,_,_,_
поцеловать,2329,_,V,A2,"MiP, LM",2,поцелую,Sing.1.Pres/Fut,_,_,_,_
поцеловать,2330,_,V,A2,"MiP, LM",3,поцеловала,Fem.Sing.Past,_,_,_,_
пошутить,2331,_,V,A2,LM,1,пошутить,Inf,_,_,_,_
пошутить,2332,_,V,A2,LM,2,пошутил,Masc.Sing.Past,_,_,_,_
пошутить,2333,_,V,A2,LM,3,пошучу,Sing.1.Pres/Fut,_,_,_,_
поэзия,2334,_,N.Fem.Inan,A2,"Golosa, LM",1,поэзии,Gen.Sing,_,_,_,_
поэзия,2335,_,N.Fem.Inan,A2,"Golosa, LM",2,поэзия,Nom.Sing,_,_,_,_
поэзия,2336,_,N.Fem.Inan,A2,"Golosa, LM",3,поэзию,Acc.Sing,_,_,_,_
появляться,2337,_,V,A2,LM,1,появляется,Sing.3.Pres/Fut,_,_,_,_
появляться,2338,_,V,A2,LM,2,появляются,Plur.3.Pres/Fut,_,_,_,_
появляться,2339,_,V,A2,LM,3,появлялись,Plur.Past,_,_,_,_
правда,2340,_,N.Fem.Inan,A2,"Golosa, MiP, LM",1,правда,Nom.Sing,_,_,_,_
правда,2341,_,N.Fem.Inan,A2,"Golosa, MiP, LM",2,правду,Acc.Sing,_,_,_,_
правда,2342,_,N.Fem.Inan,A2,"Golosa, MiP, LM",3,правды,Gen.Sing,_,_,_,_
правительство,2343,_,N.Neut.Inan,A2,"Golosa, LM",1,правительства,Gen.Sing,_,_,_,_
правительство,2344,_,N.Neut.Inan,A2,"Golosa, LM",2,правительство,Nom.Sing,_,_,_,_
правительство,2345,_,N.Neut.Inan,A2,"Golosa, LM",3,правительству,Dat.Sing,_,_,_,_
право,2346,_,N.Neut.Inan,A2,LM,1,право,Acc.Sing,_,_,_,_
право,2347,_,N.Neut.Inan,A2,LM,2,права,Gen.Sing,_,_,_,_
право,2348,_,N.Neut.Inan,A2,LM,3,прав,Gen.Plur,_,_,_,_
праздник,2349,_,N.Masc.Inan,A2,"Golosa, LM",1,праздник,Nom.Sing,_,_,_,_
праздник,2350,_,N.Masc.Inan,A2,"Golosa, LM",2,праздника,Gen.Sing,_,_,_,_
праздник,2351,_,N.Masc.Inan,A2,"Golosa, LM",3,праздники,Nom.Plur,_,_,_,_
предлагать,2352,_,V,A2,"Golosa, MiP, LM",1,предлагает,Sing.3.Pres/Fut,_,_,_,_
предлагать,2353,_,V,A2,"Golosa, MiP, LM",2,предлагают,Plur.3.Pres/Fut,_,_,_,_
предлагать,2354,_,V,A2,"Golosa, MiP, LM",3,предлагали,Plur.Past,_,_,_,_
предложить,2355,_,V,A2,MiP,1,предложил,Masc.Sing.Past,_,_,_,_
предложить,2356,_,V,A2,MiP,2,предложить,Inf,_,_,_,_
предложить,2357,_,V,A2,MiP,3,предложили,Plur.Past,_,_,_,_
президент,2358,_,N.Masc.Anim,A2,LM,1,президент,Nom.Sing,_,_,_,_
президент,2359,_,N.Masc.Anim,A2,LM,2,президента,Gen.Sing,_,_,_,_
президент,2360,_,N.Masc.Anim,A2,LM,3,президентом,Ins.Sing,_,_,_,_
прекрасный,2361,_,A,A2,"Golosa, MiP, LM",1,прекрасный,Nom.Masc.Sing,_,_,_,_
прекрасный,2362,_,A,A2,"Golosa, MiP, LM",2,прекрасные,Nom.Plur,_,_,_,_
прекрасный,2363,_,A,A2,"Golosa, MiP, LM",3,прекрасно,Neut.Sing,_,_,_,_
