Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),
буфет,2978,buffet,N.Masc.Inan,B1,"Golosa, LM, МН",2,буфете,Loc.Sing,Перед спектаклем мы выпили шампанского в театральном буфете.,Before the play we drank champagne in the theatre buffet.,_,еда,
буфет,2979,buffet,N.Masc.Inan,B1,"Golosa, LM, МН",3,буфет,Nom.Sing,"Буфет на втором этаже закрыт, идите на первый этаж.","The buffet on the second floor is closed, go to the first floor.",_,еда,
колледж,2980,college,N.Masc.Inan,B1,"Golosa, LM",1,колледже,Loc.Sing,Их сын учится в колледже на повара.,Their son is studying at a college to become a chef.,_,учёба/работа,
колледж,2981,college,N.Masc.Inan,B1,"Golosa, LM",2,колледж,Nom.Sing,Что престижнее: колледж или университет?,What’s more prestigious: college or university?,_,учёба/работа,
бывший,2982,former,A,B1,"LM, МН",1,бывший,Nom.Masc.Sing,Бывший муж моей сестры женился на её подруге.,My sister’s ex-husband married her friend.,_,учёба/работа,
бывший,2983,former,A,B1,"LM, МН",2,бывшие,Nom.Plur,Наши бывшие соседи переехали в Сочи.,Our former neighbors moved to Sochi.,_,описание,
бывший,2984,former,A,B1,"LM, МН",3,бывшего,Gen.Masc.Sing,Во многих странах бывшего СССР понимают русский язык.,People understand Russian in many countries of the former USSR.,_,описание,
ваза,2985,vase,N.Fem.Inan,B1,"MiP, LM",1,вазе,Loc.Sing,Она вошла в комнату и сразу увидела в вазе огромный букет.,She came into the room and immediately saw a huge bouquet in a vase.,_,"жильё, магазин",
ваза,2986,vase,N.Fem.Inan,B1,"MiP, LM",2,вазы,Nom.Plur,"Куда поставить цветы? Все вазы, которые есть у нас дома, уже заняты.",Where should we put the flowers? All the vases that we had at home are already occupied.,_,"жильё, магазин",Do we need были here? The English would sound better in the present tense: All the vases that we have...
ваза,2987,vase,N.Fem.Inan,B1,"MiP, LM",3,вазу,Acc.Sing,"Секундочку, я только поставлю цветы в вазу.","Just a second, I’ll put the flowers in a vase.",_,"жильё, магазин",
ванная,2988,bathroom,N.Fem.Inan,B1,"Golosa, MiP, LM, МН",1,ванную,Acc.Sing,Мы купили новую раковину в ванную.,We bought a new sink for our bathroom.,_,жильё,"This strikes me as weird. Who buys furniture for a bathroom? Toilets and sinks are fixtures, not furniture."
ванная,2989,bathroom,N.Fem.Inan,B1,"Golosa, MiP, LM, МН",2,ванной,Loc.Sing,- Где фен? - Он в ванной.,- Where is the hair dryer? - It’s in the bathroom.,_,жильё,
ванная,2990,bathroom,N.Fem.Inan,B1,"Golosa, MiP, LM, МН",3,ванная,Nom.Sing,Мне не нравится эта квартира: в ней слишком маленькая ванная.,"I don't like this apartment, the bathroom is too small.",_,жильё,
вежливый,2991,polite,A,B1,"LM, МН",1,вежливый,Nom.Masc.Sing,"Мне нравился вежливый тон, в котором Пётр разговаривал со своими учениками.",I liked the polite way Peter talked to his students.,_,"описание, внутренний мир",
вежливый,2992,polite,A,B1,"LM, МН",2,вежливой,Ins.Fem.Sing,"– Ольга, добрый день! – с вежливой улыбкой сказал Сергей.","- Olga, good afternoon!, Sergey said with a polite smile.",_,"описание, внутренний мир",
вежливый,2993,polite,A,B1,"LM, МН",3,вежливое,Inan.Acc.Neut.Sing,"Даже когда Камилле не нравились подарки, она всегда произносила вежливое «Спасибо!».","Even when Kamilla did not like the gifts, she always said a polite ""Thank you!"".",_,"описание, внутренний мир",
велосипед,2994,bike,N.Masc.Inan,B1,"Golosa, LM",1,велосипед,Acc.Sing,Он сел на велосипед и поехал на пляж.,He got on the bike and rode to the beach.,_,"транспорт, свободное время",
велосипед,2995,bike,N.Masc.Inan,B1,"Golosa, LM",2,велосипеде,Loc.Sing,Летом Полина ездит на работу на велосипеде.,"In the summer, Polina goes to work by bike.",_,"транспорт, свободное время",
велосипед,2996,bike,N.Masc.Inan,B1,"Golosa, LM",3,велосипеда,Gen.Sing,В детстве у Миши не было велосипеда.,When he was a child Misha didn’t have a bike.,_,"транспорт, свободное время",
верный,2997,loyal,A,B1,LM,1,верно,Adverb,"- То есть вы считаете, что торопиться не стоит? - Совершенно верно! Вы всё успеете.",- So you think we shouldn’t hurry? - That’s right! You’ll make everything in time.,_,"описание, внутренний мир",
верный,2998,loyal,A,B1,LM,2,верные,Nom.Plur,Собаки — мои самые верные друзья.,Dogs are my most loyal friends.,_,"описание, внутренний мир",
верный,2999,loyal,A,B1,LM,3,верный,Nom.Masc.Sing,Ты как всегда дал абсолютно верный ответ.,As always you gave the absolutely right answer.,_,"описание, внутренний мир",
верхний,3000,upper,A,B1,LM,1,верхней,Loc.Fem.Sing,"Коробка стояла на самой верхней полке, и я никак не могла её достать.",The box was on the very top shelf and I couldn’t reach it.,_,описание,
верхний,3001,upper,A,B1,LM,2,верхнюю,Acc.Fem.Sing,"Уважаемые зрители, пожалуйста, оставляйте верхнюю одежду в гардеробе!","Dear guests, please check your coats!",_,описание,
верхний,3002,upper,A,B1,LM,3,верхняя,Nom.Fem.Sing,После вчерашней драки у него разбита верхняя губа и нос.,His upper lip and nose are broken now after yesterday’s fight.,_,описание,
вечерний,3003,evening,A,B1,"LM, МН",1,вечернего,Gen.Masc.Sing,Не могу же я прийти на праздник без вечернего платья?,"Well, but I can’t go to the party without an evening gown.",_,время,
вечерний,3004,evening,A,B1,"LM, МН",2,вечерних,Loc.Plur,В вечерних новостях показали моего мужа.,My husband appeared in the evening news.,_,время,
вечерний,3005,evening,A,B1,"LM, МН",3,вечерний,Inan.Acc.Masc.Sing,"Мы с детьми пошли в театр на вечерний спектакль, но нас не пустили.","My children and I went to the evening performance, but we were not allowed to come in.",_,время,
вешать,3006,hang,V,B1,LM,1,вешать,Inf,Почему ты не хочешь вешать мою картину на стену? Она тебе не нравится?,Why don’t you want to put my picture on the wall? You don’t like it?,_,"жильё, магазин",
вешать,3007,hang,V,B1,LM,2,вешают,Plur.3.Pres/Fut,"Мы были в Голландии и заметили, что местные жители не вешают штор на окна.",We’ve been to Holland and noticed that the locals don’t have blinds in the windows.,_,"жильё, магазин",
вешать,3008,hang,V,B1,LM,3,вешаю,Sing.1.Pres/Fut,"Я не вешаю трубку, пока не услышу нужный мне ответ.",I'm not hanging up until I hear the answer I need.,_,"жильё, магазин",
взгляд,3009,look,N.Masc.Inan,B1,"LM, Кс",1,взгляд,Acc.Sing,"На мой взгляд, эта рубашка идёт тебе гораздо больше.","In my opinion, this shirt looks much better on you.",_,"люди, внутренний мир",
взгляд,3010,look,N.Masc.Inan,B1,"LM, Кс",2,взглядом,Ins.Sing,Он встретился с ней взглядом и улыбнулся.,Their eyes met and he smiled at her.,_,"люди, внутренний мир",
взгляд,3011,look,N.Masc.Inan,B1,"LM, Кс",3,взглядов,Gen.Plur,"Да, мы придерживаемся противоположных взглядов на политику, но всё равно дружим.","Yes, we have different opinions about politics, but we are still friends.",_,"люди, внутренний мир",
взрослый,3012,adult,N.Masc.Anim,B1,"Golosa, LM, МН",1,взрослых,Gen.Plur,Дети всегда должны плавать под присмотром взрослых!,Children should always swim under the supervision of adults!,_,"описание, люди",
взрослый,3013,adult,N.Masc.Anim,B1,"Golosa, LM, МН",2,взрослые,Nom.Plur,Почему все взрослые меня не понимают?,Why is it that adults don't understand me?,_,"описание, люди",
взрослый,3014,adult,A,B1,"Golosa, LM, МН",3,взрослый,Nom.Masc.Sing,Мой внук уже совсем взрослый — он вчера закончил школу.,My grandson is grown up now — he graduated from school yesterday.,_,"описание, люди",
визитный,3015,visitng,A,B1,LM,1,визитные,Nom.Plur,Константину нужны новые визитные карточки.,Konstantin needs new business cards.,_,"описание, учёба/работа",
визитный,3016,visitng,A,B1,LM,2,визитной,Ins.Fem.Sing,"Ну и что мне делать с этой визитной карточкой, если на ней нет номера телефона?","Well, what am I supposed to do with this business card if there is no phone number written on it?",_,"описание, учёба/работа",
визитный,3017,visitng,A,B1,LM,3,визитная,Nom.Fem.Sing,Вот моя визитная карточка. Звоните в любое время.,Here is my business card. Call me anytime.,_,"описание, учёба/работа",
виноград,3018,grapes,N.Masc.Inan,B1,"Golosa, LM, МН, Поехали",1,винограда,Gen.Sing,Этот сорт винограда не едят — из него делают вино.,This is not the type of grape that one eats — it’s for making wine.,_,"еда, магазин",
виноград,3019,grapes,N.Masc.Inan,B1,"Golosa, LM, МН, Поехали",2,виноград,Acc.Sing,"Купи, пожалуйста, к столу виноград, орехи и сыр.","Please buy grapes, nuts, and cheese for dinner.",_,"еда, магазин",
виноград,3020,grapes,N.Masc.Inan,B1,"Golosa, LM, МН, Поехали",3,виноградом,Ins.Sing,Женя пошел на кухню за вином и виноградом.,Zhenya went to the kitchen to get the wine and grapes.,_,"еда, магазин",
воевать,3021,fight,V,B1,LM,1,воевать,Inf,"Иван ушёл воевать, когда ему было всего двадцать лет.",Ivan left home for war when he was only twenty years old.,_,политика,
воевать,3022,fight,V,B1,LM,2,воюют,Plur.3.Pres/Fut,"Люди воюют не с наводнениями, не с опасными бактериями, а друг с другом!","People are fighting not with floods or dangerous bacteria, but with each other!",_,политика,
воевать,3023,fight,V,B1,LM,3,воюет,Sing.3.Pres/Fut,На чьей стороне он воюет?,Which side of the war is he fighiting on?,_,политика,
военный,3024,military,A,B1,LM,1,военных,Gen.Plur,За забором мы увидели военных.,We saw the soldiers behind the fence.,_,"люди, политика",
военный,3025,military,A,B1,LM,2,военной,Gen.Fem.Sing,"Кто эти люди в военной форме, которых мы видели в городе?",Who are those people in military uniform that we saw in town?,_,"люди, политика",
военный,3026,military,N.Masc.Anim,B1,LM,3,военные,Nom.Plur,Военные действия не прекращались даже ночью.,Military operations did not stop even at night.,_,"люди, политика",
возвращать,3027,return,V,B1,LM,1,возвращают,Plur.3.Pres/Fut,Некачественный товар меняют на новый или возвращают за него деньги. ,Goods of a bad quality are getting replaced by another item or one gets the money for it back.,_,"люди, общение",Is the Russian correct here? And how does paper money get stuck in ATMs? I am not sure about this one.
возвращать,3028,return,V,B1,LM,2,возвращает,Sing.3.Pres/Fut,Он уже три месяца не возвращает мне долг.,It's been three months that he hasn’t returned the money he borrowed from me.,_,"люди, общение",
возвращать,3029,return,V,B1,LM,3,возвращать,Inf,"Хочешь не хочешь, а кредит нужно возвращать в банк.","Like it or not, you have to pay back the loan to the bank.",_,"люди, общение",
волейболист,3030,volleyball player,N.Masc.Anim,B1,LM,1,волейболистов,Gen.Plur,Как проходят тренировки профессиональных волейболистов?,How are professional volleyball players trained?,_,"люди, учёба/работа, свободное время",
волейболист,3031,volleyball player,N.Masc.Anim,B1,LM,2,волейболиста,Gen.Sing,"Такой коллекции мячей, как у Андрея, нет ни у одного волейболиста на планете.",No volleyball player on the planet has such a collection of balls as Andrey does.,_,"люди, учёба/работа, свободное время",
волк,3032,wolf,N.Masc.Anim,B1,LM,1,волк,Nom.Sing,Волк — один из главных героев многих русских сказок.,The wolf is one of the main characters in many Russian fairy tales.,_,животные/растения,
волк,3033,wolf,N.Masc.Anim,B1,LM,2,волки,Nom.Plur,"На картине был нарисован заяц, за которым гнались волки.",In the picture there is a rabbit being chased by wolves.,_,животные/растения,
волк,3034,wolf,N.Masc.Anim,B1,LM,3,волков,Acc.Plur,Русские говорят: «Волков бояться — в лес не ходить».,"Russians say: ""Don’t go to the forest if you are afraid of wolves"".",_,животные/растения,
воспитание,3035,upbringing,N.Neut.Inan,B1,LM,1,воспитания,Gen.Sing,Поведение человека сильно зависит от его воспитания.,A person’s behavior is strongly dependent on their upbringing.,_,"люди, внутренний мир",
воспитание,3036,upbringing,N.Neut.Inan,B1,LM,2,воспитание,Nom.Sing,Такое воспитание нашим детям не нужно!,An upbringing like that is not for our children!,_,"люди, внутренний мир",
воспитание,3037,upbringing,N.Neut.Inan,B1,LM,3,воспитании,Loc.Sing,Мы с мужем постоянно спорим о воспитании детей.,My husband and I always argue about how to bring up our children.,_,"люди, внутренний мир",
воспитывать,3038,bring up,V,B1,LM,1,воспитывать,Inf,"Их нужно было воспитывать в детстве, а сейчас уже поздно.","They should have been taught how to behave when they were children, now it’s too late.",_,"люди, внутренний мир",
воспитывать,3039,bring up,V,B1,LM,2,воспитывают,Plur.3.Pres/Fut,Детей Натальи и Павла воспитывают бабушки и дедушки.,Natalya and Pavel’s children are being brought up by their grandparents.,_,"люди, внутренний мир",
воспитывать,3040,bring up,V,B1,LM,3,воспитывали,Plur.Past,Они воспитывали дочку в любви и заботе.,They brought up their daughter surrounded by love and care.,_,"люди, внутренний мир",
воспоминание,3041,memory,N.Neut.Inan,B1,LM,1,воспоминания,Acc.Plur,В своей голове он старался стереть любые воспоминания о войне.,He tried to get rid of all his memories from the war.,_,"люди, внутренний мир",
воспоминание,3042,memory,N.Neut.Inan,B1,LM,2,воспоминаний,Gen.Plur,"Аня говорит, что у неё почти не осталось воспоминаний из детства.",Anya says that she has almost no memories from her childhood.,_,"люди, внутренний мир",
воспоминание,3043,memory,N.Neut.Inan,B1,LM,3,воспоминание,Nom.Sing,"Воспоминание о дедушке — самое тёплое и приятное, которое было у Игоря.",Memories about his grandfather are the warmest and the most pleasant that Igor had.,_,"люди, внутренний мир",
впечатление,3044,impression,N.Neut.Inan,B1,"Golosa, LM",1,впечатление,Nom.Sing,"Создаётся впечатление, что вы никогда не были в музее.",It seems like you’ve never been to a museum.,_,"люди, внутренний мир, путешествие",
впечатление,3045,impression,N.Neut.Inan,B1,"Golosa, LM",2,впечатления,Nom.Plur,Какие впечатления у вас остались от вчерашнего фильма?,What impression did you get from yesterday’s movie?,_,"люди, внутренний мир, путешествие",
впечатление,3046,impression,N.Neut.Inan,B1,"Golosa, LM",3,впечатлений,Gen.Plur,У меня осталось столько ярких впечатлений от Диснейленда! Я обязательно хочу вернуться.,I have so many vivid impressions from Disneyland! I definitely want to go back.,_,"люди, внутренний мир, путешествие",
вредный,3047,harmful,A,B1,LM,1,вредных,Gen.Plur,"Врачи сказали, что я должен избавиться от вредных привычек.",The doctors said that I have to get rid of my bad habits.,_,"описание, здоровье",
вредный,3048,harmful,A,B1,LM,2,вредна,Fem.Sing,"Оказалось, что жвачка вредна для зубов.",It turned out that chewing gum is bad for the teeth.,_,"описание, здоровье",
вредный,3049,harmful,A,B1,LM,3,вреднее,Comp,Что вреднее: газировка или алкоголь?,What is worse for the health: carbonated drinks or alcohol?,_,"описание, здоровье",
выезжать,3050,drive away,V,B1,"Golosa, LM",1,выезжать,Inf,Собирайся! Нам выезжать в аэропорт через час.,Get ready! We’re heading to the airport in an hour.,_,"транспорт, путешествие",
выезжать,3051,drive away,A,B1,"Golosa, LM",2,выезжающих,Gen.Plur,На границе выезжающих досматривают сотрудники таможни.,People are inspected by customs officers at the border.,_,"транспорт, путешествие",
выезжать,3052,drive away,V,B1,"Golosa, LM",3,выезжает,Sing.3.Pres/Fut,Она смотрит направо и налево из окна своей машины и только после этого выезжает на дорогу.,She looks to the right and to the left from her car and only then starts driving to the road.,_,"транспорт, путешествие",
выздоравливать,3053,get well,V,B1,LM,1,выздоравливать,Inf,После двух недель болезни Сергей наконец начал выздоравливать.,After being sick for two weeks Sergey finally started to get better.,_,здоровье,
выздоравливать,3054,get well,V,B1,LM,2,выздоравливали,Plur.Past,"Увы, несмотря на лечение, выздоравливали от этой болезни лишь единицы.","Unfortunately, despite treatment, only a few individuals recovered from that illness.",_,здоровье,
выздоравливать,3055,get well,V,B1,LM,3,выздоравливай,Imper.Sing.2,Выздоравливай скорее! Мы ждём тебя!,Get well soon! We are waiting for you!,_,здоровье,
вызов,3056,call,N.Masc.Inan,B1,LM,1,вызову,Dat.Sing,"У Егора выходной, но по вызову от начальника ему срочно пришлось приехать на работу.",Egor had the day off but he got a call from his boss and had to go to the office immediately.,_,"люди, общение",
вызов,3057,call,N.Masc.Inan,B1,LM,2,вызов,Acc.Sing,В полицию поступил вызов о драке.,The police got a call about a fight.,_,"люди, общение",
вызов,3058,call,N.Masc.Inan,B1,LM,3,вызовы,Acc.Plur,Сегодня в скорую поступают многочисленные вызовы о тепловых ударах.,Today the ambulance service is getting numerous calls about heat stroke.,_,"люди, общение",
вызывать,3059,cause,V,B1,"Golosa, LM",1,вызывает,Sing.3.Pres/Fut,Этот фильм всегда вызывает у меня улыбку.,This movie always makes me smile.,_,"люди, общение",
вызывать,3060,cause,V,B1,"Golosa, LM",2,вызывают,Plur.3.Pres/Fut,"В книге описаны события, которые вызывают и смех, и слёзы.",The events described in the book make me both laugh and cry.,_,"люди, общение",
вызывать,3061,cause,V,B1,"Golosa, LM",3,вызывать,Inf,Вирусы способны вызывать массовые эпидемии.,Viruses can cause massive epidemics.,_,"люди, общение",
выигрывать,3062,win,V,B1,"Golosa, LM",1,выигрывают,Plur.3.Pres/Fut,"Знаете, почему они всегда выигрывают? Потому что за их команду играет чемпион Европы.",_,_,"люди, свободное время",
выигрывать,3063,win,V,B1,"Golosa, LM",2,выигрывали,Plur.Past,Сколько раз российские режиссёры выигрывали Оскар?,_,_,"люди, свободное время",
выигрывать,3064,win,V,B1,"Golosa, LM",3,выигрывал,Masc.Sing.Past,Он два раза выигрывал чемпионат мира по гандболу.,_,_,"люди, свободное время",
вылечивать,3065,cure,V,B1,LM,1,вылечивают,Plur.3.Pres/Fut,"Раньше от этой болезни умирали, а теперь её успешно вылечивают антибиотиками.",_,_,здоровье,
вылечивать,3066,cure,V,B1,LM,2,выле-е-е-чивают,Plur.3.Pres/Fut,_,_,_,здоровье,
выполнять,3067,do,V,B1,LM,1,выполняет,Sing.3.Pres/Fut,"Этот закон фактически не выполняет свои функции, а стал поводом для коррупции.",_,_,учёба/работа,
выполнять,3068,do,V,B1,LM,2,выполнять,Inf,Для пилотов важно чётко выполнять свои инструкции.,_,_,учёба/работа,
выполнять,3069,do,V,B1,LM,3,выполняют,Plur.3.Pres/Fut,Актёры на репетициях выполняют указания режиссёров.,_,_,учёба/работа,
выражать,3070,express,V,B1,LM,1,выражает,Sing.3.Pres/Fut,"Иванов стал президентом, но радости по этому поводу никто не выражает.",_,_,"люди, внутренний мир",
выражать,3071,express,V,B1,LM,2,выражать,Inf,Она не любит открыто выражать свои эмоции.,_,_,"люди, внутренний мир",
выражать,3072,express,V,B1,LM,3,выражают,Plur.3.Pres/Fut,Авторы выражают особую благодарность Александру Петрову за помощь в проведении съёмок.,_,_,"люди, внутренний мир",
выступление,3073,performance,N.Neut.Inan,B1,LM,1,выступления,Gen.Sing,Успех выступления во многом зависит от количества репетиций.,_,_,"люди, общение, учёба/работа",
выступление,3074,performance,N.Neut.Inan,B1,LM,2,выступление,Nom.Sing,Больше всего нам понравилось выступление китайских гимнастов.,_,_,"люди, общение, учёба/работа",
выступление,3075,performance,N.Neut.Inan,B1,LM,3,выступлений,Gen.Plur,Подготовкой выступлений президента занимается большая команда специалистов из разных областей.,_,_,"люди, общение, учёба/работа",
газ,3076,gas,N.Masc.Inan,B1,"Golosa, LM",1,газа,Gen.Sing,На кухне странный запах газа.,_,_,жильё,
газ,3077,gas,N.Masc.Inan,B1,"Golosa, LM",2,газ,Acc.Sing,Ты выключил газ?,_,_,жильё,
газ,3078,gas,N.Masc.Inan,B1,"Golosa, LM",3,газом,Ins.Sing,Я не пью воду с газом.,_,_,жильё,
галстук,3079,tie,N.Masc.Inan,B1,"Golosa, LM, Поехали",1,галстук,Acc.Sing,Надень синий галстук! Он подходит к этой рубашке.,_,_,"одежда, магазин",
галстук,3080,tie,N.Masc.Inan,B1,"Golosa, LM, Поехали",2,галстуком,Ins.Sing,Он купил рубашку с галстуком для новой работы.,_,_,"одежда, магазин",
галстук,3081,tie,N.Masc.Inan,B1,"Golosa, LM, Поехали",3,галстука,Gen.Sing,Паша никогда не ходил на работу без галстука.,_,_,"одежда, магазин",
гараж,3082,garage,N.Masc.Inan,B1,"Golosa, LM",1,гараже,Loc.Sing,Твоя машина в гараже или на улице?,_,_,"транспорт, жильё",
гараж,3083,garage,N.Masc.Inan,B1,"Golosa, LM",2,гаражей,Gen.Plur,Из-за гаражей была видна фабрика.,_,_,"транспорт, жильё",
гараж,3084,garage,N.Masc.Inan,B1,"Golosa, LM",3,гаражи,Acc.Plur,В этом доме вместе с квартирами продают гаражи.,_,_,"транспорт, жильё",
гастроном,3085,grocery store,N.Masc.Inan,B1,"Golosa, LM",1,гастроном,Acc.Sing,Моя бабушка всегда ходила в центральный гастроном за продуктами.,_,_,"еда, магазин",
гастроном,3086,grocery store,N.Masc.Inan,B1,"Golosa, LM",2,гастрономе,Loc.Sing,В гастрономе №1 продавали лучшие продукты в городе.,_,_,"еда, магазин",
гастроном,3087,grocery store,N.Masc.Inan,B1,"Golosa, LM",3,гастроному,Dat.Sing,"Иди к гастроному, я пойду навстречу тебе.",_,_,"еда, магазин",
генерал,3088,general,N.Masc.Anim,B1,LM,1,генерал,Nom.Sing,Его дедушка — генерал армии.,_,_,"люди, учёба/работа",
генерал,3089,general,N.Masc.Anim,B1,LM,2,генерала,Gen.Sing,Генерала Петрова нигде не было.,_,_,"люди, учёба/работа",
генерал,3090,general,N.Masc.Anim,B1,LM,3,генералом,Ins.Sing,Майор пришёл вместе с генералом.,_,_,"люди, учёба/работа",
геология,3091,geology,N.Fem.Inan,B1,LM,1,геологии,Gen.Sing,Вчера мы ходили в музей геологии.,_,_,учёба/работа,
гимназия,3092,gymnasium,N.Fem.Inan,B1,LM,1,гимназия,Nom.Sing,Наша гимназия — лучшая в городе.,_,_,учёба/работа,
гимназия,3093,gymnasium,N.Fem.Inan,B1,LM,2,гимназии,Loc.Sing,"В гимназии, где учатся мои дети, каждый год проходит фестиваль песен.",_,_,учёба/работа,
гимназия,3094,gymnasium,N.Fem.Inan,B1,LM,3,гимназию,Acc.Sing,Её внуки поступили в престижную гимназию.,_,_,учёба/работа,
картошка,3095,potatoes,N.Fem.Inan,B1,"MiP, LM",1,картошку,Acc.Sing,Мама приготовила картошку с грибами.,_,_,"еда, магазин",
картошка,3096,potatoes,N.Fem.Inan,B1,"MiP, LM",2,картошки,Gen.Sing,"У нас нет картошки. Сходи в магазин, пожалуйста!",_,_,"еда, магазин",
картошка,3097,potatoes,N.Fem.Inan,B1,"MiP, LM",3,картошкой,Ins.Sing,Его любимые пирожки — с картошкой.,_,_,"еда, магазин",
потратить,3098,spend,V,B1,"MiP, LM",1,потратил,Masc.Sing.Past,Он потратил всю зарплату на новые часы.,_,_,магазин,
потратить,3099,spend,V,B1,"MiP, LM",2,потратить,Inf,Вы можете потратить на подарки не больше десяти тысяч рублей.,_,_,магазин,
потратить,3100,spend,V,B1,"MiP, LM",3,потратили,Plur.Past,Вчера в магазине мы потратили ужасно много денег.,_,_,магазин,
гимнастика,3101,gymnastics,N.Fem.Inan,B1,"Golosa, LM",1,гимнастика,Nom.Sing,Её любимый вид спорта — художественная гимнастика.,_,_,свободное время,
гимнастика,3102,gymnastics,N.Fem.Inan,B1,"Golosa, LM",2,гимнастику,Acc.Sing,Три раза в неделю мои дети ходят на гимнастику.,_,_,свободное время,
гимнастика,3103,gymnastics,N.Fem.Inan,B1,"Golosa, LM",3,гимнастикой,Ins.Sing,В детстве Миша занимался спортивной гимнастикой.,_,_,свободное время,
глава,3104,chapter,N.Fem.Inan,B1,LM,1,главе,Loc.Sing,Об этом подробно написано в четвёртой главе.,_,_,"учёба/работа, политика",
глава,3105,chapter,N.Fem.Inan,B1,LM,2,глава,Nom.Sing,О чём эта глава?,_,_,"учёба/работа, политика",
глава,3106,chapter,N.Masc.Anim,B1,LM,3,главы,Gen.Sing,"Из последней главы не стало понятно, что случилось с главными героями.",_,_,"учёба/работа, политика",
погулять,3107,walk,V,B1,"MiP, LM",1,погулять,Inf,Где погулять в Риме?,_,_,"люди, свободное время",
погулять,3108,walk,V,B1,"MiP, LM",2,погуляем,Plur.1.Pres/Fut,Пойдём погуляем? Сегодня такая приятная погода!,_,_,"люди, свободное время",
погулять,3109,walk,V,B1,"MiP, LM",3,погуляли,Plur.Past,Вы уже погуляли? Тогда пойдёмте обедать.,_,_,"люди, свободное время",
говядина,3110,beef,N.Fem.Inan,B1,"LM, Поехали",1,говядины,Gen.Sing,Эти пельмени из говядины?,_,_,"еда, магазин",
говядина,3111,beef,N.Fem.Inan,B1,"LM, Поехали",2,говядину,Acc.Sing,Из мяса Оля ест только говядину.,_,_,"еда, магазин",
голодный,3112,hungry,A,B1,LM,1,голодных,Gen.Plur,Из леса вышла стая голодных волков.,_,_,"описание, еда",
голодный,3113,hungry,A,B1,LM,2,голодные,Nom.Plur,"Мои дети всегда капризничают, когда они голодные.",_,_,"описание, еда",
голодный,3114,hungry,A,B1,LM,3,голодными,Ins.Plur,"Праздник закончился, но они вышли из-за стола голодными.",_,_,"описание, еда",
гордиться,3115,be proud of,V,B1,LM,1,горжусь,Sing.1.Pres/Fut,"Дорогая, я очень горжусь тобой! Отличная работа!",_,_,"люди, внутренний мир",
гордиться,3116,be proud of,V,B1,LM,2,гордиться,Inf,Должны ли сотрудники гордиться своей компанией?,_,_,"люди, внутренний мир",
гордиться,3117,be proud of,V,B1,LM,3,гордятся,Plur.3.Pres/Fut,Мои родители всегда мной гордятся.,_,_,"люди, внутренний мир",
гордый,3118,proud,A,B1,LM,1,гордый,Nom.Masc.Sing,Воинственная кровь и гордый характер не позволяли им идти на переговоры с врагом.,_,_,"описание, люди, внутренний мир",
гордый,3119,proud,A,B1,LM,2,гордым,Ins.Masc.Sing,Он чувствовал себя гордым и влиятельным.,_,_,"описание, люди, внутренний мир",
гордый,3120,proud,A,B1,LM,3,гордые,Nom.Plur,"Она сказала, что её родители — очень гордые люди.",_,_,"описание, люди, внутренний мир",
горе,3121,grief,N.Neut.Inan,B1,LM,1,горя,Gen.Sing,"Раньше жили в деревне, горя не знали, а как только переехали в город, начались проблемы.",_,_,внутренний мир,
горе,3122,grief,N.Neut.Inan,B1,LM,2,горе,Acc.Sing,"И в горе, и в радости она была совершенно одинока.",_,_,внутренний мир,
горе,3123,grief,N.Neut.Inan,B1,LM,3,горем,Ins.Sing,С горем пополам Петя решил задачу по математике.,_,_,внутренний мир,
гореть,3124,burn,V,B1,LM,1,горит,Sing.3.Pres/Fut,Это дом горит вдали?,_,_,?,
гореть,3125,burn,V,B1,LM,2,горят,Plur.3.Pres/Fut,Влажные спички плохо горят.,_,_,?,
гореть,3126,burn,V,B1,LM,3,горел,Masc.Sing.Past,Почему ты поехал? Тебе же горел красный!,_,_,?,
горло,3127,throat,N.Neut.Inan,B1,"Golosa, MiP, LM, Поехали, Кс",1,горло,Acc.Sing,"Днём приходил врач, посмотрел Маше горло. Сказал, что это ангина.",_,_,здоровье,
горло,3128,throat,N.Neut.Inan,B1,"Golosa, MiP, LM, Поехали, Кс",2,горле,Loc.Sing,"Купи мне, пожалуйста, таблетки от боли в горле.",_,_,здоровье,
горло,3129,throat,N.Neut.Inan,B1,"Golosa, MiP, LM, Поехали, Кс",3,горла,Gen.Sing,Как лечить болезни горла?,_,_,здоровье,
узнавать,3130,know,V,B1,"Golosa, LM",1,узнаёт,Sing.3.Pres/Fut,Мой дедушка узнаёт новости из газет.,_,_,"люди, учёба/работа",
узнавать,3131,know,V,B1,"Golosa, LM",2,узнавать,Inf,Никогда не прекращай узнавать новое!,_,_,"люди, учёба/работа",
узнавать,3132,know,V,B1,"Golosa, LM",3,узнавал,Masc.Sing.Past,Каждый день он узнавал её с новой стороны.,_,_,"люди, учёба/работа",
готовиться,3133,prepare,V,B1,LM,1,готовится,Sing.3.Pres/Fut,Лёша всю неделю готовится к экзамену.,_,_,"учёба/работа, еда",
готовиться,3134,prepare,V,B1,LM,2,готовятся,Plur.3.Pres/Fut,В конце декабря москвичи вовсю готовятся к встрече Нового года.,_,_,"учёба/работа, еда",
